Head	LHand	RHand
36.416	29.374	2.007
38.387	26.758	1.088
37.433	28.512	1.529
39.772	26.549	2.867
41.349	21.715	0.685
40.360	19.045	1.354
45.669	16.797	1.116
50.642	14.717	0.967
55.914	11.753	0.831
57.260	9.060	1.722
51.792	7.308	1.887
48.041	4.561	1.434
45.765	0.947	2.827
43.771	4.520	0.548
40.871	5.260	2.749
40.020	5.708	3.966
35.680	8.358	1.872
28.093	12.459	2.726
22.615	13.398	2.777
19.916	15.822	2.191
17.300	18.012	1.390
18.714	18.839	0.569
24.589	19.849	1.043
31.224	20.556	3.197
37.186	22.173	2.700
42.828	23.763	1.775
47.721	26.275	2.136
52.101	26.828	1.833
54.353	31.160	1.807
56.087	34.616	3.008
61.973	34.659	2.953
69.737	33.183	2.381
74.075	30.077	3.021
73.492	29.564	2.162
74.549	25.721	0.953
75.791	21.559	0.287
86.434	21.181	2.237
91.232	21.093	2.516
87.368	20.266	4.907
95.043	19.647	4.977
101.050	18.178	4.151
99.601	17.097	4.694
98.092	17.919	1.796
103.293	16.595	2.815
104.735	14.443	1.301
105.916	14.723	1.344
109.398	12.966	2.983
111.106	12.407	2.959
119.556	14.360	1.889
125.028	15.287	4.153
124.394	18.122	4.523
133.656	21.755	7.140
135.779	22.768	9.848
135.811	19.694	12.124
140.913	18.592	14.108
139.590	18.622	15.014
139.529	14.739	17.585
141.395	13.168	18.739
141.430	14.736	19.415
138.279	17.177	21.959
157.367	18.037	23.518
159.087	21.706	26.632
139.905	24.255	30.372
138.705	28.234	33.554
139.655	31.213	38.751
134.609	31.664	47.704
135.905	36.964	59.531
132.136	41.260	67.343
125.448	40.725	67.396
128.206	36.462	76.971
118.748	38.943	93.818
115.345	50.053	100.906
115.427	58.642	112.959
102.515	64.870	133.059
96.881	73.658	153.216
88.383	87.239	185.957
78.642	98.416	221.715
80.599	111.344	254.311
80.963	135.367	294.980
80.379	159.513	326.958
84.902	180.653	346.227
78.174	211.713	359.219
83.089	240.120	397.187
101.547	260.447	431.612
102.778	281.324	437.352
104.013	297.933	463.656
106.513	325.081	506.023
104.218	352.647	526.241
101.649	359.311	525.457
104.366	368.919	534.820
107.413	390.141	538.672
108.108	403.477	533.108
109.500	408.188	528.018
117.116	427.501	522.344
127.957	437.791	520.121
132.133	432.918	509.550
149.725	431.544	497.172
148.407	409.410	483.170
136.128	391.713	467.551
139.518	372.743	461.594
133.095	336.230	452.022
137.939	305.554	439.141
135.716	275.378	427.996
126.337	233.321	415.597
128.164	201.447	408.439
129.905	169.959	406.451
127.697	130.648	405.106
133.287	90.133	414.010
134.038	69.531	426.780
133.279	89.696	444.171
140.919	129.702	466.952
140.233	177.980	489.914
145.845	233.045	519.878
156.717	273.952	537.391
156.198	304.030	552.260
165.849	343.877	589.855
166.477	389.234	629.082
169.182	438.326	675.153
169.271	480.527	699.544
175.236	516.082	705.769
176.939	526.109	726.333
150.994	567.985	743.930
147.880	655.796	755.183
142.052	707.394	770.220
129.033	754.480	775.627
122.392	812.104	783.119
112.684	851.102	791.343
94.618	873.033	789.758
73.515	883.072	795.822
57.105	884.812	789.898
43.747	893.518	781.775
33.891	868.270	777.120
30.722	873.326	754.264
29.236	907.426	720.438
27.926	909.251	688.665
28.430	913.543	655.734
29.292	906.893	617.494
27.527	884.510	566.225
22.617	846.745	509.993
20.140	824.454	464.481
20.229	796.912	425.450
22.988	749.735	381.151
28.248	704.068	341.824
37.813	672.123	292.868
54.031	639.868	228.416
75.501	578.559	171.900
87.004	513.411	115.969
88.661	447.426	98.696
104.429	387.874	102.723
115.207	310.442	107.277
120.046	250.025	138.342
133.758	234.815	179.328
131.351	186.730	222.378
135.162	156.393	263.250
134.863	179.859	301.029
131.779	234.629	332.675
135.669	320.904	358.682
132.432	385.647	373.495
128.507	415.782	378.788
128.070	455.799	383.741
128.920	480.126	393.566
128.745	488.393	400.219
131.101	507.997	407.645
124.666	522.651	407.982
124.870	525.011	399.446
124.882	527.049	386.267
119.302	526.703	368.256
121.238	528.951	345.126
119.534	527.587	328.631
112.785	525.447	313.617
108.902	518.371	295.639
108.864	508.269	286.687
110.608	502.440	271.768
104.105	480.629	247.259
103.292	466.878	225.425
102.205	484.905	206.371
86.339	478.802	185.021
83.820	444.393	169.536
91.955	425.453	159.178
92.269	421.051	144.998
84.162	405.000	124.447
77.921	381.008	98.509
74.737	359.235	75.617
69.448	341.661	56.669
66.445	314.806	39.166
62.883	287.757	20.988
58.623	272.732	8.008
52.563	254.829	14.886
46.203	231.092	32.368
40.822	208.199	48.452
36.677	183.497	58.623
34.097	159.360	65.990
28.189	131.627	74.440
20.885	104.324	85.618
11.850	88.189	88.802
4.863	73.225	79.085
14.402	68.579	73.031
22.752	73.167	73.693
32.015	95.029	72.817
40.512	117.300	74.107
48.138	128.191	76.865
55.336	142.506	84.932
63.675	154.183	95.961
72.107	153.210	104.138
74.137	154.333	113.307
91.856	153.343	124.703
101.185	142.557	141.354
91.459	137.560	153.641
90.143	121.676	163.481
90.074	100.444	173.183
95.326	96.056	178.481
92.816	84.118	186.060
90.647	63.722	190.394
99.247	59.505	183.465
97.580	44.426	172.316
92.079	43.111	167.886
90.332	54.888	157.013
87.393	80.317	140.626
93.084	104.940	129.705
99.778	128.141	108.945
95.224	160.533	92.418
85.075	189.690	75.859
83.795	206.196	56.137
88.319	213.631	49.884
84.982	220.166	49.746
78.578	204.027	49.721
75.589	185.225	49.428
73.273	175.671	46.307
70.691	148.079	45.287
69.220	112.789	46.985
64.990	104.633	43.453
62.952	105.236	35.848
64.041	92.283	26.203
59.010	78.844	18.387
55.164	70.798	14.045
54.125	77.428	12.812
53.525	76.813	15.263
51.591	62.717	21.924
50.358	52.189	29.485
52.506	51.863	34.280
51.137	50.402	37.408
45.041	45.915	40.253
42.570	41.744	42.621
40.976	39.377	46.267
38.756	45.770	47.366
34.832	44.838	50.085
30.861	34.361	54.033
33.370	27.546	52.744
34.871	23.799	47.718
34.441	21.004	43.135
37.070	18.037	44.377
38.842	15.682	45.542
39.110	14.648	40.770
37.878	13.090	35.548
33.357	12.134	33.484
32.232	13.705	31.035
35.307	12.212	27.464
36.837	9.503	23.586
38.673	8.683	20.776
43.855	6.744	19.016
42.559	5.713	17.061
38.320	7.050	16.917
42.131	11.642	15.837
43.722	18.723	12.345
39.494	23.398	11.083
38.648	23.724	11.689
38.356	28.170	11.275
33.876	27.578	11.437
29.225	17.681	11.520
27.963	11.700	11.413
27.325	6.381	11.734
23.610	4.927	11.459
19.667	6.491	10.342
21.708	5.243	9.885
23.229	6.496	9.331
22.764	9.667	8.025
22.695	11.241	6.934
22.543	12.733	6.787
21.119	14.810	6.742
19.032	12.604	7.011
18.647	11.893	6.342
17.572	11.339	6.208
14.566	9.200	6.348
13.634	9.572	7.123
13.704	10.469	7.002
12.899	10.439	5.229
14.113	9.928	7.091
13.313	10.118	8.492
10.677	11.772	9.474
11.792	14.359	11.607
11.089	13.802	13.604
10.165	13.792	18.252
11.358	15.096	20.108
10.094	14.845	18.884
9.314	13.684	19.328
10.230	12.329	18.616
10.761	13.134	17.635
10.622	14.278	19.719
11.171	14.415	21.926
10.766	14.151	21.255
10.320	14.308	19.965
10.064	13.771	20.667
11.180	11.161	21.787
17.890	9.320	23.142
18.141	6.740	23.217
15.129	5.768	23.192
15.405	9.972	23.193
15.619	11.706	22.959
15.914	17.284	25.246
16.321	21.724	31.586
16.284	23.013	38.576
16.647	21.850	46.508
16.554	20.878	59.924
16.694	29.302	74.885
16.970	45.279	85.663
17.858	64.511	99.317
19.156	84.535	124.532
20.763	117.182	141.736
23.196	159.996	149.953
26.889	196.826	158.824
29.182	213.125	165.571
32.952	267.297	160.849
40.153	293.078	152.474
51.359	309.680	139.907
65.346	343.401	122.607
80.220	329.739	115.691
91.224	290.212	120.797
104.096	298.927	135.742
118.056	339.341	165.192
128.685	321.892	214.066
142.415	304.886	259.800
149.467	298.952	308.420
159.479	288.983	356.278
170.083	275.255	399.874
175.431	251.716	433.434
176.759	212.964	462.712
177.689	178.944	484.092
172.057	140.757	498.585
167.650	112.210	517.234
163.396	121.821	535.375
167.017	154.380	534.720
161.038	221.618	532.837
140.632	294.743	547.160
131.003	355.585	552.495
123.726	417.097	553.534
114.613	458.447	545.099
106.190	494.114	533.971
99.931	530.010	525.367
84.383	550.646	502.987
79.562	568.636	480.705
78.978	554.996	481.533
69.119	540.519	464.042
62.258	559.819	430.675
61.920	560.626	407.622
60.101	556.427	380.849
55.427	546.253	348.957
54.159	526.463	313.267
53.939	501.193	277.272
50.838	482.811	237.151
46.770	458.374	191.406
45.277	424.418	139.505
44.337	403.208	90.528
41.966	366.319	68.614
42.033	324.450	85.935
43.527	299.520	123.635
43.635	276.754	167.815
43.374	259.652	185.366
42.517	250.441	201.001
46.489	198.847	228.610
55.193	158.700	241.625
62.573	132.986	251.882
66.830	102.782	251.277
70.658	92.909	249.350
79.550	91.734	249.423
86.965	100.875	248.155
86.424	133.744	245.716
91.087	161.669	241.463
99.050	196.599	232.677
95.201	212.475	224.960
95.931	235.082	224.411
104.152	295.539	219.363
103.858	336.475	220.240
95.770	355.239	213.020
102.889	371.843	204.692
105.062	386.815	227.955
97.588	397.318	219.052
102.316	407.033	228.322
103.881	407.772	247.106
102.886	418.970	254.169
103.987	432.027	259.487
104.827	437.444	264.837
109.666	449.054	269.450
108.199	451.556	270.637
104.302	433.979	284.278
108.225	436.980	280.273
109.523	450.389	282.307
105.010	444.248	292.134
104.493	449.731	291.612
102.557	450.038	289.403
100.090	441.592	291.040
96.404	430.912	290.373
91.711	414.578	293.302
92.667	368.258	289.945
88.193	342.342	286.304
82.517	363.169	274.670
82.949	355.450	258.352
89.862	308.728	237.444
82.584	271.918	209.126
65.712	249.255	190.597
65.157	221.257	176.216
65.951	193.323	158.695
62.450	166.305	128.737
63.138	120.515	93.225
56.812	76.660	60.927
54.315	48.054	31.690
56.140	31.894	17.863
52.653	32.074	5.768
44.752	34.969	7.103
41.165	34.324	11.640
44.595	32.590	12.886
44.328	29.399	14.911
40.796	21.153	17.590
37.377	19.062	18.648
33.220	21.908	24.297
32.023	24.129	32.683
32.267	25.500	38.503
31.022	27.665	42.531
28.250	35.586	48.963
26.830	43.106	53.685
25.397	50.413	57.838
22.118	53.421	63.456
20.170	51.593	66.465
19.955	52.955	64.916
20.067	56.818	59.043
20.608	53.713	55.266
23.642	41.653	55.989
24.587	29.063	54.305
23.111	18.018	51.635
21.606	9.062	50.456
18.977	5.959	50.488
17.403	10.517	56.154
14.821	24.331	69.585
12.859	38.136	79.127
11.504	39.844	80.393
10.162	28.877	72.719
8.799	13.073	62.559
8.269	13.081	54.987
10.007	22.915	48.042
11.335	31.119	41.592
11.078	34.359	37.340
11.411	36.289	42.116
14.646	40.129	35.449
17.966	42.938	17.090
20.013	39.598	18.081
21.618	34.670	21.705
21.617	27.918	6.900
18.542	21.290	7.480
13.926	14.571	23.571
12.585	12.114	22.390
11.358	12.608	7.631
7.644	11.792	8.601
7.691	10.723	10.444
7.617	10.010	21.564
9.975	9.348	24.786
11.655	8.952	19.445
10.700	10.156	23.552
10.178	14.210	37.766
10.286	17.570	40.330
12.780	21.373	35.781
15.747	21.428	41.491
19.983	21.689	45.091
22.272	21.348	48.745
21.051	19.615	54.643
19.901	18.495	56.218
18.890	16.404	55.960
17.850	14.827	61.814
14.145	16.240	64.831
11.609	67.794	74.892
10.343	60.848	80.911
10.198	9.856	81.908
13.642	7.253	72.138
17.850	14.137	53.992
21.655	21.001	45.074
26.443	23.182	46.290
28.995	28.462	40.629
30.267	41.015	27.657
32.595	52.606	25.684
34.576	58.101	25.337
37.337	58.708	22.495
37.891	55.438	18.316
34.926	53.232	18.620
34.381	51.915	20.784
35.397	52.881	19.214
33.204	48.961	17.532
30.995	39.809	18.315
30.303	34.419	20.357
30.547	32.978	23.143
27.991	33.973	26.954
25.885	38.282	32.290
25.436	46.783	36.392
20.695	54.805	37.323
17.454	59.002	38.947
17.803	55.358	39.551
17.737	48.517	39.714
18.900	45.221	43.119
21.942	44.196	47.650
23.420	48.267	48.897
23.534	50.913	49.589
25.881	44.520	51.639
27.606	68.575	52.942
28.756	61.822	52.713
31.399	25.458	50.390
34.498	24.970	46.998
35.664	27.030	43.315
35.926	18.007	40.335
36.353	27.466	37.829
35.568	25.354	35.213
36.973	25.176	32.157
40.920	28.801	27.675
41.703	30.413	22.787
40.004	31.827	17.748
39.100	31.608	13.492
39.239	31.487	13.911
38.876	28.698	16.420
41.095	25.022	15.125
41.331	24.557	17.225
39.319	25.620	22.407
39.433	30.991	26.898
40.187	35.596	34.036
39.698	37.945	34.726
37.424	42.219	34.250
37.449	44.966	36.769
36.730	46.400	35.291
38.423	45.203	44.453
38.464	45.181	48.246
35.658	49.730	44.542
36.191	57.335	46.784
38.033	88.275	55.108
37.973	72.631	65.859
39.332	55.396	67.246
41.512	68.791	62.908
41.490	108.380	67.980
40.457	115.000	76.539
40.120	76.670	77.847
43.151	67.031	77.508
45.226	64.095	79.026
45.968	63.300	78.334
47.037	62.007	78.267
45.748	58.082	77.435
47.226	57.105	89.898
52.305	64.045	100.997
51.668	73.148	91.565
49.649	69.301	90.744
49.089	61.251	89.431
52.545	57.029	83.199
54.489	51.579	85.345
49.590	48.104	78.902
43.943	48.965	64.860
40.121	75.547	58.331
37.587	80.954	57.484
35.307	64.784	60.166
34.886	57.896	61.139
35.155	53.772	65.545
35.748	55.023	79.504
33.670	52.819	99.070
32.487	44.946	103.573
31.677	37.947	106.206
30.319	34.908	109.373
31.871	32.247	108.185
32.069	35.718	103.567
34.183	41.382	94.054
37.263	47.430	76.942
40.524	52.691	61.743
44.963	47.267	62.074
46.685	48.027	72.708
45.980	57.246	76.245
44.751	56.832	87.173
45.733	58.198	100.974
60.574	61.419	102.145
67.597	57.693	108.061
54.050	55.617	104.052
51.971	55.353	95.734
49.706	55.381	90.402
47.563	54.342	75.967
51.335	51.943	66.737
54.786	50.671	68.364
51.134	52.462	75.141
48.518	53.244	81.858
47.150	58.141	92.694
47.369	66.336	102.494
57.457	67.593	98.603
64.065	69.817	95.304
67.884	75.153	102.399
71.815	81.671	91.881
80.471	92.606	75.198
87.654	96.940	72.505
86.034	95.870	78.660
93.704	100.365	86.132
112.461	107.307	90.838
137.785	117.404	100.743
165.512	124.115	105.835
182.909	125.138	107.767
193.033	127.258	108.129
209.785	126.866	108.265
225.037	120.398	115.004
237.449	119.292	111.277
250.594	111.854	102.755
253.125	95.096	103.075
264.034	94.562	89.671
282.053	92.751	77.699
289.210	98.165	81.383
299.166	84.494	76.104
302.062	52.384	70.375
289.314	42.676	71.465
302.953	34.352	74.669
283.497	24.617	74.887
233.853	13.455	81.077
220.620	4.381	85.121
200.604	10.606	87.448
180.621	21.268	89.167
170.188	29.494	85.059
167.275	33.883	80.217
170.636	40.154	75.093
173.991	46.768	62.985
178.706	51.453	52.788
184.482	54.935	47.125
190.328	60.156	37.701
198.560	69.747	30.035
201.360	67.483	32.267
196.957	54.466	35.710
193.443	47.888	38.071
187.794	40.899	34.234
175.554	35.678	29.709
160.784	30.253	33.715
144.825	23.231	36.844
125.353	19.260	41.614
104.635	15.538	48.507
91.561	12.949	49.052
78.930	13.336	44.728
66.817	13.849	40.309
56.467	13.532	50.185
53.636	14.682	54.988
56.760	15.654	30.773
60.394	18.115	30.426
72.853	24.934	35.860
88.608	28.424	28.783
88.667	26.682	22.753
92.795	24.417	18.441
108.817	20.793	14.723
117.037	20.352	12.277
112.369	19.497	9.204
112.882	20.990	9.142
121.533	24.480	10.741
114.117	28.982	15.552
104.818	38.934	20.157
103.459	58.762	13.244
101.365	59.475	19.727
96.312	45.675	17.199
89.191	36.419	23.118
79.977	30.088	30.128
69.489	29.008	36.070
67.247	28.731	41.360
67.131	26.685	41.704
75.623	26.406	35.416
86.990	30.950	31.324
89.119	69.663	31.448
99.996	75.972	26.343
110.020	45.863	18.701
117.696	51.879	11.725
144.679	58.779	3.445
146.298	58.901	3.706
122.509	51.039	10.974
118.813	40.428	15.646
126.842	35.450	17.655
121.606	26.486	22.607
113.895	20.078	22.984
113.915	17.991	22.070
106.273	14.787	22.427
99.795	14.264	20.980
100.331	14.425	22.223
100.069	12.920	20.861
97.281	8.291	18.257
98.180	3.542	14.773
103.423	5.083	9.661
100.371	13.312	8.792
98.009	19.464	11.596
107.355	23.736	14.168
109.180	23.713	17.516
108.717	17.197	18.745
108.769	8.951	18.215
109.508	7.935	17.939
118.464	7.698	15.185
119.514	9.552	10.309
117.725	9.895	9.304
120.561	8.302	9.993
129.634	8.806	10.836
128.535	10.182	13.784
123.959	11.769	17.434
123.880	11.200	17.241
124.687	7.223	15.047
127.212	3.145	11.291
121.417	2.165	7.761
128.897	3.843	6.701
136.133	3.516	6.330
137.425	3.528	9.929
129.227	2.712	11.623
128.756	4.249	13.412
132.891	6.565	15.736
129.662	7.840	15.143
127.905	9.496	15.463
126.247	9.670	15.795
128.531	9.498	16.039
131.169	10.825	16.901
132.440	12.664	16.300
132.220	15.619	16.179
133.834	16.595	16.885
128.999	17.423	17.150
132.990	16.260	15.277
134.048	12.991	13.293
133.953	12.896	11.506
129.344	12.610	8.342
126.268	12.786	7.496
126.670	13.033	6.053
122.237	12.781	3.922
129.532	10.793	5.026
132.841	7.120	4.481
134.822	3.906	3.210
135.599	1.821	2.715
135.580	3.915	2.759
143.397	6.102	1.126
146.783	7.153	1.615
141.591	7.911	1.116
151.706	7.485	1.722
147.853	5.846	1.019
137.928	4.781	1.260
132.874	1.907	2.937
132.546	1.243	4.886
127.745	1.245	6.039
116.870	3.212	7.315
115.070	4.718	9.853
111.509	5.741	12.068
103.868	9.080	13.720
93.392	13.442	13.811
90.980	17.667	16.047
84.592	21.409	23.049
73.396	23.922	25.809
67.912	25.907	25.353
64.977	24.423	26.298
59.213	20.312	24.749
51.668	20.591	22.262
45.592	21.472	22.386
40.958	20.536	23.435
40.614	19.684	21.856
42.118	17.756	20.387
41.714	17.233	18.899
38.330	15.325	15.824
35.140	13.351	14.920
35.335	13.777	12.467
34.508	14.812	10.066
34.487	17.433	10.234
35.753	18.216	9.757
37.853	18.091	8.308
41.350	20.703	8.405
46.970	21.883	10.369
50.480	22.379	12.244
53.888	26.246	15.119
62.131	32.196	17.357
72.013	38.246	19.024
83.128	45.785	23.039
97.977	60.580	26.844
114.063	79.261	28.761
135.200	121.721	36.469
158.200	138.895	57.229
176.609	143.000	65.898
202.284	172.328	75.904
228.624	205.388	101.039
246.242	220.745	125.211
268.292	216.344	143.452
281.166	219.063	163.074
287.809	222.821	187.029
300.047	252.753	201.864
309.267	304.209	212.357
316.838	328.616	237.595
319.991	332.751	254.983
322.984	332.120	262.980
318.050	327.835	278.951
322.954	321.957	287.987
321.296	327.007	289.365
298.938	339.581	289.375
283.416	336.208	272.315
281.460	323.655	258.388
273.843	313.464	256.023
248.933	295.266	240.581
229.259	274.256	218.066
216.284	257.028	194.942
202.476	239.866	172.187
186.643	219.119	146.387
174.045	197.630	114.439
161.475	175.996	85.106
151.696	150.193	54.805
145.196	125.862	23.274
140.524	102.618	19.239
143.241	71.069	44.292
140.257	37.097	69.433
134.859	18.649	91.411
131.831	41.467	110.224
125.545	72.656	127.973
115.961	97.702	145.376
106.263	119.960	157.208
99.536	153.097	158.359
95.160	177.175	167.100
92.816	188.219	184.131
88.118	210.290	189.596
86.354	230.057	188.852
85.930	251.966	191.801
74.223	273.315	207.551
62.667	287.576	215.509
60.366	301.996	216.946
58.017	313.421	217.382
52.437	321.116	208.930
44.300	327.703	207.517
36.926	343.518	203.158
36.754	349.566	194.486
36.132	351.317	187.030
32.927	354.728	163.465
31.090	309.616	124.520
30.427	274.905	92.196
31.944	284.089	60.958
42.242	264.857	32.383
43.282	218.396	36.135
40.539	167.244	48.426
41.937	120.398	56.202
34.254	79.953	64.536
29.107	45.124	72.617
27.658	24.615	77.733
27.359	37.705	75.245
25.741	55.814	72.834
23.584	68.228	68.139
21.726	71.271	55.166
20.384	72.129	38.250
21.124	64.037	20.443
20.050	47.974	6.261
18.433	32.536	11.425
16.874	20.483	16.706
17.080	15.777	17.370
16.333	13.566	15.108
12.972	10.610	14.647
11.534	12.376	13.051
10.240	15.150	12.210
10.057	15.658	13.618
9.191	13.496	14.215
8.446	14.406	14.300
7.307	17.726	12.775
7.159	17.426	11.195
7.777	18.576	9.611
7.279	26.464	9.658
9.601	36.168	12.765
11.776	41.996	18.191
12.934	46.479	20.957
13.445	47.319	18.148
14.906	42.655	10.864
17.110	40.015	3.744
18.076	38.337	2.376
18.699	38.425	5.000
18.116	43.895	6.763
18.002	48.092	6.334
21.909	48.417	6.470
24.516	44.977	7.403
22.645	31.865	6.798
22.108	17.198	8.410
23.381	5.975	12.364
22.316	7.047	15.941
20.755	10.219	16.930
20.992	11.938	15.301
22.344	13.362	11.184
22.802	11.728	9.845
21.187	8.443	15.847
20.046	4.007	21.873
20.048	1.130	26.883
18.775	2.065	29.553
19.032	2.653	29.165
19.813	5.297	26.091
20.826	7.822	20.314
21.538	11.004	14.697
19.935	15.273	12.382
18.871	17.698	12.266
18.003	16.660	12.493
17.441	14.108	12.806
15.956	13.613	14.690
12.845	12.326	16.226
13.905	10.278	13.950
12.369	9.729	12.125
9.025	8.151	10.125
8.556	7.592	7.975
7.168	7.732	7.174
5.437	7.747	5.384
4.188	7.945	4.514
3.230	7.794	5.153
2.814	7.730	7.784
2.960	5.455	9.050
3.209	3.003	10.169
3.392	1.522	10.151
4.239	1.727	10.954
5.058	2.265	11.233
3.640	2.527	9.305
4.015	5.169	10.798
5.257	4.206	12.124
6.208	1.768	13.823
6.139	3.491	13.908
4.561	4.019	11.636
7.725	5.217	9.670
9.586	6.777	5.876
7.788	6.684	4.452
7.716	5.679	4.238
9.501	5.504	3.501
10.169	6.564	2.854
8.671	6.915	2.427
7.791	7.992	0.431
5.871	10.175	1.176
6.675	11.649	1.478
7.786	12.493	3.977
9.300	14.288	4.939
10.709	15.069	4.284
12.441	13.307	7.579
14.704	12.401	11.022
14.119	12.362	11.653
14.740	12.487	12.720
16.862	14.334	16.086
18.154	15.879	18.336
18.276	19.032	19.992
21.452	23.160	21.867
24.309	30.510	22.400
25.488	32.851	20.546
28.764	31.271	21.536
28.399	31.919	22.250
26.653	32.526	22.750
27.634	34.741	25.040
32.354	33.109	26.519
33.607	30.310	27.909
32.351	30.978	28.923
38.936	33.389	30.532
44.739	36.348	31.570
44.356	40.964	29.340
46.300	42.308	29.126
43.517	39.977	28.051
43.591	36.974	27.291
50.309	31.642	32.725
57.876	28.985	35.268
60.216	27.572	34.973
68.866	22.667	37.154
73.078	16.336	38.903
68.610	7.294	38.453
69.708	8.047	36.599
74.173	22.035	34.077
83.903	29.479	28.623
94.517	31.035	23.113
95.976	32.112	18.827
81.703	30.153	16.730
88.592	32.194	14.544
104.025	40.826	16.370
99.687	51.248	18.496
92.250	61.316	15.996
93.012	66.144	7.581
102.092	63.102	6.454
103.130	57.323	13.512
91.888	52.374	14.553
90.239	46.496	24.110
99.007	41.806	22.156
100.940	41.472	6.938
95.995	46.251	19.672
94.980	49.612	29.202
97.921	48.798	40.286
98.456	51.523	48.107
97.564	53.604	57.579
96.889	50.864	51.699
96.418	47.536	49.422
95.863	48.393	52.671
94.038	49.832	41.258
97.305	49.811	34.147
96.781	51.880	31.277
90.201	55.388	31.629
93.264	57.795	30.021
95.130	55.911	23.154
92.605	51.933	20.244
94.533	47.537	17.163
93.020	40.468	14.038
92.229	31.167	12.628
90.458	23.213	12.854
87.672	21.101	14.965
85.615	26.718	13.033
80.505	33.123	13.710
81.335	37.705	14.414
79.959	45.807	13.891
75.628	52.898	16.940
72.905	50.959	17.187
70.856	52.671	17.619
70.211	56.451	19.662
64.992	51.443	19.810
66.221	45.517	19.464
69.145	39.783	17.733
65.464	34.868	15.690
65.247	38.472	14.755
66.644	35.826	13.575
65.877	27.092	10.655
65.429	23.798	10.715
63.301	20.548	12.947
62.255	19.511	11.741
63.364	17.732	12.368
61.169	15.352	15.265
61.412	15.241	14.477
60.279	15.397	16.306
52.872	14.185	19.852
52.599	13.407	23.468
55.889	14.403	27.207
53.871	14.948	28.164
50.276	17.480	28.194
50.277	18.909	28.379
53.262	18.582	31.111
52.010	18.840	34.560
52.625	20.185	34.476
54.616	22.781	34.929
53.912	25.846	35.829
55.349	27.928	33.143
57.933	29.862	32.574
54.550	33.169	35.859
51.248	31.858	39.115
51.700	27.836	38.731
52.706	26.797	35.864
51.951	26.615	34.055
49.469	27.867	32.955
47.670	28.769	34.188
45.085	29.643	34.639
49.412	30.261	35.668
52.018	31.695	38.369
46.219	32.975	36.084
40.721	33.337	31.820
40.151	32.877	28.888
46.429	32.270	26.715
50.449	31.822	29.920
48.970	30.531	28.110
47.057	30.128	22.765
44.557	29.103	20.876
45.132	31.268	20.483
47.658	30.029	20.720
48.889	25.602	19.797
45.469	24.762	19.635
40.735	22.810	18.360
43.330	19.945	16.811
45.318	18.360	16.549
41.476	17.844	14.866
37.390	18.864	14.540
35.922	21.051	14.044
36.758	21.826	14.501
35.937	21.827	15.256
32.227	21.577	14.993
31.743	21.816	17.047
29.443	21.103	18.320
25.724	21.418	18.094
25.801	20.766	19.247
24.153	18.634	19.662
22.060	20.241	20.564
20.926	21.215	21.589
18.836	22.161	20.082
19.377	23.100	18.011
20.571	23.663	18.310
20.668	23.967	19.015
20.933	24.636	18.662
19.854	27.327	18.071
18.649	29.656	19.098
19.184	30.192	19.576
18.899	28.133	17.386
17.897	27.440	17.123
17.393	24.791	18.644
16.217	21.750	19.528
17.214	19.745	19.192
16.539	18.488	17.880
15.166	17.229	16.064
14.862	15.678	14.038
14.046	16.729	14.319
13.416	15.972	14.299
14.067	16.587	13.194
13.691	19.257	11.669
12.342	18.554	11.989
12.262	15.500	13.683
10.655	14.207	12.567
10.427	13.257	11.394
10.288	11.459	12.097
8.094	11.621	11.099
7.611	11.857	8.784
8.223	11.896	6.755
7.307	11.199	6.088
6.598	11.431	3.325
6.619	12.068	2.785
6.412	11.016	2.041
5.195	11.164	1.130
6.036	11.029	2.210
5.696	11.852	3.626
4.332	12.721	6.132
4.037	11.973	7.596
3.125	13.145	9.411
1.305	14.792	12.520
1.341	15.741	15.923
2.211	18.519	17.430
2.832	21.278	17.981
4.322	25.746	16.997
4.565	36.289	16.909
3.876	43.890	15.765
3.404	54.764	14.811
3.871	77.855	24.648
4.549	100.195	39.453
5.751	118.642	51.970
6.592	141.326	67.559
6.470	160.826	82.840
5.673	179.512	98.884
4.110	195.878	119.732
2.821	213.775	145.750
2.671	231.844	181.288
4.475	251.836	223.401
4.154	262.572	257.638
4.435	265.349	299.555
5.848	273.676	319.782
6.813	275.934	320.142
5.968	290.783	336.091
5.893	321.521	327.529
8.048	334.759	321.794
8.969	341.619	338.518
10.207	349.239	336.887
12.280	351.237	330.611
11.265	365.793	349.486
11.147	380.332	344.686
11.438	393.771	335.301
11.760	399.911	348.518
13.236	355.850	359.258
13.760	339.054	362.515
16.176	361.143	353.660
18.916	347.212	357.292
20.242	332.049	353.312
22.668	323.376	339.553
22.789	295.024	325.163
22.684	275.454	314.359
21.822	272.772	306.850
22.026	252.349	291.378
21.445	231.824	268.189
18.725	212.793	244.680
18.434	190.855	223.733
18.119	170.708	208.665
18.475	150.355	187.203
19.615	135.156	165.506
17.468	117.250	145.554
15.474	99.926	122.599
14.811	86.449	90.951
13.338	69.404	77.069
15.761	55.285	76.309
15.537	44.263	58.814
12.016	30.848	47.135
11.080	15.632	32.666
10.719	2.622	21.930
11.806	8.801	18.878
12.626	17.625	20.229
11.667	25.537	21.081
11.065	30.755	24.133
11.303	31.977	28.521
10.337	31.932	31.925
8.714	33.189	37.942
7.264	34.887	40.200
