Head	LHand	RHand
30.914	81.579	22.165
31.954	85.934	17.469
31.741	79.720	13.464
30.150	78.652	11.706
27.929	83.734	17.167
27.187	81.369	21.852
24.670	70.478	24.719
22.627	61.350	27.219
21.890	57.688	25.148
21.298	59.184	22.724
20.600	60.660	21.183
19.558	58.896	17.232
21.397	55.003	14.029
23.933	53.981	12.707
30.420	56.050	10.174
36.013	52.565	7.703
40.337	48.451	7.488
47.067	46.436	5.099
53.992	43.737	6.238
62.964	43.662	8.275
69.930	44.231	8.184
73.032	39.430	7.413
72.558	35.327	4.318
72.419	30.131	2.914
72.346	24.422	2.862
71.215	20.687	6.216
69.535	18.171	10.969
66.736	14.716	15.231
65.573	13.083	18.156
66.694	13.479	21.246
67.886	16.835	23.495
62.702	22.926	26.542
55.373	22.455	27.949
49.839	20.270	28.589
48.812	16.410	32.859
46.446	11.137	35.083
46.036	8.679	36.660
47.159	5.494	38.455
46.070	7.827	35.298
43.032	11.433	33.723
41.814	13.053	32.785
45.270	15.205	30.577
45.398	16.424	30.225
43.966	14.482	34.142
44.955	11.595	34.420
47.470	8.490	31.065
47.074	9.581	34.749
45.848	12.922	34.903
43.592	12.085	29.202
42.780	10.579	23.950
42.932	10.753	21.354
43.226	9.784	18.458
42.589	9.221	16.245
42.321	8.649	18.117
44.986	7.300	19.526
43.110	6.646	19.832
40.367	5.355	20.931
40.280	1.813	22.170
42.103	2.255	23.754
43.141	5.647	24.192
42.269	11.120	25.186
42.434	16.402	27.547
42.281	26.445	30.463
41.392	38.558	37.761
39.562	51.499	53.437
37.515	61.192	64.922
37.175	73.023	66.936
33.733	95.507	72.868
29.361	114.980	71.231
26.646	139.041	77.744
24.845	165.531	95.369
22.919	181.009	107.989
18.314	202.299	108.212
15.644	220.338	100.335
15.570	225.105	101.918
14.548	226.235	96.852
10.891	220.392	86.089
9.188	212.497	79.013
10.471	191.266	67.764
9.829	166.307	68.786
8.269	118.985	93.441
9.705	55.023	136.097
11.927	28.016	185.657
15.426	88.919	240.370
19.949	168.195	295.204
27.051	241.913	344.005
33.855	320.039	397.609
39.293	392.878	450.103
49.859	466.430	512.819
67.685	550.414	563.031
82.666	622.837	598.065
98.128	684.534	635.672
119.331	749.506	663.022
136.911	802.463	687.228
156.341	846.162	709.143
180.902	871.011	720.519
195.699	880.403	721.507
211.031	891.774	702.806
229.366	875.600	695.238
240.371	886.860	694.275
252.124	919.611	673.681
265.178	919.456	654.796
267.458	908.401	636.151
268.912	891.016	613.192
282.577	891.493	587.374
289.299	868.711	562.958
288.803	811.662	539.535
294.135	774.876	513.657
299.805	739.484	487.500
296.604	689.920	459.652
298.262	650.897	436.344
305.468	591.443	415.060
304.947	530.870	387.706
299.688	503.176	358.457
291.114	470.824	330.139
286.723	424.171	300.442
278.448	376.244	270.050
273.163	339.983	241.168
272.142	303.475	216.668
255.216	259.440	195.225
239.569	219.098	174.648
229.006	185.946	150.600
206.459	156.200	124.792
187.095	117.719	105.055
171.255	86.040	87.603
156.005	67.115	75.910
143.167	44.308	68.334
131.813	26.911	57.509
120.100	18.544	52.670
127.228	21.878	52.290
122.581	31.814	56.920
95.710	49.942	61.433
92.142	60.786	61.075
89.968	59.296	60.288
81.961	67.449	61.697
82.835	78.980	66.904
85.897	72.733	69.565
76.351	65.267	63.503
67.938	70.493	59.412
66.622	73.226	64.015
61.121	66.317	65.843
54.744	71.100	62.953
51.815	79.203	62.290
51.244	68.429	62.636
47.077	56.938	60.588
40.263	64.434	57.694
35.616	69.913	56.424
34.815	59.841	51.303
33.855	55.433	47.450
33.366	61.038	46.552
35.092	65.885	47.466
37.646	57.853	49.157
39.653	45.558	45.238
42.069	38.952	43.788
49.500	34.670	45.265
57.239	35.170	46.888
60.348	41.135	55.980
60.251	50.938	65.419
56.709	58.740	68.259
51.960	69.864	61.687
53.236	103.478	61.068
54.018	129.170	67.142
53.421	154.648	67.760
52.780	187.632	77.451
48.850	180.741	92.727
47.436	204.461	99.625
55.414	263.548	115.064
60.981	313.548	143.917
66.349	358.327	172.027
63.270	415.333	212.726
59.127	494.489	259.813
64.399	565.180	313.316
60.431	634.042	369.529
61.406	711.994	427.524
69.730	784.156	490.479
76.953	853.162	547.425
83.314	923.926	607.155
91.754	1018.443	671.852
98.798	1103.507	732.505
104.647	1175.949	798.229
107.906	1267.512	878.116
114.677	1330.647	954.933
124.562	1401.136	1026.535
130.779	1492.375	1100.738
131.113	1570.492	1174.665
137.544	1623.698	1242.822
143.984	1687.054	1295.599
143.204	1699.679	1302.751
142.651	1599.799	1250.549
143.618	1462.269	1162.910
141.127	1316.960	1060.759
136.032	1149.191	966.969
134.065	958.937	873.186
131.478	788.738	776.517
122.371	623.871	674.256
105.586	465.773	567.064
99.202	329.112	457.758
95.565	215.117	357.523
82.868	123.515	275.193
71.221	45.734	196.334
63.892	10.769	130.107
65.380	35.196	85.296
59.546	57.344	60.412
49.337	76.617	45.544
45.280	98.262	42.182
41.296	103.329	46.968
38.427	97.244	52.051
34.079	107.654	53.027
30.236	102.666	56.034
25.470	92.259	57.093
18.970	99.986	59.573
15.657	98.303	56.783
13.285	88.929	46.201
13.127	92.352	43.922
13.529	94.885	46.695
12.554	86.578	43.154
11.241	85.018	37.074
11.874	88.092	37.229
12.096	85.725	37.489
11.709	79.877	36.472
13.123	76.098	37.181
15.649	74.522	40.246
17.645	65.472	41.007
18.015	61.147	39.043
18.024	60.725	34.248
18.135	58.395	30.454
18.957	53.493	30.338
20.792	40.457	29.415
20.397	32.079	27.626
20.754	24.195	25.637
19.809	17.522	27.945
19.582	13.055	29.255
20.330	6.556	29.352
20.910	5.864	28.769
19.636	9.813	30.264
16.234	12.135	29.870
13.693	14.726	23.809
12.166	18.598	20.797
12.597	21.777	17.847
13.138	25.272	14.535
13.270	29.187	9.337
13.345	29.094	5.789
14.372	28.149	4.523
15.533	26.322	3.026
14.407	25.686	2.743
15.263	23.132	2.479
17.679	19.300	2.493
19.043	17.612	3.476
21.044	13.563	4.484
25.441	14.956	7.156
30.564	27.622	7.993
34.916	25.450	6.731
38.612	18.947	7.817
40.137	20.928	7.925
41.001	21.103	7.521
34.567	20.390	9.778
26.884	19.067	11.125
24.368	19.825	10.608
21.687	20.912	9.399
17.663	18.128	7.875
12.319	18.055	9.233
9.025	17.334	11.634
10.066	12.859	12.026
16.219	9.952	13.226
23.663	9.578	14.453
32.574	10.220	14.897
39.318	12.669	14.951
43.744	13.731	13.129
45.260	13.766	12.216
46.861	16.303	12.613
44.758	17.461	13.226
41.326	17.409	13.656
41.812	18.254	15.235
41.374	19.323	18.190
42.949	18.017	18.022
40.278	15.263	14.519
34.502	15.761	14.235
31.284	16.831	14.810
26.576	17.485	14.249
24.091	16.621	16.219
22.719	17.426	16.759
20.616	18.536	15.248
20.813	17.588	14.718
19.893	15.097	15.116
15.952	15.427	14.630
12.582	17.468	10.456
10.256	15.966	9.182
7.185	13.072	9.687
4.602	13.020	8.191
3.464	13.389	7.934
4.595	8.575	14.451
3.915	7.072	27.703
4.418	22.450	53.116
5.686	46.525	83.824
6.823	74.222	116.883
9.208	121.389	163.435
10.771	170.798	218.700
12.271	230.891	275.599
13.228	303.365	315.873
15.783	371.151	347.936
18.770	433.651	390.865
20.957	491.718	437.779
25.479	540.006	485.235
30.628	581.245	517.053
36.305	621.105	534.362
41.564	647.840	558.564
43.743	680.808	575.937
42.242	695.057	576.875
40.888	710.465	578.913
44.679	715.326	586.840
52.123	700.661	588.116
55.495	698.064	590.201
55.237	674.733	565.433
53.689	634.073	531.893
50.619	590.103	523.392
49.919	546.857	492.403
48.687	500.885	447.065
44.584	446.634	402.330
39.163	393.483	357.161
34.766	335.307	310.415
28.606	272.405	262.119
23.400	208.028	221.616
21.860	141.317	174.951
19.716	75.043	105.758
18.861	5.023	56.359
21.882	65.510	27.606
26.151	124.848	29.593
32.613	183.984	79.062
41.011	243.054	135.327
44.949	297.236	183.599
48.066	356.246	235.151
57.012	423.129	288.265
65.928	471.130	336.343
67.775	529.651	392.211
65.125	600.100	444.399
63.555	657.032	492.933
66.661	716.192	526.694
70.674	779.765	554.920
67.689	833.836	560.164
65.090	846.380	561.894
62.574	839.266	562.666
59.392	798.571	541.423
57.543	731.307	521.276
57.302	669.049	494.491
53.954	592.816	465.076
49.671	507.824	435.492
45.189	417.859	409.043
40.258	347.268	386.367
36.394	289.849	360.971
31.029	236.529	340.306
29.154	181.999	312.875
26.833	131.246	272.657
26.937	95.684	231.298
28.922	63.362	190.652
28.236	37.433	152.754
30.060	23.410	121.116
27.839	30.177	87.278
23.099	44.427	60.151
22.737	54.936	43.530
24.677	54.194	31.555
31.206	44.855	24.519
35.658	35.241	19.050
32.266	29.970	15.929
31.998	24.351	14.710
31.690	16.705	15.863
28.372	15.909	14.523
25.544	16.445	8.281
24.517	19.278	7.979
21.324	25.798	9.969
18.600	31.021	12.203
15.605	26.739	11.584
11.673	19.533	13.232
13.410	20.294	29.989
24.571	32.903	62.998
45.761	50.244	113.875
82.238	73.454	173.685
96.541	109.671	235.641
111.121	184.935	290.696
136.803	220.689	327.587
164.974	222.295	355.936
192.824	269.309	375.297
215.278	309.867	389.185
241.449	346.599	397.719
262.313	368.379	398.172
272.732	367.256	395.416
284.251	365.432	387.280
294.275	361.695	381.662
290.499	371.954	378.099
290.173	378.431	384.435
290.953	370.575	396.650
282.060	355.843	409.455
269.404	336.585	422.374
259.820	317.651	427.015
248.502	292.904	415.398
227.912	309.841	402.431
206.561	295.855	403.970
198.150	237.217	397.822
190.327	214.310	402.043
165.375	200.313	425.410
160.160	180.535	451.099
160.895	184.586	484.815
147.369	210.940	507.353
139.240	226.807	509.583
131.218	223.681	503.564
119.948	206.400	486.713
109.131	192.048	466.514
99.759	184.464	424.103
93.880	184.518	369.071
90.636	185.763	301.848
83.534	178.960	249.961
82.107	177.385	242.765
86.028	175.735	297.347
86.170	159.357	372.898
87.735	143.248	420.113
93.762	127.505	459.900
83.381	116.806	483.256
75.731	118.188	488.631
73.614	134.867	478.587
60.122	139.725	460.515
50.339	149.590	434.534
50.610	157.315	396.961
55.558	151.019	347.427
61.898	139.116	292.026
72.755	132.703	238.734
73.963	130.144	183.784
75.634	110.389	145.056
94.274	88.604	137.935
98.644	77.729	181.901
89.856	89.883	266.444
89.920	80.309	366.230
92.064	51.536	462.106
91.266	39.058	547.144
87.027	29.131	616.115
93.770	20.795	664.782
91.442	17.701	687.035
83.503	19.396	690.019
81.950	23.511	678.889
75.856	32.307	650.236
65.748	39.628	592.747
57.334	46.709	531.061
50.409	48.814	460.782
34.671	46.628	390.134
18.531	51.505	335.905
22.575	55.530	318.312
37.135	51.032	339.174
57.244	46.755	384.568
76.483	45.590	448.636
90.518	46.488	501.038
98.172	51.532	536.048
112.973	52.243	565.554
118.724	51.733	585.275
113.398	49.984	596.567
120.594	44.084	596.673
116.967	41.177	590.844
107.927	36.767	581.593
108.758	32.736	565.781
101.709	32.825	540.227
86.154	35.751	511.036
80.747	37.370	480.392
71.396	38.520	438.230
54.332	36.808	381.832
44.126	32.270	321.088
40.354	29.749	260.831
35.259	24.834	213.272
23.389	18.617	186.439
12.862	11.619	192.776
11.591	5.223	219.028
16.780	11.131	260.533
22.061	21.200	319.755
29.794	33.910	384.972
45.334	45.477	455.955
57.147	49.962	532.023
65.153	56.058	602.543
73.111	67.425	668.227
78.116	72.356	729.537
76.307	83.095	780.032
78.133	96.107	822.281
82.005	97.551	859.116
73.796	95.861	875.990
65.131	100.397	864.081
63.089	102.386	832.012
61.239	94.706	780.240
53.297	87.763	735.160
43.456	85.056	668.859
36.470	84.591	581.136
28.725	33.048	506.936
22.285	21.410	419.031
14.995	56.742	335.483
14.902	51.252	277.291
24.634	42.367	271.646
32.013	32.618	314.848
41.824	20.753	396.934
54.411	10.522	454.830
62.961	4.993	501.341
71.160	9.563	561.205
79.656	18.491	591.409
81.447	25.097	611.340
83.693	31.755	620.120
90.851	36.677	625.140
89.176	39.881	628.449
78.061	40.477	623.365
76.444	41.173	608.482
77.016	45.029	583.833
66.252	51.078	548.786
57.984	56.707	502.903
54.019	55.940	447.893
44.791	11.174	385.338
32.866	8.667	328.179
23.799	48.259	272.365
15.959	45.464	222.209
13.473	41.394	185.066
20.806	37.642	162.441
27.506	33.695	164.379
31.102	30.479	189.218
35.677	29.608	224.433
43.072	26.236	269.043
50.180	23.368	323.874
53.610	24.841	383.704
60.815	24.073	439.430
67.584	27.038	494.790
75.101	35.277	543.747
84.785	38.027	584.641
86.425	34.200	616.904
86.577	33.656	637.410
87.948	36.070	642.642
89.051	38.572	634.543
88.084	38.076	612.504
76.966	36.296	578.040
67.617	37.001	553.321
62.700	38.732	505.414
60.197	39.456	430.331
52.435	40.113	369.293
36.797	36.439	306.776
25.500	30.119	239.711
15.600	25.221	194.179
5.378	21.235	158.914
8.991	22.256	144.081
20.823	19.699	153.600
31.482	16.131	157.424
47.728	15.567	178.986
64.721	16.789	212.174
77.531	19.838	234.674
86.620	20.349	266.896
102.183	24.028	306.821
114.221	34.420	348.232
119.410	47.936	388.145
129.032	54.150	424.657
125.808	52.012	455.968
123.325	51.795	476.762
122.258	64.014	496.519
117.448	76.857	503.258
115.380	79.994	501.749
110.499	78.579	494.336
111.960	80.106	475.527
103.628	79.485	452.030
95.611	76.483	423.214
96.816	77.897	389.881
88.417	75.384	359.832
82.391	64.918	328.368
81.480	56.144	299.762
73.141	57.230	264.440
67.166	59.790	223.303
74.435	50.887	192.475
71.057	39.949	171.908
55.421	33.482	164.630
46.599	30.959	154.321
36.583	27.701	145.828
30.676	25.974	141.329
27.257	26.980	140.933
23.349	23.157	145.096
19.412	24.190	157.896
16.393	23.554	177.421
14.736	16.979	196.723
16.319	16.915	217.101
20.415	18.277	231.299
25.729	18.028	247.494
31.885	18.081	264.978
36.964	15.618	274.639
41.297	14.500	278.308
45.704	17.342	274.293
47.715	20.047	263.984
51.571	20.772	258.830
55.664	20.889	255.374
58.562	19.040	237.372
60.109	15.484	223.751
60.188	12.685	214.117
62.890	12.126	194.694
62.405	9.284	174.286
60.560	6.444	154.226
61.290	7.749	132.754
62.833	6.123	106.895
64.938	6.064	88.081
60.234	6.803	74.593
52.908	4.374	61.015
57.851	2.563	58.294
63.531	3.290	66.623
60.519	5.245	77.603
56.886	5.981	83.898
58.245	7.655	88.004
68.179	7.265	86.482
66.901	5.943	84.532
59.371	7.007	86.234
59.648	9.278	79.864
59.583	11.380	68.246
58.354	11.708	56.122
55.593	12.466	48.989
50.806	12.463	44.743
44.390	14.342	35.948
42.653	16.865	28.656
41.198	17.861	21.733
36.820	16.753	15.898
30.048	15.924	13.896
23.710	13.952	10.748
19.317	12.249	11.306
17.656	13.491	11.558
18.544	12.343	13.165
19.157	9.239	17.146
16.862	8.406	19.125
17.439	8.117	19.798
18.868	9.637	20.614
19.730	8.844	23.118
20.734	9.465	21.523
22.095	10.040	17.955
22.904	10.620	15.325
25.888	12.394	10.774
31.305	13.508	2.902
35.027	15.254	12.421
39.076	17.535	22.986
41.178	19.417	36.408
43.523	22.483	55.530
47.276	30.589	69.564
50.694	35.198	88.079
53.663	34.668	109.373
53.405	33.008	124.780
50.549	34.293	142.979
48.343	36.291	157.423
47.957	33.514	167.940
49.471	30.629	180.852
50.297	30.502	187.113
50.689	29.523	188.854
50.987	27.835	190.272
50.572	33.231	182.274
51.290	33.796	175.266
49.385	31.678	167.086
46.319	31.328	151.691
48.143	27.021	134.017
51.112	23.828	107.981
50.235	20.143	77.530
51.846	16.338	46.128
54.443	12.833	25.938
54.649	10.273	47.058
56.456	10.439	80.801
58.920	9.689	113.917
59.148	4.040	147.244
58.186	2.443	176.863
55.109	3.356	194.674
56.186	5.617	215.225
61.976	7.813	240.495
62.794	8.676	263.831
62.350	11.277	287.021
64.073	13.094	311.622
69.182	13.195	328.774
77.561	15.867	340.559
77.190	17.109	345.515
78.213	17.801	341.630
89.432	18.687	321.911
96.150	18.700	296.481
96.484	19.548	277.437
99.476	21.206	248.554
101.751	19.377	217.780
105.408	18.407	192.485
104.960	21.380	163.844
101.324	22.894	147.646
112.273	22.105	138.640
117.980	18.357	141.824
109.245	16.693	148.147
103.630	12.758	151.690
99.628	9.529	165.040
97.229	8.596	179.437
95.524	5.238	183.908
87.009	3.373	191.017
80.945	4.801	200.987
79.905	7.977	199.034
74.972	9.547	199.176
64.419	12.153	191.476
56.290	13.899	179.402
49.625	14.258	163.335
43.223	14.488	142.132
38.046	12.939	125.651
32.866	11.333	105.019
28.296	10.693	80.467
24.354	11.164	67.972
21.031	13.960	65.104
18.206	14.135	62.727
17.293	13.311	74.670
16.358	12.438	94.399
17.126	11.903	113.575
22.832	11.413	126.875
26.730	9.978	137.355
23.234	9.230	145.722
19.994	10.388	147.518
20.423	10.519	149.925
18.864	11.445	148.574
19.445	15.005	146.472
20.312	15.537	136.148
20.503	16.333	121.508
20.681	18.319	112.508
21.304	17.628	100.459
23.574	16.972	81.103
28.479	17.232	59.126
40.764	19.011	45.851
64.581	24.589	35.609
95.803	29.106	34.651
131.517	37.565	46.089
176.624	53.793	55.108
221.815	72.651	61.316
263.292	111.248	72.057
305.564	146.329	78.562
341.255	168.611	82.152
372.485	202.834	95.574
400.801	233.210	106.026
426.346	265.273	111.125
448.296	290.087	122.033
463.665	319.051	126.380
476.991	342.721	128.356
495.084	342.010	134.644
494.500	352.460	132.624
481.747	379.259	130.865
473.466	402.282	135.221
470.351	401.447	135.949
464.081	409.198	129.062
430.709	416.058	122.297
409.355	410.490	110.693
405.144	410.246	87.752
386.899	412.528	85.774
367.853	394.067	90.581
349.507	363.131	78.441
331.098	346.582	67.905
304.451	343.166	57.622
286.241	322.781	43.650
279.345	278.854	26.825
275.089	248.760	14.412
259.250	225.682	12.636
239.713	195.505	21.706
232.668	175.955	34.353
221.146	169.134	45.053
211.255	168.792	54.033
204.260	165.749	61.195
197.833	170.558	67.456
188.539	167.523	76.414
186.344	153.737	74.043
183.625	137.437	60.029
172.526	108.669	50.967
171.816	80.676	44.849
168.486	53.943	30.748
160.095	33.233	16.591
160.715	16.305	17.014
147.704	8.169	27.161
139.631	14.797	33.367
134.970	24.884	39.834
126.350	35.955	41.891
124.286	46.038	39.658
120.119	54.297	39.630
114.202	58.258	39.532
108.773	63.566	39.908
113.608	70.696	38.126
113.651	69.097	34.650
106.851	69.966	31.243
106.162	81.638	28.026
105.391	93.023	26.276
102.410	97.176	30.874
98.904	94.577	35.684
96.577	94.741	37.949
100.664	99.943	44.035
95.364	112.742	52.848
88.346	136.885	62.787
90.891	164.239	56.889
91.329	163.393	59.382
87.419	143.500	68.037
84.529	128.064	66.760
86.904	114.628	76.148
86.557	102.416	85.817
83.045	89.320	90.394
81.753	82.787	99.666
83.359	68.253	108.476
81.802	55.358	105.625
77.935	60.155	108.953
84.423	67.735	104.982
95.318	75.202	95.223
109.305	80.035	93.852
122.403	83.653	84.891
131.761	87.691	75.726
148.479	87.808	66.327
162.048	83.085	58.985
173.095	83.052	51.400
179.450	85.390	49.777
182.123	75.861	40.834
185.262	64.368	6.098
187.496	54.902	10.630
188.603	53.527	10.839
181.169	56.176	14.654
179.503	55.796	15.120
172.286	50.928	14.325
182.010	41.811	11.993
183.556	31.618	11.131
160.008	23.571	18.210
154.241	19.428	23.973
149.630	21.478	26.696
143.037	26.856	32.755
135.328	32.896	39.995
126.741	37.306	42.825
122.558	41.961	42.853
129.208	48.489	46.150
125.037	54.189	54.303
113.295	59.838	63.615
114.534	58.523	72.879
114.319	47.689	75.027
108.234	36.268	70.236
103.709	27.751	62.221
102.104	18.871	56.061
97.855	14.262	57.141
93.042	16.122	55.644
89.281	21.982	53.208
84.574	29.139	51.420
80.711	32.035	47.608
75.915	26.690	42.749
72.077	19.404	38.595
72.414	18.085	33.419
68.460	15.990	27.170
62.276	14.745	24.967
59.107	15.560	24.523
58.355	16.980	22.731
56.494	19.517	22.015
53.370	22.290	22.217
53.166	26.554	23.367
48.931	33.819	24.621
41.379	39.657	25.217
36.474	40.308	25.874
33.388	39.961	24.344
31.933	41.120	23.533
30.951	43.398	21.518
28.620	44.016	17.151
28.989	41.175	16.695
31.627	37.861	16.630
32.515	33.965	18.397
33.062	32.934	19.743
33.486	34.375	19.910
33.621	32.829	22.700
36.705	31.358	24.513
41.912	26.785	22.536
47.104	21.210	21.015
55.740	16.510	19.587
58.177	13.997	16.369
58.246	13.028	16.824
62.469	11.752	14.872
65.740	11.275	13.326
72.398	14.116	13.411
72.910	16.295	10.672
68.678	17.641	8.896
67.573	18.121	7.374
68.012	16.687	5.531
68.521	15.654	4.823
62.695	12.587	3.547
55.200	10.078	4.070
50.661	6.435	3.438
43.652	3.519	2.219
36.154	4.224	2.315
31.731	5.272	1.093
26.301	6.481	1.396
21.820	5.947	1.338
20.956	6.445	2.801
23.328	7.076	4.629
30.317	5.307	4.656
35.229	4.965	3.162
36.718	6.922	3.719
38.938	5.367	3.807
45.399	5.373	4.891
51.083	5.984	6.498
50.738	6.926	6.500
51.653	8.045	7.050
48.377	8.132	10.206
41.905	7.509	11.911
43.484	7.462	13.247
59.175	8.221	15.280
58.184	8.416	16.827
43.445	8.713	16.799
39.838	9.381	15.817
37.114	9.868	15.119
39.729	11.756	13.538
39.827	12.552	13.022
39.700	11.135	12.563
41.300	10.565	12.603
57.293	11.791	12.530
62.392	13.044	14.226
49.853	13.968	15.617
53.826	16.233	16.389
62.416	20.583	17.589
70.350	23.272	17.884
79.501	23.076	17.797
89.254	25.553	16.985
100.726	27.834	17.708
113.094	26.410	20.051
120.258	24.078	22.885
127.281	23.042	24.711
140.887	25.782	26.235
156.366	28.400	27.306
166.454	29.979	25.810
177.974	35.213	30.023
195.586	39.149	55.747
204.221	39.064	54.516
216.402	43.183	34.197
227.297	46.212	33.331
227.855	44.737	31.491
233.642	46.058	30.954
243.136	49.188	28.538
246.316	47.475	24.573
243.565	46.786	24.290
243.707	46.851	22.914
244.304	44.486	23.198
243.168	42.325	24.646
237.424	40.055	25.120
232.468	41.055	30.752
229.788	44.539	34.001
226.594	42.236	34.779
223.818	36.290	36.074
214.278	32.198	33.072
210.180	30.972	30.049
216.529	29.880	30.010
205.839	26.221	28.875
196.867	22.152	27.083
188.960	15.978	25.566
181.343	10.491	23.979
182.798	9.399	21.861
169.265	13.418	17.631
159.939	19.779	15.746
159.179	24.487	14.220
148.743	26.955	13.577
143.820	28.477	12.554
142.595	30.347	9.263
135.317	31.245	8.271
128.704	32.846	6.855
124.534	34.349	9.182
118.204	34.827	11.585
111.985	33.048	16.241
107.959	32.272	20.218
104.529	33.541	24.652
97.803	32.502	29.003
89.216	29.909	29.926
93.291	28.880	29.511
92.240	29.032	30.417
88.800	29.942	30.156
89.180	29.526	26.816
86.619	25.445	24.007
88.940	22.733	21.456
87.294	19.836	17.917
93.480	18.148	12.892
104.833	20.499	8.703
101.925	20.372	7.446
109.709	17.799	6.887
120.335	12.150	7.984
121.548	8.046	10.375
130.203	5.835	11.690
138.560	7.024	18.001
145.829	13.483	20.721
151.153	19.364	23.322
159.729	23.151	31.323
169.401	23.420	39.455
168.607	21.444	43.718
166.322	21.072	45.703
180.799	19.770	51.731
179.456	19.507	57.174
163.384	22.556	59.327
158.251	25.010	63.650
161.665	26.095	69.455
159.634	24.429	70.085
152.320	22.401	79.208
149.011	21.841	75.662
151.715	20.837	59.864
147.939	21.545	56.783
144.351	22.726	52.785
141.264	19.865	47.769
137.591	15.296	40.996
137.966	11.941	38.709
134.150	9.311	38.454
135.411	7.034	37.094
128.825	5.743	34.565
128.266	6.621	32.186
129.513	8.902	27.217
126.799	10.278	22.419
126.238	11.904	19.437
127.951	15.889	15.884
124.459	20.330	13.162
120.357	24.119	11.190
116.756	28.321	11.317
117.329	29.714	12.306
112.207	26.701	12.669
102.600	22.714	12.551
103.700	18.992	12.259
102.760	15.296	12.184
97.103	13.588	11.735
97.137	13.220	13.093
100.180	11.687	13.737
94.803	8.010	10.222
88.921	8.290	7.061
88.612	10.323	4.932
82.829	13.568	1.793
72.466	16.186	4.015
67.963	19.424	7.060
64.328	22.606	9.190
60.206	23.696	11.934
54.762	25.348	14.750
51.592	26.985	17.992
52.021	28.508	20.915
49.729	31.453	19.975
49.520	35.616	20.839
51.993	38.532	23.267
53.275	38.973	21.983
54.100	36.949	21.045
52.065	37.170	19.053
52.822	41.100	16.428
56.484	41.419	13.740
62.029	40.030	10.443
66.179	39.202	8.260
67.459	37.790	5.541
74.329	36.779	7.864
84.354	37.448	10.774
90.487	38.341	12.057
91.902	37.361	12.457
100.030	35.504	13.425
108.189	32.299	14.553
107.503	25.456	14.829
112.013	20.237	14.422
113.717	16.960	15.154
112.373	14.859	18.517
112.721	13.904	19.956
107.584	13.052	19.900
102.015	11.373	20.450
107.921	9.865	17.454
109.022	9.794	12.492
93.951	11.411	13.067
90.417	14.526	15.438
85.940	18.400	20.428
79.099	28.687	29.396
77.832	35.588	34.534
73.287	34.333	38.713
64.631	34.346	39.891
54.807	32.667	40.821
57.223	30.563	41.111
56.056	24.288	39.474
46.872	14.780	38.138
39.585	8.894	34.084
32.116	10.854	26.587
26.677	19.851	16.258
24.817	30.771	10.691
26.831	43.090	17.497
28.776	50.942	24.847
29.028	51.856	31.409
30.300	48.791	33.773
31.266	44.510	34.753
32.121	44.578	38.547
32.127	44.928	41.752
31.560	46.931	41.823
32.064	52.366	39.658
32.064	53.073	42.783
30.137	49.076	48.874
28.065	45.199	50.833
25.581	47.889	48.838
23.443	51.047	50.385
22.980	52.326	60.533
21.288	52.148	66.479
20.038	51.637	62.934
17.138	53.198	60.256
15.478	53.605	60.022
16.959	49.093	59.202
16.402	43.383	54.287
15.368	37.853	50.218
12.963	34.021	49.676
9.674	34.772	51.513
8.846	36.680	52.847
9.666	38.567	46.617
14.362	42.077	38.376
20.173	48.253	32.970
25.140	50.206	26.455
28.531	47.012	20.899
32.873	49.864	18.203
39.347	51.349	16.739
48.953	45.356	14.999
62.758	38.246	8.216
66.646	29.443	7.104
64.344	24.853	21.859
72.799	21.922	30.373
79.007	20.449	35.967
76.779	18.663	34.102
79.519	16.825	32.412
80.642	15.322	32.952
71.646	12.304	30.720
63.404	11.927	30.122
62.421	19.322	28.718
60.816	22.614	28.150
53.997	23.847	26.632
45.069	26.463	22.542
38.456	25.313	19.222
32.932	25.537	16.689
27.428	26.059	13.747
23.241	24.392	9.598
21.571	24.281	6.623
21.985	23.406	4.246
29.807	20.001	4.402
40.165	17.827	4.879
45.314	18.048	5.614
47.059	14.419	7.038
55.978	9.519	8.372
68.516	8.290	9.985
78.402	8.442	11.485
81.814	9.595	13.414
81.178	11.775	16.510
85.660	13.917	20.947
98.474	15.672	23.356
102.937	18.308	23.433
97.033	19.525	24.518
111.229	19.841	24.520
109.566	22.584	23.272
101.228	21.383	22.784
120.933	21.325	21.561
111.843	22.136	20.048
99.787	18.741	18.830
113.489	19.256	18.626
104.971	19.779	18.534
92.206	17.270	16.125
93.069	15.795	14.581
91.579	14.765	16.043
84.170	11.772	16.959
75.425	7.193	16.458
72.056	5.538	16.238
66.210	5.102	16.320
60.233	4.990	16.203
48.511	5.880	17.018
33.983	4.804	16.956
27.526	5.287	14.611
22.898	6.917	11.112
19.760	6.122	7.062
21.628	4.466	4.566
28.728	3.643	1.016
35.279	3.058	2.648
44.217	0.976	3.743
55.080	3.057	4.837
64.600	6.574	7.478
79.825	10.122	10.394
85.707	12.046	12.102
78.759	11.935	14.768
82.200	12.102	17.702
92.340	10.591	19.628
99.985	8.637	21.889
88.369	8.272	25.106
89.756	9.737	26.867
98.603	10.749	26.886
77.580	10.647	26.440
60.293	10.793	26.698
60.707	10.581	27.155
58.071	10.702	26.981
51.912	10.149	26.886
43.684	8.736	26.011
35.623	6.747	25.523
