P1_pos_hand_l	P1_pos_hand_r
804.814	795.812
804.840	795.874
804.854	795.931
804.878	795.985
804.907	795.999
804.943	796.028
804.967	796.036
804.997	796.051
805.045	796.049
805.066	796.046
805.094	796.035
805.097	796.013
805.121	795.985
805.160	795.949
805.205	795.905
805.224	795.828
805.260	795.729
805.293	795.570
805.303	795.378
805.324	795.121
805.307	794.859
805.307	794.620
805.272	794.445
805.257	794.392
805.239	794.691
805.219	795.283
805.264	796.274
805.401	797.348
805.555	798.464
805.759	799.442
805.898	800.276
805.986	800.916
806.073	801.335
806.239	801.477
806.422	801.410
806.692	801.115
806.960	800.642
807.413	800.033
808.010	799.084
808.566	798.196
809.088	797.493
809.666	796.774
810.087	796.196
810.478	795.633
810.702	795.016
811.017	794.629
811.344	794.410
811.644	794.315
811.910	794.462
812.180	794.671
812.465	794.800
812.640	794.870
812.816	794.803
812.929	794.708
813.053	794.674
813.127	794.706
813.164	794.745
813.147	794.764
813.095	794.780
813.011	794.746
812.872	794.765
812.686	794.789
812.425	794.777
812.098	794.784
811.598	794.946
811.030	795.324
810.406	796.014
809.633	796.746
808.731	797.775
807.801	798.744
806.842	799.841
805.992	800.740
805.183	801.510
804.694	802.296
804.415	802.820
804.674	803.223
805.034	803.530
805.339	803.715
805.470	803.787
805.528	803.683
805.461	803.492
805.373	803.189
805.327	802.779
805.315	802.127
805.325	801.231
805.341	800.147
805.371	798.730
805.491	796.775
805.648	794.797
806.064	793.830
806.520	794.478
807.097	795.555
807.639	796.284
808.188	796.636
808.515	796.699
808.811	796.574
808.970	796.374
809.094	796.052
809.142	795.825
809.098	795.719
809.034	795.803
808.913	795.993
808.750	796.194
808.556	796.304
808.277	796.333
807.777	796.313
807.331	796.301
806.925	796.305
806.378	796.322
805.997	796.398
805.862	796.542
806.046	796.772
806.277	797.077
806.486	797.407
806.577	797.715
806.578	797.989
806.523	798.611
806.492	799.224
806.494	799.900
806.521	800.713
806.539	801.561
806.549	802.540
806.532	803.486
806.524	804.501
806.485	805.410
806.496	806.252
806.497	806.929
806.514	807.493
806.495	808.006
806.530	808.388
806.515	808.718
806.518	808.938
806.541	809.311
806.528	809.653
806.498	810.041
806.529	810.381
806.539	810.716
806.597	811.091
806.634	811.466
806.674	811.860
806.744	812.158
806.806	812.546
806.852	812.927
806.926	813.263
807.005	813.565
807.107	813.832
807.218	814.154
807.389	814.374
807.579	814.619
807.803	814.919
808.060	815.164
808.404	815.483
808.737	815.757
809.165	815.888
809.630	816.110
810.072	816.344
810.540	816.588
811.062	816.905
811.643	817.089
812.150	817.199
812.653	817.245
813.182	817.286
813.725	817.370
814.222	817.497
814.678	817.685
815.140	817.900
815.600	818.033
816.112	818.140
816.657	818.198
817.342	818.236
818.102	818.233
818.865	818.223
819.673	818.210
820.389	818.241
821.215	818.325
821.866	818.455
822.432	818.537
822.976	818.608
823.505	818.612
823.974	818.584
824.280	818.483
824.446	818.360
824.560	818.214
824.491	818.072
824.268	817.700
823.861	817.104
823.273	816.286
822.617	815.286
821.741	814.156
820.650	813.078
819.243	811.843
817.623	810.648
816.326	809.257
815.368	807.984
814.973	807.415
815.072	807.515
815.450	807.865
815.691	808.162
815.709	808.288
815.480	808.235
815.188	808.084
814.928	807.828
814.763	807.647
814.752	807.485
814.833	807.374
814.903	807.296
814.932	807.299
814.869	807.319
814.787	807.332
814.712	807.332
814.660	807.308
814.604	807.265
814.559	807.275
814.509	807.276
814.462	807.310
814.408	807.323
814.393	807.325
814.376	807.331
814.361	807.270
814.371	807.230
814.350	807.201
814.338	807.192
814.342	807.196
814.323	807.217
814.299	807.211
814.273	807.206
814.277	807.171
814.246	807.138
814.205	807.127
814.214	807.122
814.183	807.124
814.169	807.146
814.121	807.162
814.121	807.173
814.109	807.188
814.078	807.191
814.055	807.173
814.043	807.184
814.010	807.187
814.005	807.204
814.005	807.213
813.974	807.221
813.962	807.219
813.934	807.212
813.891	807.197
813.896	807.212
813.870	807.217
813.873	807.232
813.837	807.220
813.842	807.221
813.834	807.210
813.804	807.200
813.804	807.187
813.791	807.168
813.785	807.159
813.772	807.165
813.769	807.183
813.761	807.192
813.758	807.204
813.744	807.218
813.730	807.230
813.729	807.234
813.728	807.235
813.739	807.240
813.742	807.249
813.767	807.237
813.747	807.226
813.770	807.203
813.759	807.191
813.754	807.187
813.764	807.163
813.758	807.154
813.753	807.147
813.780	807.133
813.772	807.125
813.762	807.117
813.772	807.098
813.771	807.078
813.761	807.075
813.792	807.058
813.785	807.043
813.755	807.013
813.807	806.979
813.834	806.955
813.890	806.933
813.962	806.889
814.050	806.865
814.185	806.820
814.396	806.776
814.664	806.729
815.037	806.703
815.589	806.689
816.210	806.688
816.998	806.658
817.994	806.657
819.104	806.694
820.301	806.710
821.732	806.693
823.404	806.666
825.323	806.657
827.099	806.646
829.555	806.655
831.936	806.628
834.049	806.644
837.296	806.659
840.913	806.654
844.895	806.667
849.185	806.687
853.599	806.739
858.543	806.773
863.380	806.781
868.749	806.823
874.280	806.878
879.692	806.954
885.148	806.956
890.938	806.984
896.847	807.054
902.759	807.079
908.672	807.122
914.557	807.133
920.478	807.155
926.231	807.150
932.083	807.289
937.722	806.972
943.617	807.025
948.868	807.024
953.926	806.977
958.609	806.939
963.318	806.902
967.620	806.873
971.935	806.907
976.120	806.850
980.001	806.822
983.763	806.793
987.410	806.786
991.070	806.762
994.566	806.758
998.170	806.738
1001.335	806.710
1004.436	806.698
1007.617	806.669
1010.477	806.630
1013.180	806.608
1015.826	806.564
1018.482	806.544
1020.966	806.477
1023.232	806.375
1025.298	806.318
1027.407	806.286
1029.054	806.206
1030.589	806.141
1031.889	806.076
1033.001	805.997
1034.198	805.930
1035.255	805.815
1036.374	805.717
1037.389	805.651
1038.312	805.581
1039.220	805.510
1040.035	805.455
1040.846	805.381
1041.738	805.316
1042.602	805.255
1043.479	805.188
1044.064	805.126
1044.536	805.069
1044.932	805.032
1044.997	805.009
1045.059	804.971
1045.033	804.930
1045.065	804.919
1045.141	804.839
1045.416	804.798
1045.655	804.764
1045.882	804.746
1045.998	804.711
1046.035	804.719
1046.035	804.700
1045.970	804.709
1045.898	804.697
1045.818	804.669
1045.760	804.651
1045.811	804.633
1045.939	804.611
1046.148	804.592
1046.426	804.574
1046.813	804.555
1047.227	804.539
1047.664	804.511
1048.260	804.496
1048.792	804.492
1049.443	804.448
1049.959	804.441
1050.610	804.446
1051.122	804.446
1051.577	804.447
1051.921	804.441
1052.273	804.432
1052.492	804.435
1052.671	804.418
1052.948	804.420
1053.131	804.406
1053.280	804.404
1053.411	804.403
1053.467	804.378
1053.344	804.380
1053.355	804.388
1053.360	804.391
1053.348	804.385
1053.371	804.387
1053.367	804.382
1053.334	804.382
1053.302	804.386
1053.237	804.398
1053.178	804.371
1053.122	804.351
1053.070	804.351
1053.146	804.357
1053.121	804.350
1053.066	804.339
1053.016	804.336
1052.994	804.329
1052.974	804.330
1052.933	804.324
1052.947	804.332
1052.996	804.315
1053.043	804.333
1053.129	804.322
1053.292	804.331
1053.385	804.339
1053.425	804.338
1053.475	804.347
1053.499	804.357
1053.438	804.371
1053.383	804.373
1053.293	804.387
1053.203	804.396
1053.102	804.397
1053.077	804.398
1053.127	804.410
1053.174	804.413
1053.175	804.431
1053.176	804.434
1053.102	804.426
1052.984	804.425
1052.677	804.414
1052.520	804.414
1052.400	804.406
1052.287	804.397
1052.227	804.390
1052.184	804.395
1052.201	804.394
1052.241	804.385
1052.272	804.379
1052.273	804.377
1052.276	804.376
1052.244	804.382
1052.062	804.396
1052.007	804.387
1051.900	804.389
1051.778	804.389
1051.613	804.403
1051.502	804.386
1051.381	804.396
1051.444	804.400
1051.286	804.398
1051.015	804.385
1050.768	804.400
1050.580	804.420
1050.479	804.436
1050.375	804.454
1050.313	804.443
1050.283	804.471
1050.242	804.480
1050.198	804.476
1050.170	804.473
1050.125	804.498
1050.105	804.478
1050.042	804.505
1049.978	804.528
1049.922	804.538
1049.875	804.559
1049.839	804.559
1049.787	804.526
1049.767	804.551
1049.724	804.522
1049.658	804.518
1049.557	804.513
1049.428	804.506
1049.329	804.514
1049.271	804.514
1049.201	804.489
1049.150	804.489
1049.089	804.492
1049.042	804.493
1048.984	804.501
1048.891	804.498
1048.765	804.501
1048.650	804.509
1048.543	804.497
1048.509	804.512
1048.498	804.501
1048.521	804.493
1048.546	804.493
1048.585	804.493
1048.600	804.497
1048.539	804.485
1048.504	804.496
1048.609	804.499
1048.608	804.486
1048.621	804.417
1048.646	804.433
1048.541	804.435
1048.374	804.433
1048.141	804.450
1047.874	804.468
1047.639	804.480
1047.462	804.484
1047.308	804.494
1047.205	804.521
1047.140	804.496
1047.090	804.525
1047.056	804.507
1047.023	804.514
1046.887	804.513
1046.863	804.509
1046.859	804.499
1046.890	804.497
1046.938	804.498
1046.997	804.489
1047.064	804.510
1047.206	804.485
1047.374	804.492
1047.547	804.474
1047.690	804.482
1047.879	804.485
1048.108	804.492
1048.293	804.471
1048.432	804.488
1048.533	804.487
1048.683	804.496
1048.871	804.508
1048.957	804.524
1049.062	804.532
1049.183	804.546
1049.322	804.549
1049.423	804.556
1049.512	804.566
1049.577	804.576
1049.606	804.580
1049.620	804.584
1049.598	804.582
1049.562	804.586
1049.545	804.591
1049.544	804.602
1049.528	804.626
1049.540	804.642
1049.574	804.643
1049.633	804.660
1049.699	804.706
1049.774	804.696
1049.845	804.704
1049.919	804.703
1049.958	804.710
1049.971	804.720
1049.959	804.719
1049.983	804.710
1049.990	804.731
1050.021	804.743
1050.059	804.724
1050.113	804.717
1050.161	804.742
1050.205	804.722
1050.224	804.729
1050.249	804.766
1050.262	804.765
1050.300	804.772
1050.345	804.751
1050.419	804.757
1050.497	804.772
1050.576	804.773
1050.692	804.782
1050.779	804.785
1050.847	804.791
1050.845	804.795
1050.801	804.805
1050.729	804.807
1050.623	804.813
1050.558	804.821
1050.464	804.834
1050.349	804.813
1050.246	804.835
1050.143	804.815
1050.044	804.813
1049.954	804.806
1049.869	804.819
1049.783	804.808
1049.676	804.828
1049.573	804.829
1049.474	804.834
1049.386	804.820
1049.236	804.821
1049.144	804.825
1049.058	804.827
1048.985	804.847
1048.904	804.853
1048.778	804.873
1048.693	804.876
1048.603	804.874
1048.496	804.856
1048.440	804.843
1048.395	804.847
1048.335	804.880
1048.331	804.888
1048.323	804.912
1048.321	804.874
1048.318	804.873
1048.326	804.885
1048.399	804.876
1048.416	804.885
1048.466	804.890
1048.516	804.899
1048.558	804.892
1048.594	804.869
1048.604	804.878
1048.610	804.858
1048.620	804.866
1048.618	804.880
1048.581	804.886
1048.552	804.908
1048.498	804.938
1048.436	804.936
1048.326	804.923
1048.240	804.915
1048.143	804.899
1048.038	804.898
1047.949	804.880
1047.853	804.884
1047.814	804.855
1047.795	804.842
1047.789	804.865
1047.768	804.886
1047.818	804.886
1047.930	804.921
1048.089	804.955
1048.263	804.997
1048.513	804.998
1048.768	805.016
1049.062	805.028
1049.309	805.018
1049.491	805.034
1049.670	805.025
1049.772	805.060
1049.855	805.077
1049.911	805.088
1049.947	805.109
1049.972	805.141
1049.965	805.182
1049.961	805.221
1049.937	805.253
1049.917	805.278
1049.861	805.302
1049.755	805.331
1049.637	805.357
1049.477	805.385
1049.259	805.414
1049.030	805.453
1048.776	805.483
1048.538	805.538
1048.335	805.634
1048.164	805.769
1048.029	805.927
1047.868	806.160
1047.571	806.440
1047.248	806.745
1046.885	807.149
1046.368	807.705
1045.814	808.601
1044.922	809.938
1043.758	811.927
1042.344	814.596
1040.492	817.960
1038.213	821.984
1035.253	826.992
1031.783	832.893
1028.063	839.615
1023.969	846.827
1019.704	855.158
1015.290	863.676
1010.569	872.539
1006.069	881.630
1001.660	890.447
997.707	899.503
993.834	908.274
990.320	916.683
986.722	924.616
983.462	932.058
980.480	938.966
977.421	945.233
974.423	950.754
972.012	955.408
969.912	959.404
968.233	962.845
966.765	965.687
965.860	968.017
965.170	969.872
964.994	971.354
965.244	972.277
965.791	972.784
967.240	972.942
969.182	972.932
971.111	972.643
973.315	972.076
975.530	971.422
977.842	970.673
980.039	969.916
982.242	969.356
984.355	968.940
986.373	968.803
988.265	968.891
990.082	969.326
991.933	969.932
993.494	970.607
994.960	971.338
996.325	972.058
997.624	972.806
998.547	973.466
999.448	974.214
1000.123	974.965
1000.701	975.757
1001.155	976.501
1001.297	977.234
1001.347	977.971
1001.394	978.646
1001.366	979.097
1001.163	979.494
1000.860	979.708
1000.578	979.809
1000.350	979.832
1000.061	979.789
999.764	979.688
999.430	979.586
999.045	979.491
998.677	979.333
998.330	979.187
998.034	979.025
997.735	978.891
997.493	978.756
997.216	978.669
996.937	978.596
996.666	978.558
996.391	978.509
996.116	978.530
995.804	978.554
995.584	978.603
995.382	978.663
995.227	978.698
995.102	978.776
994.967	978.817
994.844	978.887
994.674	978.927
994.539	978.915
994.431	978.929
994.348	978.875
994.269	978.807
994.186	978.676
994.127	978.555
994.053	978.416
993.978	978.288
993.880	978.139
993.794	977.992
993.716	977.836
993.613	977.720
993.548	977.489
993.545	977.320
993.538	977.102
993.572	976.913
993.655	976.736
993.759	976.549
993.863	976.378
994.010	976.233
994.130	976.093
994.253	975.902
994.327	975.720
994.363	975.519
994.441	975.239
994.515	974.998
994.576	974.785
994.658	974.644
994.720	974.496
994.801	974.446
994.877	974.387
994.942	974.310
995.004	974.218
995.063	974.156
995.091	974.081
995.095	974.022
995.086	973.925
995.036	973.834
994.994	973.697
994.898	973.553
994.733	973.359
994.488	973.110
994.190	972.742
993.841	972.369
993.377	971.952
992.792	971.495
992.156	971.313
991.264	970.781
990.414	970.139
989.538	969.503
988.427	968.931
987.361	968.423
986.297	967.846
985.192	967.266
984.103	966.811
983.016	966.463
982.190	966.433
981.436	966.603
981.168	967.094
981.158	967.929
981.467	969.097
982.327	970.614
983.670	972.367
985.332	974.528
987.474	976.920
990.123	979.644
992.981	982.783
996.278	985.943
999.734	989.261
1003.449	992.627
1007.479	996.070
1011.637	999.411
1015.834	1002.859
1020.108	1006.177
1024.291	1009.383
1028.488	1012.138
1032.243	1015.029
1036.122	1017.826
1039.877	1020.394
1043.454	1022.817
1046.785	1025.058
1049.915	1027.185
1053.177	1029.136
1055.989	1030.917
1058.360	1032.555
1060.674	1034.025
1062.661	1035.399
1064.332	1036.618
1065.857	1037.726
1067.225	1038.684
1068.086	1039.584
1068.941	1040.363
1069.854	1041.056
1070.455	1041.572
1071.042	1042.037
1071.739	1042.446
1072.301	1042.769
1072.792	1042.975
1073.197	1043.140
1073.649	1043.284
1073.894	1043.382
1074.038	1043.414
1074.097	1043.414
1074.105	1043.344
1074.040	1043.308
1073.974	1043.199
1073.870	1043.060
1073.749	1042.873
1073.598	1042.630
1073.355	1042.430
1073.166	1042.229
1072.999	1042.028
1072.731	1041.790
1072.560	1041.596
1072.386	1041.396
1072.052	1041.246
1071.818	1041.044
1071.617	1040.837
1071.466	1040.665
1071.198	1040.433
1070.952	1040.211
1070.756	1040.076
1070.607	1039.933
1070.399	1039.729
1070.235	1039.518
1070.108	1039.341
1070.021	1039.160
1069.944	1038.956
1069.793	1038.729
1069.692	1038.494
1069.603	1038.287
1069.495	1038.046
1069.373	1037.847
1069.217	1037.618
1069.056	1037.360
1068.887	1037.026
1068.732	1036.716
1068.418	1036.449
1067.961	1036.082
1067.479	1035.744
1066.864	1035.425
1066.208	1035.049
1065.859	1034.599
1065.069	1034.215
1064.137	1033.667
1063.037	1033.001
1061.741	1032.279
1060.138	1031.284
1058.216	1030.184
1055.897	1028.897
1053.237	1027.393
1050.048	1025.672
1046.530	1023.694
1042.622	1021.619
1038.287	1019.232
1033.065	1016.460
1027.501	1013.450
1021.065	1010.001
1013.874	1005.905
1006.346	1001.351
998.077	996.351
988.890	990.651
979.000	984.314
968.167	977.422
956.608	969.724
944.450	962.247
932.471	954.633
921.726	947.289
911.963	940.378
903.493	933.874
896.425	927.826
890.369	922.177
885.761	917.317
882.182	913.197
879.876	909.920
878.269	907.252
877.583	905.403
877.398	904.067
877.523	903.360
877.908	902.960
878.450	902.796
879.182	902.836
880.085	903.050
880.896	903.399
881.571	903.762
882.446	904.155
883.073	904.604
883.835	905.066
884.668	905.605
885.453	905.989
886.130	906.316
886.994	906.622
887.797	906.947
888.546	907.186
889.320	907.357
890.129	907.490
890.839	907.597
891.484	907.684
892.129	907.781
892.737	907.894
893.209	908.028
893.782	908.145
894.253	908.242
894.761	908.347
895.141	908.479
895.449	908.646
895.707	908.792
895.856	908.961
895.982	909.180
896.070	909.385
896.075	909.620
895.971	909.813
895.889	910.044
895.765	910.209
895.658	910.336
895.491	910.417
895.336	910.462
895.106	910.500
894.891	910.530
894.654	910.527
894.427	910.539
894.214	910.571
893.996	910.585
893.806	910.607
893.665	910.614
893.545	910.595
893.476	910.558
893.400	910.496
893.657	910.443
893.628	910.387
893.585	910.328
893.543	910.267
893.531	910.218
893.499	910.123
893.445	910.054
893.340	909.999
893.239	909.945
893.129	909.890
892.976	909.812
892.858	909.727
892.787	909.660
892.749	909.568
892.753	909.500
892.799	909.429
892.859	909.359
892.909	909.353
892.941	909.343
892.952	909.346
892.943	909.350
892.941	909.371
892.968	909.430
892.922	909.509
892.905	909.567
892.850	909.617
892.802	909.671
892.714	909.742
892.645	909.811
892.549	909.913
892.446	909.980
892.335	910.076
892.259	910.128
892.186	910.200
892.115	910.248
892.011	910.265
891.945	910.290
891.870	910.309
891.745	910.334
891.631	910.415
891.576	910.553
891.629	910.839
891.903	911.408
892.368	912.213
893.168	913.272
894.504	914.874
896.126	916.808
898.529	919.166
901.358	921.709
904.556	924.532
908.453	927.593
912.720	931.062
917.439	934.690
922.289	938.442
927.425	942.100
932.610	945.918
938.054	949.571
943.350	953.206
948.994	956.783
954.181	960.511
959.242	964.003
964.213	967.665
968.747	971.072
972.867	974.205
976.464	977.172
979.813	979.853
982.696	982.200
985.215	984.281
987.256	986.058
988.908	987.623
990.182	988.826
991.017	989.795
991.558	990.558
991.768	990.826
991.575	991.062
990.960	991.015
990.039	990.712
988.719	990.173
987.186	989.279
985.269	988.221
982.886	986.748
980.220	985.098
977.305	983.136
973.830	980.855
970.164	978.265
965.960	975.435
961.355	972.373
956.310	969.144
950.849	965.643
945.557	962.358
939.924	959.117
934.901	955.949
930.280	952.909
926.037	950.058
922.345	947.348
919.295	944.775
916.798	942.275
914.752	939.935
913.044	937.733
911.714	935.668
910.797	933.824
910.125	932.210
909.789	930.886
909.734	929.852
909.858	929.166
910.052	928.618
910.389	928.341
910.851	928.237
911.380	928.224
911.787	928.268
912.113	928.338
912.366	928.360
912.575	928.433
912.653	928.482
912.644	928.552
912.598	928.581
912.517	928.599
912.382	928.597
912.222	928.549
911.989	928.470
911.846	928.406
911.786	928.421
911.737	928.577
911.524	929.041
911.309	929.919
911.167	931.256
911.140	932.903
910.753	934.828
910.663	936.924
910.341	939.171
909.739	941.448
908.915	943.851
907.765	946.135
906.633	948.403
905.625	950.518
904.545	952.370
903.351	954.225
901.819	955.910
900.278	957.610
898.660	959.542
897.317	961.458
895.897	963.518
894.795	965.642
893.807	967.442
892.808	969.073
891.946	970.650
891.040	971.594
889.996	972.212
888.952	972.652
887.910	972.789
886.406	973.189
884.766	972.926
882.751	972.441
881.130	972.091
879.446	971.434
877.908	970.780
876.335	969.920
874.845	969.692
873.200	969.984
871.849	971.246
870.376	972.601
869.080	975.039
867.880	977.705
866.970	980.579
866.302	983.540
865.703	986.500
865.110	989.256
864.421	991.619
863.798	993.760
863.116	995.325
862.664	996.394
862.162	996.888
861.676	996.993
860.909	996.784
860.303	996.259
859.625	995.485
859.134	994.441
858.583	993.305
857.911	991.835
857.420	990.219
857.041	988.551
856.680	986.729
856.461	984.802
856.298	982.897
856.285	980.970
856.345	979.204
856.496	977.719
856.786	976.462
857.126	975.789
857.582	975.339
858.000	975.813
858.455	976.677
858.982	978.023
859.492	979.813
859.959	981.979
860.419	984.445
860.861	987.234
861.327	989.983
861.843	992.616
862.309	995.190
862.802	997.635
863.223	999.841
863.557	1001.835
863.818	1003.590
863.990	1005.048
864.089	1006.220
864.173	1007.041
864.308	1007.623
864.425	1007.971
864.638	1008.108
864.783	1008.010
864.917	1007.794
865.005	1007.301
865.093	1006.681
865.161	1005.859
865.201	1004.744
865.250	1003.471
865.298	1002.063
865.381	1000.498
865.464	998.866
865.454	996.993
865.426	995.083
865.402	992.861
865.442	990.665
865.466	988.126
865.381	985.600
865.248	982.912
865.108	980.139
865.036	977.417
864.940	974.843
864.774	972.506
864.660	970.604
864.551	968.890
864.400	967.711
864.215	966.906
863.976	966.602
863.871	966.718
863.721	967.456
863.526	968.744
863.359	970.631
863.274	972.893
863.214	975.301
863.195	977.908
863.245	980.713
863.256	983.354
863.297	985.808
863.409	988.098
863.503	990.223
863.663	992.262
863.804	994.107
863.897	995.783
863.948	997.234
864.004	998.445
864.189	999.414
864.269	1000.281
864.369	1001.104
864.489	1001.736
864.529	1002.063
864.617	1002.078
864.681	1001.843
864.709	1001.360
864.790	1000.669
864.880	999.679
864.943	998.559
865.038	997.162
865.166	995.709
865.352	993.975
865.540	992.142
865.729	990.231
865.984	988.230
866.318	986.147
866.611	983.949
866.871	981.738
867.187	979.536
867.485	977.372
867.810	975.376
868.097	973.586
868.380	972.077
868.659	970.817
868.980	969.960
869.230	969.492
869.513	969.433
869.720	969.729
869.928	970.314
870.118	971.120
870.299	972.075
870.535	973.303
870.680	974.478
870.844	975.547
870.966	976.667
871.132	977.495
871.280	978.451
871.412	979.297
871.584	980.063
871.919	980.836
872.340	981.727
872.739	982.585
873.041	983.498
873.302	984.410
873.696	985.282
874.256	986.166
874.776	987.015
875.290	987.762
875.805	988.468
876.292	988.929
876.766	989.246
877.290	989.400
877.752	989.424
878.159	989.322
878.511	988.975
878.984	988.617
879.434	988.219
879.766	987.675
880.022	986.985
880.227	986.208
880.447	985.345
880.643	984.458
880.910	983.459
881.138	982.481
881.324	981.517
881.580	980.424
881.733	979.376
881.829	978.342
881.969	977.319
882.020	976.292
882.078	975.258
882.124	974.241
882.121	973.264
882.066	972.317
882.020	971.396
882.006	970.530
881.944	969.725
881.925	968.974
881.865	968.374
881.839	967.744
881.779	967.236
881.725	966.826
881.695	966.532
881.684	966.286
881.729	966.215
881.720	966.218
881.701	966.358
881.723	966.617
881.714	966.960
881.689	967.415
881.649	967.964
881.606	968.606
881.579	969.283
881.509	969.980
881.485	970.619
881.417	971.252
881.373	971.854
881.268	972.372
881.186	972.804
881.073	973.129
880.986	973.396
880.880	973.605
880.763	973.731
880.632	973.821
880.506	973.846
880.384	973.844
880.273	973.805
880.182	973.782
880.107	973.730
880.029	973.699
879.972	973.618
879.971	973.553
879.979	973.478
880.022	973.402
880.054	973.333
880.123	973.267
880.198	973.217
880.273	973.164
880.366	973.129
880.469	973.111
880.593	973.129
880.732	973.178
880.875	973.241
881.034	973.361
881.250	973.519
881.545	973.693
881.852	973.951
882.165	974.234
882.456	974.557
882.772	974.980
883.037	975.420
883.295	975.979
883.487	976.555
883.716	977.208
883.895	977.860
884.091	978.494
884.377	979.102
884.593	979.647
884.793	980.168
884.923	980.570
885.000	980.912
885.023	981.197
885.086	981.414
885.109	981.562
885.135	981.573
885.157	981.443
885.149	981.120
885.150	980.639
885.162	979.998
885.162	979.257
885.173	978.413
885.227	977.483
885.267	976.579
885.319	975.607
885.424	974.639
885.513	973.667
885.577	972.753
885.676	971.870
885.770	971.067
885.856	970.408
885.937	969.866
886.052	969.494
886.143	969.251
886.238	969.316
886.281	969.538
886.329	970.000
886.369	970.631
886.409	971.515
886.439	972.473
886.456	973.535
886.471	974.585
886.489	975.562
886.504	976.610
886.532	977.530
886.552	978.351
886.591	979.015
886.633	979.680
886.688	980.154
886.697	980.618
886.744	981.011
886.788	981.444
886.791	981.757
886.784	982.034
886.789	982.341
886.736	982.477
886.688	982.531
886.583	982.477
886.468	982.346
886.354	982.039
886.229	981.621
886.118	981.102
886.011	980.479
885.907	979.824
885.844	979.138
885.781	978.494
885.704	977.909
885.665	977.384
885.597	976.851
885.569	976.371
885.557	976.023
885.539	975.781
885.546	975.625
885.543	975.640
885.594	975.715
885.670	975.899
885.819	976.085
886.082	976.335
886.349	976.549
886.775	976.845
887.348	977.093
888.104	977.279
889.378	977.528
890.843	977.733
892.542	977.874
894.585	978.063
896.791	978.167
899.373	978.253
902.088	978.369
905.085	978.683
908.095	979.018
911.133	979.456
914.271	979.906
917.591	980.334
920.956	980.918
924.196	981.402
927.646	981.964
930.836	982.533
933.818	983.059
936.847	983.271
939.724	983.727
942.218	984.091
944.511	984.404
946.685	984.607
949.174	984.804
951.057	984.974
952.478	985.072
953.813	985.148
954.817	985.126
955.631	985.013
956.276	984.818
956.914	984.595
957.442	984.279
958.066	983.984
958.605	983.674
958.881	983.594
959.135	983.336
959.165	983.139
959.122	983.029
959.033	983.023
958.890	983.122
958.773	983.235
958.743	983.444
958.779	983.693
958.914	983.978
959.127	984.312
959.416	984.617
959.758	984.899
960.164	985.190
960.448	985.415
960.738	985.590
961.107	985.716
961.495	985.849
961.911	985.961
962.300	986.046
962.768	986.153
963.352	986.292
963.875	986.409
964.405	986.521
964.806	986.637
965.285	986.656
965.966	986.617
966.680	986.525
967.204	986.380
967.603	986.267
967.949	986.147
968.275	986.045
968.613	986.014
968.964	986.061
969.361	986.204
969.717	986.331
970.105	986.510
970.537	986.706
971.038	986.885
971.639	987.097
972.209	987.332
972.816	987.552
973.415	987.709
974.017	987.845
974.513	987.937
975.065	987.963
975.582	987.899
975.974	987.925
976.313	987.906
976.556	987.858
976.839	987.827
977.205	987.791
977.566	987.795
977.862	987.781
978.117	987.761
978.277	987.740
978.375	987.700
978.370	987.627
978.329	987.589
978.276	987.472
978.204	987.349
978.064	987.199
977.921	987.001
977.761	986.768
977.615	986.531
977.479	986.291
977.326	985.992
977.168	985.807
976.976	985.713
976.864	985.649
976.783	985.578
976.729	985.505
976.740	985.450
976.765	985.380
976.787	985.226
976.844	985.013
976.896	984.845
976.993	984.695
977.115	984.569
977.228	984.450
977.325	984.344
977.429	984.229
977.558	984.163
977.701	984.098
977.889	984.053
978.109	984.042
978.349	984.098
978.595	984.149
978.839	984.238
979.078	984.310
979.323	984.369
979.623	984.407
979.936	984.421
980.239	984.421
980.500	984.406
980.696	984.360
980.831	984.308
980.904	984.252
980.974	984.215
981.056	984.150
981.110	984.129
981.162	984.094
981.178	984.080
981.219	984.054
981.239	984.028
981.287	984.037
981.330	984.005
981.394	984.017
981.455	984.017
981.547	984.037
981.615	984.057
981.658	984.075
981.697	984.098
981.719	984.100
981.732	984.116
981.747	984.111
981.743	984.108
981.774	984.110
981.812	984.098
981.864	984.113
981.884	984.093
981.906	984.069
981.938	984.052
981.933	984.029
981.915	984.016
981.911	984.006
981.886	984.014
981.863	984.016
981.848	984.006
981.834	984.012
981.833	984.057
981.838	984.115
981.828	984.171
981.835	984.235
981.820	984.325
981.798	984.428
981.753	984.532
981.683	984.635
981.596	984.740
981.487	984.819
981.388	984.903
981.304	984.972
981.203	985.030
981.107	985.092
980.994	985.140
980.880	985.179
980.739	985.202
980.568	985.251
980.416	985.279
980.257	985.325
980.075	985.372
979.913	985.434
979.750	985.482
979.596	985.550
979.432	985.624
979.229	985.762
979.017	985.891
978.795	986.018
978.518	986.263
978.243	986.841
977.963	987.059
977.638	987.260
977.318	987.444
977.036	987.611
976.733	987.789
976.401	987.951
976.098	988.101
975.777	988.249
975.481	988.377
975.193	988.505
974.910	988.673
974.639	988.805
974.334	988.968
974.014	989.126
973.782	989.287
973.584	989.464
973.415	989.603
973.259	989.733
973.129	989.865
973.049	989.981
972.962	990.077
972.931	990.130
972.958	990.166
973.016	990.206
973.126	990.216
973.263	990.195
973.428	990.156
973.613	990.145
