Head	RHand	LHand
7.325	104.403	15.765
16.255	91.236	10.903
21.458	87.385	4.872
22.762	85.433	6.051
26.249	89.041	6.841
30.031	97.036	11.983
32.601	97.360	27.422
30.916	97.890	27.931
29.961	99.483	18.151
30.281	103.084	16.095
28.365	100.901	16.678
22.881	82.176	21.156
19.588	63.006	24.779
16.990	52.665	29.792
12.433	65.901	38.214
9.625	86.193	40.324
7.547	91.851	39.491
3.982	93.467	46.822
1.609	92.850	46.895
4.564	86.889	37.444
9.289	77.634	30.590
13.660	66.831	23.476
17.912	65.077	14.173
22.159	69.576	9.563
27.291	64.537	11.813
32.478	53.025	14.102
34.272	42.043	15.413
37.660	32.518	15.251
43.553	24.522	15.129
45.601	22.780	16.611
44.549	22.398	17.856
43.186	18.315	20.656
40.557	16.898	23.227
35.738	12.315	21.825
34.361	7.472	22.008
33.745	6.532	22.343
33.528	8.212	19.230
32.989	11.459	15.843
31.960	15.097	13.292
34.275	18.170	11.216
34.662	16.125	8.442
35.853	11.809	9.668
41.113	9.422	13.440
41.642	7.335	17.062
39.984	9.073	17.640
41.445	13.470	16.803
41.730	11.767	14.550
41.788	7.293	11.928
44.463	7.854	8.760
47.994	8.205	4.761
45.252	12.612	4.640
49.807	18.223	9.294
53.625	23.695	14.347
49.453	27.390	18.157
46.158	29.634	23.332
44.265	32.892	29.266
44.894	32.636	34.512
49.733	30.774	35.102
56.815	28.416	36.618
66.417	23.520	40.496
84.079	19.471	38.188
93.773	20.293	26.927
100.809	27.067	9.887
110.876	35.036	24.965
116.596	41.021	61.430
124.456	46.571	95.412
128.616	47.878	137.747
131.950	47.199	174.650
131.295	49.984	205.670
126.974	52.461	240.202
128.479	55.255	264.328
125.952	54.958	275.097
122.250	47.611	281.706
114.937	35.865	307.041
101.237	29.009	383.404
88.719	26.772	473.607
76.542	22.762	526.203
64.555	19.936	609.523
54.326	13.296	712.668
43.761	41.832	797.607
39.686	61.932	885.389
40.246	80.974	983.403
44.958	52.482	1077.243
54.494	45.031	1137.901
66.187	91.733	1177.699
81.782	36.934	1160.948
108.152	17.909	1102.805
125.007	18.041	1049.073
143.924	22.897	980.376
162.003	20.003	893.600
172.595	18.930	813.417
175.989	22.439	736.207
169.732	24.748	653.520
164.872	25.136	593.799
152.861	25.401	558.359
138.408	24.706	517.002
122.148	19.749	516.242
99.071	14.289	544.858
77.593	10.320	586.868
58.422	6.212	638.626
47.305	7.449	700.027
37.319	10.533	740.645
38.382	15.358	777.072
37.199	19.278	795.586
25.840	16.180	782.763
25.662	28.965	750.174
24.539	33.692	668.171
24.790	37.062	579.248
27.714	47.477	511.144
32.665	20.422	459.996
34.379	18.770	403.413
33.938	14.046	354.755
36.237	13.914	320.004
43.743	15.209	265.565
49.922	13.363	216.571
54.121	13.011	168.861
55.607	15.311	140.799
54.478	16.240	115.915
53.843	16.182	95.957
52.984	14.647	93.963
53.583	12.744	103.055
48.040	11.480	121.562
42.433	10.170	140.445
44.712	7.402	152.766
46.382	7.259	157.104
49.146	10.294	166.276
51.529	13.582	173.617
53.053	16.065	164.657
54.694	18.070	158.787
56.108	15.940	152.057
60.610	13.943	157.553
63.029	16.164	122.464
68.897	16.733	128.341
75.900	16.756	148.289
70.023	15.188	122.352
67.600	11.327	147.245
72.190	9.992	192.678
80.999	9.188	210.788
84.945	9.303	229.568
90.783	10.187	245.538
90.352	13.698	253.407
83.505	15.808	265.307
88.055	22.631	293.440
87.436	57.887	333.497
92.461	34.924	379.691
89.739	17.023	430.319
72.179	21.316	428.511
67.427	41.164	474.168
68.973	52.931	579.492
71.597	31.860	633.598
71.880	49.155	680.828
73.837	63.675	726.845
82.306	48.919	776.253
88.336	32.525	834.060
93.335	77.802	892.492
101.372	47.420	948.042
104.664	37.433	1009.239
102.873	11.735	1069.424
101.926	41.623	1113.423
99.441	111.018	1126.600
97.693	119.432	957.938
84.166	62.702	543.353
73.250	52.268	620.978
69.017	61.362	614.623
59.397	65.677	286.629
53.713	92.690	177.793
49.629	81.590	291.224
44.761	39.822	335.598
41.737	55.535	264.474
40.474	72.076	300.709
39.074	77.364	288.341
43.285	88.574	223.657
38.612	81.537	236.237
31.534	54.425	309.227
25.712	35.489	319.633
21.936	28.026	243.425
19.384	36.401	157.216
18.250	38.966	89.474
19.890	40.353	30.974
21.784	44.778	66.803
24.412	39.981	97.248
29.520	31.517	120.363
50.429	27.794	131.577
50.087	26.051	119.825
32.261	24.642	107.143
32.410	25.497	93.206
29.380	18.733	80.247
28.424	7.904	64.249
28.704	12.605	43.703
25.963	19.763	23.656
29.068	24.617	10.520
33.349	24.858	20.573
35.342	27.518	32.043
39.226	25.654	41.855
42.747	21.120	45.400
42.450	16.280	44.994
39.057	15.184	42.312
33.273	11.543	39.129
26.589	3.266	32.203
20.192	2.333	21.430
28.526	7.334	11.745
31.420	12.193	6.313
14.834	11.748	5.077
17.513	9.581	6.937
18.010	7.809	7.256
20.283	6.480	5.813
23.234	4.482	2.506
23.530	6.546	1.601
23.065	7.753	3.108
21.655	8.987	5.088
17.834	9.455	7.106
15.405	8.033	8.107
12.008	7.689	6.961
7.522	8.659	6.949
4.903	9.894	6.989
4.778	8.493	6.492
7.276	7.076	6.808
9.696	5.395	6.434
12.443	3.058	10.175
15.851	3.267	12.062
17.566	2.914	13.078
18.638	3.111	19.665
19.694	2.482	28.351
20.410	0.500	38.255
19.739	1.335	46.554
17.941	3.240	52.396
18.196	2.583	52.474
18.300	2.220	51.255
19.456	3.186	47.363
21.570	4.289	41.159
21.392	4.789	34.507
23.081	5.504	25.244
23.891	8.914	16.381
22.867	7.866	10.164
24.078	8.238	5.576
22.195	8.027	3.477
20.382	5.472	6.752
19.142	4.254	8.118
18.080	4.552	10.124
17.737	3.862	12.606
16.471	7.040	14.033
17.389	8.257	14.231
16.016	5.889	14.376
13.875	6.641	16.361
12.736	4.295	15.458
12.191	3.748	15.769
13.366	5.151	17.248
13.445	1.506	17.638
15.969	1.788	20.428
18.423	3.199	20.685
19.447	7.215	20.340
20.635	6.663	23.524
20.592	3.277	25.634
20.287	1.035	26.967
19.400	3.590	26.068
18.525	3.690	22.751
16.795	4.153	19.457
14.184	4.354	17.479
10.089	3.762	14.356
7.734	3.410	10.848
6.487	2.169	6.733
4.156	1.551	3.344
3.466	0.674	4.534
4.085	1.955	9.507
6.108	2.050	11.806
7.221	2.712	13.784
9.132	2.846	15.747
12.304	2.980	14.433
13.450	5.725	14.644
16.372	10.074	13.882
20.287	13.873	10.645
24.860	14.500	8.994
29.517	15.544	6.135
31.592	14.673	4.712
30.837	10.527	2.619
28.696	6.195	2.862
27.806	3.732	1.866
29.183	1.266	2.935
27.530	1.055	3.000
24.288	1.265	3.425
22.555	2.071	2.475
17.163	1.711	3.012
12.795	2.992	4.091
10.364	4.247	5.733
7.033	3.242	5.234
6.461	3.484	4.689
7.096	5.328	6.290
9.346	9.127	5.747
8.786	11.884	2.621
9.164	10.927	2.454
9.789	10.961	3.496
10.864	14.081	5.013
9.208	9.720	4.299
7.641	5.973	1.431
7.000	4.610	1.798
3.616	7.069	1.952
1.143	8.244	3.910
2.320	8.970	4.528
3.673	10.267	4.576
3.638	11.211	3.967
3.663	9.222	2.677
5.077	9.295	3.971
5.232	7.042	6.137
4.083	4.060	4.229
3.270	1.008	3.414
1.814	2.191	3.347
1.237	2.691	0.924
1.674	2.260	1.315
1.705	6.646	2.399
2.600	5.924	2.128
3.464	1.994	0.849
2.680	1.849	2.571
4.153	3.393	4.776
5.331	1.116	5.302
4.883	3.767	4.980
5.129	3.650	6.671
5.115	0.460	4.674
4.641	1.909	2.940
5.171	3.716	3.945
4.981	5.505	3.639
4.582	2.677	3.504
3.778	4.477	1.771
2.810	2.969	2.178
1.292	2.464	1.507
3.062	1.746	1.222
3.227	2.839	2.985
6.735	0.161	2.776
8.021	1.117	3.581
7.207	2.302	3.159
8.177	1.369	2.664
9.784	2.778	3.343
10.114	2.891	3.327
9.356	2.231	3.180
9.425	4.288	3.308
8.791	5.682	3.966
9.403	2.551	4.577
9.948	2.312	2.593
8.780	3.130	1.182
7.000	6.123	0.871
5.239	5.026	1.797
6.379	2.685	2.797
6.961	1.389	4.925
6.682	1.460	2.980
7.118	1.037	1.149
8.801	1.023	1.729
10.850	0.474	2.722
11.618	1.387	3.619
11.506	2.089	4.158
12.507	1.594	3.186
14.407	2.882	3.859
16.886	3.034	3.455
17.688	2.307	2.483
14.017	0.786	3.218
12.851	1.954	1.897
13.096	5.230	1.455
11.791	1.919	0.836
11.930	1.672	0.482
11.628	0.932	2.254
12.728	3.956	3.540
13.048	1.732	2.740
12.862	1.634	2.522
14.255	1.981	3.461
15.528	0.233	1.375
17.480	1.642	1.691
19.153	1.801	2.016
19.660	1.856	1.396
17.763	1.826	1.590
15.448	1.482	2.429
13.560	0.761	3.020
10.037	0.386	2.025
8.480	1.575	1.977
8.437	0.970	2.212
8.227	0.993	1.763
8.873	0.914	1.872
9.432	1.333	2.711
8.794	4.001	3.448
6.619	1.155	1.620
5.064	0.905	0.670
4.991	3.599	0.693
6.709	1.271	0.261
8.058	1.922	0.681
8.567	2.400	1.389
8.620	1.822	1.659
8.880	2.603	1.574
8.148	1.695	1.624
9.895	5.696	2.237
11.837	4.869	2.245
12.450	2.505	1.828
12.012	2.550	1.405
9.996	1.951	1.684
6.864	1.760	2.131
6.101	1.489	3.116
4.761	6.335	1.812
1.891	6.624	1.681
1.284	2.454	2.144
2.229	0.692	2.428
5.021	1.975	1.719
5.038	2.782	2.161
4.408	1.176	2.001
5.791	1.698	2.473
7.076	1.501	2.896
6.707	1.532	2.165
7.001	0.757	4.374
7.527	0.918	5.014
6.000	2.203	3.394
5.462	1.100	3.663
6.677	2.104	2.067
7.194	2.156	1.304
7.707	2.544	2.669
7.147	2.297	2.056
5.461	1.208	2.685
4.567	1.227	2.412
5.325	1.245	1.704
4.626	0.929	2.201
5.255	1.485	1.727
6.662	0.468	1.625
7.335	0.999	1.456
7.915	1.145	1.438
8.654	2.670	1.142
8.718	2.792	1.808
8.297	3.147	2.084
7.824	1.217	1.680
7.598	2.681	1.906
9.533	1.878	0.952
11.679	1.778	2.027
13.853	2.263	1.052
18.854	2.545	2.618
22.940	1.624	3.138
24.385	1.427	3.237
24.388	2.155	3.474
22.511	2.804	2.525
19.797	1.836	1.643
16.687	1.060	2.068
13.921	1.772	1.035
12.867	1.111	0.596
11.810	1.274	0.602
11.108	2.470	1.352
12.563	2.044	2.844
14.366	2.008	2.975
17.410	2.186	2.470
19.854	1.122	2.438
21.803	2.037	1.316
25.870	1.735	1.383
29.988	0.477	1.499
31.278	2.834	2.986
30.850	2.156	3.193
30.421	2.100	3.188
32.359	3.098	3.512
34.437	2.499	3.198
35.710	2.324	3.992
39.933	2.520	3.536
44.920	1.942	1.730
44.492	1.316	0.663
45.123	2.865	0.517
48.948	1.121	1.781
52.218	1.551	4.176
54.011	3.324	4.804
54.425	4.735	3.918
55.914	2.942	3.713
57.858	2.753	3.547
58.603	2.003	2.352
56.140	2.213	1.680
50.998	1.600	2.425
45.138	0.924	2.702
40.950	3.594	2.316
36.194	1.795	1.619
33.337	2.359	1.450
33.041	2.839	2.967
30.331	1.517	3.355
28.274	2.183	3.546
27.143	0.658	3.660
27.481	1.458	3.653
26.224	2.612	3.248
22.942	2.542	2.805
22.519	1.587	2.133
19.895	2.467	2.386
14.399	3.496	3.570
14.423	2.305	3.919
16.433	3.918	4.718
17.459	2.745	3.972
19.968	2.983	2.499
23.853	4.131	2.966
26.629	3.244	1.443
26.619	5.109	1.372
27.411	2.402	2.527
29.477	2.599	4.710
29.581	2.835	5.610
27.472	3.804	4.524
25.164	3.019	4.682
22.060	2.070	5.162
17.779	2.018	3.042
13.408	2.435	3.126
10.801	2.219	3.436
10.708	4.969	3.594
8.232	5.358	3.644
5.930	3.957	0.845
5.318	3.796	1.423
5.552	4.776	2.299
8.560	6.497	2.146
8.513	7.491	1.618
7.383	8.563	2.193
9.446	8.623	1.762
11.047	9.830	2.124
12.018	13.649	1.693
12.134	13.487	2.569
12.995	12.042	3.806
14.453	9.707	3.104
13.963	5.351	2.492
15.620	2.339	3.010
17.124	7.673	1.187
16.567	12.009	1.915
16.420	15.678	2.259
16.138	15.926	3.701
14.981	17.859	5.919
13.789	19.444	4.612
13.216	20.387	4.766
13.477	24.068	6.573
13.358	23.281	7.372
13.729	19.436	6.343
14.333	12.329	6.489
15.242	4.766	5.928
14.029	17.396	4.393
13.299	21.651	5.356
12.868	14.182	6.251
11.380	8.975	6.374
9.332	5.339	5.468
8.668	8.507	4.093
7.769	10.984	1.722
6.776	8.305	4.567
6.003	5.553	7.486
4.032	6.047	6.525
2.799	7.169	6.944
4.992	5.976	6.236
7.080	3.762	3.705
9.677	1.421	4.646
11.522	2.208	5.028
13.993	2.176	3.818
17.157	2.638	3.829
20.116	2.000	3.280
22.295	3.111	4.270
20.351	3.298	4.199
16.908	2.225	2.709
14.084	1.716	1.759
12.039	3.218	3.511
8.867	3.826	4.504
7.854	4.385	3.792
7.203	3.175	3.348
7.909	1.823	3.416
8.554	1.693	2.595
7.178	2.440	3.300
4.993	3.424	4.720
3.667	4.590	4.500
3.982	3.724	3.885
3.688	1.859	3.328
2.740	1.254	2.419
1.754	2.519	4.459
2.558	2.651	3.082
2.884	1.974	1.533
2.342	1.687	1.207
2.701	1.987	0.199
4.732	2.027	2.193
5.480	3.452	2.695
6.665	3.671	3.367
7.702	3.064	3.138
8.033	2.242	2.890
9.082	1.475	2.417
8.959	2.687	3.215
9.551	3.046	2.291
10.292	2.522	1.497
9.937	0.435	2.447
8.916	2.090	1.079
9.190	1.636	1.973
12.145	1.959	2.437
13.368	1.882	1.721
13.779	2.287	1.159
16.135	1.809	2.160
16.958	2.256	2.735
21.773	2.230	1.848
24.354	2.010	1.863
21.829	1.462	1.711
22.468	1.869	0.707
21.651	2.446	2.881
19.807	2.353	2.960
19.657	2.475	2.292
17.964	2.445	1.537
14.720	1.990	1.215
13.933	0.392	2.484
11.556	3.293	3.922
8.890	5.047	3.561
6.440	5.248	4.073
3.055	5.825	5.676
1.874	8.021	5.071
2.829	10.467	4.664
4.585	9.448	5.027
6.731	9.790	5.327
6.816	11.706	5.859
5.955	11.784	3.722
4.666	10.382	2.299
5.632	9.865	2.265
6.365	11.596	2.850
7.983	14.460	2.357
7.711	13.899	1.374
6.418	12.604	2.864
8.295	11.426	2.935
10.096	7.211	2.439
10.871	3.882	3.493
12.218	2.139	2.892
13.120	4.607	2.444
14.458	7.549	3.207
16.504	11.155	2.928
17.135	15.009	3.082
16.217	17.700	5.815
16.113	23.569	8.923
14.644	27.523	8.417
11.581	28.012	7.635
9.363	27.951	6.638
8.533	25.119	6.557
8.112	15.262	5.309
7.404	9.837	2.691
8.129	21.548	4.977
6.931	25.453	9.381
8.299	21.898	10.251
9.052	13.806	10.885
9.257	2.295	10.721
11.515	7.700	6.496
14.542	12.856	5.736
15.953	13.769	6.438
18.604	11.056	4.790
20.546	6.060	4.616
21.082	4.932	4.390
19.551	7.118	3.455
16.165	8.337	3.927
14.736	7.840	4.490
12.697	5.917	5.265
9.695	7.499	4.109
8.522	7.297	1.892
7.787	5.359	2.962
5.212	4.921	5.230
2.753	4.457	4.285
2.241	4.544	4.131
3.760	1.986	3.148
3.456	2.072	0.822
2.860	2.365	2.854
5.115	1.690	2.370
4.798	1.313	1.672
0.000	0.000	0.000
