Head	RHand	LHand
51.329	7.032	23.836
52.927	6.376	19.365
49.122	6.207	14.315
54.497	10.455	10.125
65.883	11.136	5.855
70.459	9.964	3.727
78.312	9.800	2.763
76.100	13.228	2.161
71.335	9.674	1.530
72.843	2.666	1.536
73.017	4.268	1.141
78.531	11.467	1.287
77.869	10.840	1.947
70.110	8.281	2.459
68.822	12.398	3.105
68.319	10.800	3.284
74.155	6.603	3.009
77.965	6.262	4.311
77.277	5.742	3.863
75.233	6.523	4.600
73.870	9.293	7.465
83.683	11.561	6.583
83.898	11.981	7.415
83.618	11.720	5.882
86.059	11.026	4.298
87.378	7.985	3.914
87.159	4.971	1.848
87.506	3.194	1.093
90.915	2.658	1.172
93.422	2.636	3.518
92.653	3.547	5.509
90.392	1.741	5.279
90.582	1.681	6.908
90.265	2.029	8.198
91.974	1.771	7.297
85.407	1.329	7.940
79.375	1.307	8.064
77.173	0.627	6.495
77.074	2.287	4.856
72.915	2.752	6.026
61.352	2.762	6.030
55.459	0.650	4.354
52.715	1.693	3.284
49.003	2.223	3.378
51.735	1.860	3.934
50.447	1.969	4.323
40.182	4.536	5.458
32.718	4.611	6.266
27.965	1.452	5.519
21.749	1.995	4.409
18.007	2.483	3.358
19.341	3.469	2.808
20.714	4.666	1.875
20.472	5.974	1.326
21.132	6.219	3.392
20.585	5.242	7.866
20.437	8.196	16.075
21.799	7.467	26.428
23.117	5.653	45.010
22.721	10.814	66.993
21.452	10.506	80.238
20.448	5.837	95.137
17.638	6.614	120.232
15.961	7.482	144.962
14.964	8.098	170.903
12.089	16.049	215.071
9.503	24.869	263.597
7.584	31.842	317.798
7.563	39.696	377.586
10.037	41.830	434.227
14.149	32.813	476.371
19.402	20.716	532.299
23.742	13.766	591.012
28.211	13.316	649.162
33.649	49.744	695.571
38.590	70.246	736.142
41.078	28.371	762.275
43.226	38.996	799.720
43.082	17.521	852.062
43.204	16.602	900.886
46.797	14.922	928.920
49.733	14.489	938.416
55.915	40.206	954.978
59.080	67.564	964.834
61.556	28.448	974.125
68.083	29.232	979.844
77.406	11.953	1001.174
92.904	12.762	1029.734
102.016	11.146	1044.833
103.867	9.288	1051.040
116.237	6.648	1034.812
119.158	5.895	961.907
117.831	6.742	942.718
127.451	6.085	964.321
128.946	3.141	946.466
133.790	4.242	926.030
147.557	3.438	882.804
162.711	4.642	840.070
169.605	7.106	797.687
177.499	9.474	741.770
189.820	9.278	693.678
198.751	9.026	664.799
204.796	11.357	653.493
204.091	12.341	619.782
200.050	10.031	571.807
196.173	8.471	542.707
179.477	9.832	508.496
171.073	9.332	465.924
167.743	8.992	429.687
154.761	9.307	400.289
149.947	10.210	362.949
145.652	10.551	325.156
138.765	10.262	297.716
130.782	10.657	267.872
118.442	8.515	240.843
100.455	12.389	212.936
83.212	14.312	188.968
68.731	10.495	166.944
52.165	11.341	148.169
40.758	9.390	131.134
33.767	10.231	112.793
27.812	7.820	112.399
23.380	3.944	105.552
18.822	4.248	92.489
17.079	4.764	96.010
15.591	3.619	105.745
13.470	3.487	92.703
12.980	4.344	77.360
13.985	4.038	80.851
13.924	4.071	77.760
14.147	4.305	67.619
15.084	3.483	55.658
16.576	7.319	41.622
18.504	7.660	35.122
15.862	1.930	33.282
17.496	2.935	33.996
20.466	4.201	39.272
20.963	8.799	44.906
23.903	5.947	48.426
26.434	4.955	43.993
32.911	3.483	38.597
36.762	3.397	36.571
34.955	2.237	33.814
34.294	3.767	33.997
35.796	2.878	33.133
36.583	2.182	30.685
33.961	2.784	32.718
32.794	3.101	38.354
30.622	2.470	42.262
27.016	3.393	47.305
26.538	2.314	53.232
29.398	3.981	54.554
27.705	5.333	59.850
27.206	3.336	58.476
31.265	3.431	46.773
36.197	3.475	38.063
41.702	4.538	30.631
47.187	3.146	25.204
52.621	1.682	18.790
51.279	3.843	10.620
53.261	2.302	7.419
56.402	3.269	10.379
54.997	4.714	11.373
51.543	5.058	11.935
44.224	6.879	16.071
40.246	3.687	19.337
38.017	2.182	20.534
34.553	5.498	22.648
29.245	3.501	24.499
25.179	2.697	23.845
22.918	3.347	22.096
22.056	3.556	19.398
24.381	2.575	15.648
27.941	3.438	14.153
25.199	3.101	15.937
20.044	2.729	17.230
19.082	3.207	18.581
19.288	2.117	21.165
20.627	1.088	23.439
20.404	1.706	24.636
17.847	2.487	26.596
16.311	2.595	30.083
14.168	3.439	31.144
11.789	5.443	32.881
11.564	4.575	36.325
11.844	2.191	34.320
14.660	2.938	27.932
18.854	2.518	22.677
21.908	1.961	17.381
22.100	5.867	10.986
21.408	3.995	9.606
19.983	4.308	11.553
18.586	3.175	17.012
19.475	5.214	22.061
19.183	6.510	24.618
19.213	1.038	24.521
19.013	4.535	22.486
17.490	1.626	19.344
14.203	1.956	14.655
10.321	4.151	11.285
10.413	3.502	12.526
10.616	1.855	13.950
10.348	1.457	14.219
9.581	3.922	12.509
6.337	5.607	11.758
6.531	3.854	10.452
8.422	0.588	11.102
7.270	4.579	14.306
9.890	2.662	15.464
10.672	2.088	12.784
8.303	3.435	6.806
8.287	2.118	6.505
8.469	1.420	10.512
9.997	1.371	16.748
11.238	1.427	19.627
10.184	0.456	21.411
11.847	1.917	24.349
13.087	2.601	27.570
12.092	4.141	32.089
14.701	0.433	36.787
17.112	1.770	39.273
18.299	5.587	41.901
19.846	5.964	38.075
21.249	2.580	26.726
20.621	2.729	16.302
19.749	1.041	10.754
17.486	0.703	9.688
14.881	3.428	5.639
13.979	1.282	5.675
12.472	3.645	6.956
10.253	1.640	7.290
9.995	2.257	5.992
9.615	2.014	6.939
8.724	1.233	9.207
9.585	1.248	12.487
11.202	0.615	17.220
11.095	1.704	20.402
11.762	2.101	22.338
11.482	2.009	25.830
9.263	1.939	29.350
6.617	3.157	32.040
5.407	0.859	29.479
5.335	3.151	27.186
8.160	2.084	25.595
10.581	1.690	25.511
11.205	0.521	24.739
14.563	2.447	26.916
17.260	3.668	30.237
17.438	3.354	32.674
16.768	2.088	34.536
17.529	3.043	30.156
17.409	4.607	22.505
16.563	2.640	17.246
14.821	0.908	12.334
12.976	1.910	8.622
10.156	1.147	8.556
8.032	1.921	9.321
7.692	3.784	12.592
8.562	5.054	14.732
8.408	3.930	15.661
6.123	2.597	16.985
4.583	1.863	18.791
4.772	2.030	19.687
6.981	1.890	24.553
8.739	1.485	30.608
9.589	0.528	33.385
8.804	2.783	34.928
11.215	1.580	31.195
12.623	1.577	29.444
10.720	0.970	27.004
10.458	1.162	21.412
11.156	1.595	16.912
11.780	1.995	20.404
12.869	1.809	27.832
14.973	2.224	34.976
15.494	1.993	40.900
16.904	0.745	41.691
18.697	1.761	37.630
19.621	2.244	31.955
18.779	1.449	26.319
17.665	1.424	20.293
18.977	3.331	14.383
18.232	2.875	9.546
13.797	1.068	7.313
13.296	0.980	10.490
14.504	0.935	15.975
14.531	2.560	19.011
13.883	1.501	24.487
16.642	1.320	27.365
19.274	2.176	25.073
17.360	0.968	20.299
19.056	0.902	19.404
20.616	2.107	21.622
24.165	1.339	28.564
27.116	3.616	35.200
31.096	2.189	35.056
36.434	1.296	36.791
41.341	1.724	37.830
40.189	1.663	34.823
38.543	1.312	32.991
53.195	54.494	32.264
52.580	51.196	29.841
43.268	2.486	26.516
44.448	2.266	23.349
44.257	0.929	11.355
37.694	0.789	11.037
37.042	1.474	18.713
39.752	1.710	27.877
39.043	3.056	33.114
38.822	2.926	35.844
38.516	0.918	35.657
38.619	1.438	32.628
37.223	2.610	28.007
37.090	3.436	23.759
32.180	2.391	20.707
25.158	0.565	16.202
23.852	1.233	10.307
20.486	2.052	8.283
16.838	3.579	9.946
15.990	3.830	13.054
18.052	4.503	15.327
22.852	5.163	16.666
28.084	3.062	18.109
32.651	2.219	21.269
38.638	3.753	25.509
43.541	0.750	29.501
46.974	2.540	31.932
51.511	2.681	33.741
54.372	1.972	33.381
58.739	4.044	31.597
59.436	2.989	33.797
58.070	4.430	43.680
54.849	8.241	57.121
48.405	4.566	66.650
44.067	3.135	73.691
42.294	2.231	86.635
40.453	2.693	99.497
38.325	51.770	102.812
40.179	54.453	105.859
40.605	4.120	110.485
40.700	4.380	115.364
41.964	3.055	125.863
47.992	3.521	139.905
54.755	3.104	157.430
55.037	2.213	179.622
59.443	2.770	203.235
65.609	6.663	232.366
63.645	1.646	267.491
67.867	3.661	308.543
78.832	3.740	350.005
86.879	6.019	389.194
95.692	6.172	425.961
101.492	7.101	466.980
99.405	8.897	505.374
98.475	10.914	537.400
107.843	13.584	565.062
108.227	16.619	588.383
101.311	24.126	615.652
97.244	29.367	641.567
100.450	30.294	661.113
101.593	43.335	680.026
92.753	53.394	694.126
96.260	59.472	697.951
96.105	72.217	690.169
88.197	77.088	677.694
85.641	81.767	656.813
89.572	93.388	637.159
89.927	100.673	627.379
82.538	132.254	605.260
77.063	148.107	587.941
77.836	136.189	555.769
74.103	151.637	554.557
72.802	169.500	551.109
71.079	195.054	544.931
63.446	231.557	537.073
64.852	281.786	506.657
64.738	304.367	509.038
55.637	318.708	490.174
51.280	338.953	473.053
50.691	335.838	464.930
47.611	333.180	437.895
43.160	324.652	411.792
40.344	331.250	386.888
37.442	349.144	353.325
32.589	356.676	335.697
29.608	365.443	308.970
26.948	371.739	267.172
24.201	373.137	239.004
21.838	360.265	234.942
18.579	350.932	229.757
14.704	356.006	217.821
15.025	366.854	214.348
17.853	363.049	208.375
17.867	307.327	203.385
18.453	311.977	202.524
18.955	329.546	196.038
18.570	330.755	196.383
20.698	296.318	194.556
21.877	244.275	184.962
23.291	237.819	176.891
24.016	201.659	175.320
24.718	192.722	178.538
27.223	183.581	176.577
29.139	176.475	178.883
26.444	170.575	170.388
22.928	152.100	170.714
22.937	147.873	174.714
22.547	122.557	167.705
22.287	78.585	163.896
23.504	57.625	158.031
27.666	52.599	152.579
31.352	58.941	151.226
30.220	68.938	132.191
28.196	80.349	105.141
26.678	87.162	85.529
22.950	101.526	72.528
22.031	112.088	74.283
23.222	108.092	69.624
22.854	114.049	83.730
24.913	114.215	95.024
26.738	107.493	83.030
26.279	99.133	68.995
26.451	92.690	68.451
24.882	91.198	70.917
23.300	91.088	69.077
22.232	85.477	61.879
20.133	77.240	68.906
18.295	72.489	86.853
17.944	104.322	90.946
17.600	108.257	93.479
16.927	78.738	103.629
15.866	81.221	109.381
14.210	93.874	123.193
14.869	106.129	142.309
15.760	116.994	155.578
15.465	130.887	171.708
13.480	131.082	188.765
13.024	134.072	193.799
12.417	145.191	202.462
12.019	145.125	218.598
13.051	148.223	223.214
12.994	152.420	223.941
13.526	154.370	226.801
15.140	163.035	223.935
14.044	161.186	217.967
14.356	152.379	215.996
14.740	158.692	205.772
13.916	166.337	184.000
13.244	165.588	169.738
12.303	172.986	165.659
14.821	175.532	157.202
17.306	179.367	151.848
19.943	177.036	147.878
23.924	177.310	145.247
26.557	177.333	147.435
27.302	165.471	143.447
28.528	151.558	142.811
29.044	143.295	142.598
27.267	136.343	137.392
27.643	133.782	134.218
33.158	127.514	130.917
36.192	113.192	130.230
35.136	112.420	130.400
34.154	115.578	132.381
31.026	121.635	135.501
29.850	125.081	146.632
31.742	140.489	157.910
33.662	158.819	165.718
33.330	180.028	189.982
31.555	204.523	212.185
29.459	223.760	224.810
30.244	241.263	241.592
28.074	258.140	264.061
24.958	276.952	290.791
26.202	289.140	326.169
27.903	302.397	349.359
29.114	312.146	373.042
29.024	307.289	403.762
29.400	300.548	400.515
30.853	287.489	377.809
29.811	249.283	329.763
27.619	229.166	253.771
25.158	196.217	178.336
23.533	135.183	121.117
22.102	99.794	78.039
20.202	83.761	74.598
21.033	81.041	93.564
19.424	94.647	102.382
16.465	104.635	104.032
14.640	110.935	86.873
14.354	107.567	67.905
13.348	86.596	60.403
14.377	61.298	41.068
17.090	39.810	33.298
18.987	28.268	28.790
19.584	39.793	27.279
18.245	48.926	24.751
17.169	49.424	29.805
17.007	51.565	34.707
16.689	50.720	32.604
16.836	42.155	29.694
14.563	31.783	27.308
11.639	24.377	21.500
10.036	22.927	17.304
9.315	27.577	14.906
8.390	33.136	11.110
7.113	35.251	12.867
6.133	38.825	20.706
8.022	38.051	26.603
8.398	30.310	26.573
10.232	29.292	25.381
12.258	27.510	27.466
11.763	21.909	23.719
13.579	16.338	13.514
13.712	11.767	8.778
14.334	7.783	5.136
15.427	5.206	9.498
15.942	4.865	19.191
16.205	6.029	21.721
16.106	6.880	22.001
15.718	9.323	21.381
14.862	11.787	21.712
9.617	7.601	20.743
4.937	5.437	17.830
4.540	4.248	15.854
3.459	4.523	17.227
1.908	4.214	21.829
1.967	5.203	26.840
2.621	8.414	30.394
2.996	10.344	30.182
4.301	11.124	27.997
4.277	11.813	27.854
3.833	23.880	25.483
4.565	29.532	25.603
4.275	20.710	27.867
3.574	23.629	25.556
4.437	27.294	20.639
6.715	26.447	16.292
4.117	24.800	14.008
3.359	24.266	18.009
3.874	21.699	21.907
3.932	21.134	20.642
4.990	20.719	20.215
2.271	20.941	19.723
4.425	21.954	16.391
6.500	21.995	14.022
7.474	18.752	15.238
10.859	16.252	16.129
10.829	15.330	13.624
7.046	15.235	10.796
3.836	15.827	9.943
1.846	17.097	10.062
6.779	15.972	10.354
8.669	14.381	10.356
9.730	14.261	11.969
12.039	14.337	14.840
10.652	14.485	19.889
9.184	13.538	21.598
10.350	11.730	21.058
10.607	8.986	17.610
9.603	7.486	13.696
9.958	7.849	12.201
9.471	6.854	31.001
9.043	6.614	16.001
9.560	9.978	11.080
10.005	11.588	31.909
11.407	12.360	39.524
11.223	12.588	47.252
10.348	12.718	45.830
13.282	11.058	35.747
14.032	8.322	23.101
12.073	7.896	14.404
11.612	8.972	12.888
12.772	12.133	15.851
13.393	11.987	18.453
12.651	10.633	20.921
12.170	8.675	21.936
14.187	6.563	23.006
14.756	3.330	23.447
12.977	2.592	21.542
13.313	3.919	18.584
14.586	4.739	17.687
11.516	7.454	18.024
12.053	9.164	18.607
11.376	10.283	17.851
8.611	13.831	16.183
7.605	16.621	16.045
4.922	18.156	13.911
2.580	19.277	9.283
1.172	18.769	4.618
4.665	16.664	4.999
7.204	13.849	7.982
11.374	11.972	11.936
14.602	8.549	16.145
14.532	5.343	20.040
12.898	4.132	20.690
10.676	3.288	17.694
8.874	3.003	16.578
8.354	2.202	15.271
5.280	3.885	15.734
4.030	6.059	17.891
4.095	7.215	18.426
1.850	6.444	18.976
2.423	4.872	18.892
3.948	2.619	16.029
3.689	2.407	14.146
1.871	0.917	12.192
1.600	2.585	10.118
1.423	4.099	7.572
2.549	4.953	6.822
2.849	7.064	7.704
3.320	5.133	7.856
2.291	4.997	7.344
2.305	4.419	5.250
3.484	4.374	1.202
2.104	5.613	4.829
4.177	6.008	7.775
4.691	6.075	6.429
4.257	4.502	3.364
5.689	3.246	4.661
6.139	5.104	7.410
5.931	6.544	8.342
6.782	6.548	9.502
10.102	7.803	9.207
11.498	8.861	9.080
11.459	24.335	8.059
14.085	24.872	7.402
18.499	6.337	7.647
20.746	5.967	7.754
18.826	5.372	5.650
17.242	6.284	4.290
14.723	7.052	2.349
13.934	7.194	3.765
15.442	5.740	4.704
14.415	3.127	10.078
11.355	2.303	18.615
10.893	4.080	25.578
11.943	7.369	26.183
13.018	10.479	22.599
16.089	11.234	20.838
19.027	7.656	20.275
19.979	3.302	20.671
19.643	1.440	15.733
21.186	3.557	11.382
24.051	5.854	8.414
25.730	7.571	10.402
25.135	7.308	14.282
25.245	5.694	15.935
26.304	4.683	15.741
27.526	6.314	14.477
32.202	9.341	11.670
37.179	9.434	9.689
43.149	9.450	9.260
47.192	9.160	10.659
48.567	6.955	10.870
54.239	7.131	7.450
61.394	8.041	5.953
64.632	8.059	6.123
64.581	6.596	6.494
66.251	8.231	8.196
64.423	13.330	7.695
62.258	17.428	7.635
63.701	19.651	13.261
62.558	21.762	20.292
60.331	22.920	29.083
60.770	20.763	34.222
61.628	19.414	34.904
60.386	27.387	33.254
60.778	24.767	31.888
62.949	20.526	30.750
59.721	18.058	23.456
55.939	14.440	17.559
55.266	14.209	13.479
53.814	14.092	12.059
52.985	11.754	12.318
48.317	13.025	9.396
42.772	11.888	10.750
38.513	9.130	14.803
32.828	11.148	16.036
27.607	13.019	21.276
25.269	14.483	27.603
22.987	14.669	29.142
21.833	30.279	24.078
21.213	31.676	16.591
22.664	19.755	11.244
23.069	21.213	10.062
21.612	20.318	12.647
21.758	19.317	19.492
23.031	17.651	27.100
21.355	17.365	31.685
17.096	19.214	30.641
14.729	28.467	27.599
13.485	25.517	23.838
11.884	19.172	20.291
12.803	22.036	19.813
12.749	25.151	20.335
13.336	23.935	17.961
12.171	22.654	14.467
10.681	23.753	7.956
9.806	29.706	2.142
10.520	26.611	4.446
9.938	12.544	7.896
9.871	6.990	11.319
9.385	14.465	16.082
9.178	26.086	16.885
11.270	27.898	19.564
11.477	34.468	16.764
11.991	47.070	9.073
13.761	39.447	18.766
14.062	18.006	32.886
15.015	10.039	40.080
15.947	5.921	34.927
15.585	5.380	28.847
17.831	9.390	32.425
18.640	12.435	38.132
16.241	11.280	61.078
15.455	12.775	59.536
13.011	12.501	34.912
11.158	14.096	28.911
9.706	15.945	25.770
5.923	14.277	25.514
6.003	11.382	25.465
5.535	7.934	21.765
9.290	7.922	17.222
12.631	8.422	18.546
15.003	4.968	19.781
17.065	12.657	22.259
21.722	17.460	24.861
22.396	20.726	26.229
21.611	24.209	25.999
21.062	26.207	24.087
21.232	26.479	23.391
21.173	26.416	17.366
20.547	20.019	8.089
21.403	13.311	6.252
20.612	6.190	15.461
16.273	2.278	24.190
12.611	10.158	27.412
11.618	16.652	25.606
9.261	18.257	20.842
7.376	21.496	13.711
7.067	21.481	10.575
6.216	15.490	5.394
5.353	10.219	1.124
5.128	4.349	2.850
6.522	8.243	4.616
6.273	28.906	6.564
3.720	29.190	5.337
3.804	17.587	4.400
6.166	12.795	2.235
6.121	9.938	4.090
5.115	7.297	6.563
3.703	6.939	9.021
2.814	5.969	9.132
3.002	6.565	8.792
3.476	7.304	6.861
3.306	7.624	7.010
2.596	10.006	6.626
1.284	12.119	4.468
3.232	13.741	5.280
4.406	15.795	4.850
4.826	15.616	4.931
5.376	12.498	3.221
8.210	10.216	2.746
8.324	7.735	3.396
7.140	5.269	4.326
8.691	4.713	4.555
8.060	3.604	5.267
9.522	3.485	4.518
11.584	5.455	5.166
10.854	4.408	6.456
10.014	2.978	5.196
10.131	2.903	3.847
8.545	3.459	4.778
7.930	3.676	3.856
7.848	2.392	5.275
9.755	2.914	5.768
9.970	4.042	3.609
7.454	3.341	3.346
7.995	2.876	2.588
9.193	3.077	1.743
7.334	4.122	2.214
5.848	3.248	1.095
6.775	2.920	1.941
8.161	3.681	2.528
5.828	1.817	1.245
6.038	3.844	1.966
8.766	4.577	3.622
11.184	5.666	3.312
13.446	5.983	4.124
14.955	6.214	5.400
17.703	7.280	4.903
19.265	6.698	4.926
20.028	5.955	3.255
23.630	4.093	1.400
26.082	3.831	1.787
26.406	3.555	1.650
29.038	2.758	2.307
29.190	3.629	2.567
28.147	20.620	2.876
29.447	4.749	2.427
29.850	17.504	2.801
32.709	21.142	2.660
34.226	20.137	2.211
30.671	4.080	2.961
32.109	3.544	2.676
34.284	4.542	2.161
32.731	3.902	3.027
32.852	4.706	2.484
33.875	4.565	3.107
31.892	4.171	4.249
32.194	3.750	4.125
32.079	3.643	4.856
28.824	2.252	3.972
27.480	2.357	3.237
28.393	3.785	2.725
29.059	3.112	3.879
27.517	3.608	4.152
25.398	4.676	2.773
23.484	3.550	3.722
20.685	15.741	5.149
18.565	1.676	6.237
18.952	15.200	6.212
17.467	2.990	5.534
15.868	4.566	4.206
18.742	5.065	1.492
18.949	9.136	3.021
18.409	12.176	5.995
22.037	15.452	7.618
22.522	19.449	7.900
21.125	20.556	7.084
19.951	21.811	7.251
17.978	21.299	6.335
15.784	16.173	3.615
12.543	11.760	6.290
9.221	3.341	7.590
5.347	5.550	3.817
4.315	5.018	3.153
5.436	11.113	5.800
5.901	12.777	5.920
6.605	7.108	4.689
7.057	4.318	4.172
9.863	3.376	5.274
11.308	3.726	6.944
12.719	16.124	7.085
13.621	17.602	7.963
12.218	6.113	7.922
13.809	5.275	6.422
15.521	6.012	4.179
15.802	3.026	3.758
14.776	2.371	5.233
14.863	14.372	4.357
15.359	6.492	4.527
17.112	23.977	2.547
18.167	10.988	2.465
15.616	7.622	2.915
13.032	20.611	3.841
10.014	4.364	4.557
9.505	3.287	2.735
8.136	5.108	0.825
6.898	7.280	1.977
6.566	8.190	2.266
4.980	9.217	3.166
5.635	9.907	4.000
6.429	6.678	3.969
5.454	4.792	4.900
6.613	2.228	5.118
7.384	2.502	2.308
8.882	3.817	2.809
11.434	4.815	3.000
10.809	6.361	2.959
9.739	7.055	2.363
12.900	5.377	3.383
12.979	4.857	3.637
12.777	4.193	3.736
13.770	1.638	3.232
14.307	0.960	2.034
15.271	1.264	1.306
13.943	3.044	2.177
11.944	2.715	2.332
12.042	3.353	1.273
11.009	3.655	2.481
8.713	4.026	4.288
8.975	4.356	4.849
8.936	4.970	5.900
6.958	3.710	4.371
5.883	3.522	3.945
5.686	5.278	6.165
5.342	6.304	4.374
5.311	7.573	3.707
5.731	9.689	5.458
8.719	12.050	8.510
9.956	23.588	14.772
10.908	13.618	30.030
13.223	49.003	46.894
13.928	60.653	65.417
13.734	75.926	91.071
12.588	78.658	111.426
11.733	72.977	118.880
11.363	60.812	120.334
11.396	39.865	121.290
11.623	16.265	117.287
12.163	17.017	117.061
12.439	25.932	100.910
16.685	28.238	71.409
20.397	22.146	42.229
22.235	18.026	3.617
23.472	15.019	34.406
24.558	12.261	51.149
26.344	14.702	54.856
28.722	15.978	59.233
29.976	17.794	60.033
29.129	18.139	55.528
29.517	14.997	51.930
30.546	12.189	46.565
34.107	11.957	40.739
35.401	11.656	39.213
33.544	9.157	35.645
32.351	6.843	29.852
31.619	7.502	25.783
31.807	8.114	20.605
32.637	8.769	17.980
33.849	9.578	20.204
33.548	10.046	27.698
29.655	10.544	33.522
26.115	11.566	36.520
25.639	14.809	40.497
25.358	17.376	45.491
25.516	18.716	48.168
25.737	20.514	47.885
25.802	19.603	40.981
30.006	17.741	30.977
34.522	13.220	22.857
33.797	8.757	15.491
33.920	6.698	8.823
35.327	7.134	6.986
36.589	9.130	12.182
39.976	12.818	13.179
43.306	15.804	14.567
43.160	14.872	15.228
41.074	12.794	11.508
39.628	11.590	8.263
41.334	10.338	6.498
41.240	6.126	5.798
36.759	3.850	8.126
32.031	3.132	10.275
28.208	5.353	10.167
24.506	7.669	9.439
21.361	8.882	28.780
18.839	8.658	2.913
17.973	8.241	2.785
20.867	8.515	5.580
23.266	7.745	8.162
23.365	8.129	7.222
22.187	9.081	6.842
24.334	9.840	7.070
28.916	11.764	29.728
37.407	14.035	8.776
46.245	17.747	14.498
55.348	33.804	33.502
67.713	61.893	53.328
75.142	110.939	70.442
79.012	159.952	94.665
82.273	176.738	127.370
82.184	181.272	155.198
79.288	196.458	179.768
80.270	218.772	212.011
81.553	231.796	248.037
85.574	246.733	290.989
86.310	295.371	349.055
82.805	334.530	409.915
83.372	362.714	472.232
79.675	412.651	541.060
71.716	450.848	594.678
65.455	485.469	637.225
58.811	517.707	675.977
54.510	509.059	703.852
58.500	522.915	712.268
64.847	571.612	697.732
74.884	556.707	683.690
92.326	497.874	669.312
107.642	479.413	653.978
119.965	474.651	644.840
129.379	453.382	639.488
132.697	429.083	632.470
131.686	376.081	629.615
124.417	434.218	623.350
112.872	471.068	592.211
101.895	408.835	592.318
88.414	402.408	603.359
71.664	397.812	577.021
56.867	362.537	551.299
46.090	309.531	518.182
32.826	294.940	477.152
21.150	315.187	434.333
22.441	278.731	384.267
31.861	207.485	324.106
39.748	163.759	267.722
55.542	119.905	216.822
62.121	98.021	165.868
55.642	70.929	128.799
49.097	45.543	106.498
42.595	29.460	90.860
42.603	19.038	68.242
42.280	26.277	80.943
39.151	46.041	114.635
36.985	62.108	134.499
41.658	78.644	186.827
47.840	99.641	201.941
54.874	112.854	202.444
67.775	123.381	227.023
74.959	140.058	241.570
78.227	154.413	254.725
79.855	159.089	260.888
72.479	168.225	267.674
63.727	171.276	276.240
60.638	168.469	289.586
53.377	177.597	300.178
45.342	175.135	313.814
35.824	176.523	342.181
24.209	188.011	368.456
19.587	184.132	377.092
15.840	184.637	381.126
15.257	193.043	386.457
17.970	214.561	382.421
18.822	228.782	373.314
21.184	231.930	365.998
24.823	261.451	377.484
25.797	280.130	388.197
28.196	272.205	388.197
33.487	285.147	399.478
36.819	315.296	412.841
39.406	328.519	420.516
39.049	344.734	418.829
34.716	403.446	412.913
32.697	408.464	408.643
34.692	365.746	402.735
35.630	355.845	401.252
33.069	365.432	405.471
30.926	374.512	414.714
30.211	401.393	423.001
29.053	367.208	428.896
30.321	350.064	436.170
30.527	386.644	445.541
23.346	390.275	455.655
16.440	391.089	463.873
11.606	379.418	471.694
6.806	387.383	482.813
5.664	382.672	476.854
6.572	364.322	447.787
10.347	367.755	397.638
13.431	360.935	336.322
16.711	336.742	279.599
22.114	309.909	249.855
24.523	295.115	211.569
21.708	255.985	155.570
20.987	213.851	123.487
21.779	176.985	124.708
20.767	102.738	131.468
20.249	75.146	128.831
20.377	65.546	127.553
22.464	69.186	115.589
23.258	87.194	92.550
24.701	85.025	67.802
26.447	92.885	49.163
28.296	84.757	58.416
30.292	70.762	57.785
30.741	64.718	41.374
36.385	46.595	34.756
39.511	53.630	29.877
39.997	47.198	27.186
37.368	50.045	31.955
34.683	56.750	39.744
36.410	61.169	36.672
36.253	37.857	29.734
34.148	36.098	13.682
33.753	37.312	5.199
36.810	19.544	7.845
35.480	17.653	17.333
35.031	26.739	20.461
35.001	40.112	21.737
31.115	46.758	27.841
31.036	45.227	20.782
29.995	45.326	18.250
29.972	43.825	21.041
29.322	38.770	24.743
25.920	30.012	26.710
23.415	18.778	26.323
22.589	12.368	24.893
21.867	8.671	20.621
20.722	9.582	14.637
22.799	13.095	9.136
23.751	17.231	8.866
24.737	21.000	13.033
25.840	21.518	13.114
24.206	18.942	11.278
23.987	11.755	8.203
26.622	7.433	5.519
29.982	8.282	7.102
31.487	6.736	16.496
30.186	7.680	25.199
28.360	10.939	33.186
27.881	17.299	39.950
29.148	21.565	45.699
50.711	27.041	48.331
53.973	33.839	45.093
39.288	36.051	30.871
43.388	36.137	17.807
45.032	34.727	19.481
46.302	33.168	22.352
47.964	27.855	25.969
46.220	27.077	29.768
41.826	16.169	34.240
35.042	28.717	28.454
25.370	13.966	25.710
18.231	14.309	29.027
14.005	13.027	26.813
10.252	12.945	27.229
13.871	14.919	24.903
17.222	13.555	21.965
22.123	9.990	22.809
28.371	9.456	22.221
47.708	10.876	19.615
49.940	9.778	16.652
34.982	10.915	15.580
33.555	10.334	11.922
32.996	9.437	7.625
29.555	7.941	4.960
24.615	6.132	5.166
20.297	6.131	6.769
17.701	4.617	10.791
16.337	4.824	12.339
14.567	6.246	10.872
27.369	5.839	8.452
30.373	4.123	5.880
15.803	5.008	5.429
17.273	5.936	6.136
20.104	5.903	7.478
21.504	4.053	5.989
21.038	3.181	4.442
21.037	3.296	3.759
21.880	5.353	6.204
20.317	8.978	7.757
18.031	9.896	9.290
18.093	10.593	10.781
26.773	12.726	10.503
29.103	11.867	9.570
19.015	12.960	8.579
17.159	12.532	7.416
15.795	9.999	7.292
13.065	9.506	6.807
9.861	7.647	4.731
7.974	4.714	2.961
5.793	4.044	3.393
4.310	4.542	3.860
3.564	4.301	3.603
2.105	3.851	3.358
0.660	5.132	3.088
2.029	4.557	2.472
3.125	4.395	3.799
2.389	4.509	3.440
3.493	4.404	4.664
3.980	3.985	3.922
3.337	6.266	2.659
3.044	5.940	2.200
