P3_hand_rP3whole_dist_traveled	P3_hand_lP3whole_dist_traveled	P3_shoulder_lP3whole_dist_traveled	P3_elbow_rP3whole_dist_traveled	P3_shoulder_rP3whole_dist_traveled	P3_headP3whole_dist_traveled	P3_elbow_lP3whole_dist_traveled
3740.720	1466.194	736.436	1181.644	806.627	1698.952	665.024
3741.091	1466.194	736.812	1181.978	806.828	1699.287	665.024
3741.091	1466.194	736.812	1182.207	807.032	1699.640	665.277
3741.389	1466.426	737.156	1182.207	807.281	1699.971	665.277
3741.389	1466.426	737.156	1182.513	807.542	1700.293	665.277
3741.590	1466.657	737.411	1182.513	807.816	1700.644	665.537
3741.590	1466.657	737.411	1182.807	808.063	1701.019	665.537
3741.590	1466.657	737.677	1182.807	808.063	1701.408	665.537
3741.590	1466.857	737.677	1183.090	808.454	1701.823	665.788
3741.803	1466.857	737.889	1183.090	808.454	1702.274	665.788
3741.803	1466.857	737.889	1183.304	808.770	1702.692	665.788
3741.803	1466.857	738.143	1183.304	808.770	1703.048	666.002
3741.803	1466.857	738.143	1183.534	809.034	1703.340	666.002
3741.803	1466.857	738.416	1183.534	809.034	1703.620	666.002
3742.015	1467.131	738.416	1183.534	809.270	1703.909	666.244
3742.015	1467.131	738.689	1183.843	809.270	1704.197	666.244
3742.015	1467.131	738.689	1183.843	809.546	1704.465	666.244
3742.015	1467.131	738.991	1183.843	809.546	1704.725	666.543
3742.216	1467.131	738.991	1184.177	809.829	1704.977	666.543
3742.216	1467.408	739.289	1184.177	809.829	1705.208	666.543
3742.216	1467.408	739.289	1184.459	810.111	1705.208	666.824
3742.507	1467.408	739.541	1184.459	810.111	1705.569	666.824
3742.507	1467.408	739.541	1184.707	810.408	1705.569	666.824
3742.834	1467.663	739.754	1184.707	810.408	1705.873	667.035
3743.043	1467.663	739.754	1185.008	810.708	1705.873	667.035
3743.312	1467.663	739.977	1185.008	810.708	1706.105	667.035
3743.641	1467.663	739.977	1185.331	811.051	1706.105	667.035
3744.033	1467.663	740.206	1185.565	811.051	1706.105	667.035
3744.362	1467.663	740.206	1185.565	811.400	1706.327	667.035
3744.694	1467.663	740.437	1185.937	811.400	1706.327	667.035
3745.096	1467.663	740.437	1185.937	811.400	1706.327	667.035
3745.482	1467.871	740.670	1186.327	811.676	1706.581	667.035
3745.867	1467.871	740.670	1186.327	811.676	1706.581	667.035
3746.240	1467.871	740.882	1186.698	811.676	1706.581	667.290
3746.648	1467.871	740.882	1186.698	811.910	1706.814	667.290
3747.055	1467.871	741.101	1187.130	811.910	1706.814	667.290
3747.535	1467.871	741.101	1187.337	811.910	1706.814	667.290
3748.072	1467.871	741.310	1187.601	812.191	1707.101	667.290
3748.685	1467.871	741.310	1187.860	812.191	1707.101	667.290
3749.389	1467.871	741.518	1188.114	812.419	1707.331	667.524
3750.106	1468.106	741.518	1188.342	812.419	1707.331	667.524
3750.874	1468.106	741.518	1188.618	812.700	1707.613	667.524
3751.654	1468.106	741.796	1188.618	812.700	1707.613	667.524
3752.527	1468.106	741.796	1189.035	812.950	1707.898	667.524
3753.471	1468.106	741.796	1189.035	812.950	1707.898	667.524
3754.496	1468.106	742.046	1189.379	813.196	1708.183	667.740
3755.497	1468.106	742.046	1189.379	813.196	1708.183	667.740
3756.520	1468.106	742.046	1189.585	813.451	1708.465	667.740
3757.549	1468.106	742.294	1189.585	813.451	1708.465	667.740
3758.543	1468.323	742.294	1189.794	813.738	1708.793	667.740
3759.562	1468.323	742.294	1189.794	813.738	1708.793	667.740
3760.615	1468.323	742.591	1190.038	813.994	1709.144	667.955
3761.649	1468.323	742.591	1190.038	813.994	1709.144	667.955
3762.993	1468.323	742.591	1190.296	814.269	1709.563	667.955
3764.007	1468.323	742.877	1190.296	814.269	1709.789	667.955
3765.024	1468.323	742.877	1190.668	814.549	1710.030	668.160
3765.945	1468.323	743.099	1190.894	814.549	1710.299	668.160
3766.991	1468.323	743.099	1191.164	814.860	1710.605	668.160
3767.965	1468.534	743.099	1191.432	814.860	1710.932	668.160
3768.980	1468.534	743.398	1191.705	815.206	1711.279	668.160
3769.942	1468.534	743.398	1191.999	815.407	1711.675	668.360
3770.970	1468.534	743.662	1192.290	815.631	1712.119	668.360
3771.898	1468.534	743.662	1192.571	815.881	1712.704	668.360
3772.876	1468.534	743.912	1192.836	816.087	1713.356	668.627
3773.831	1468.752	743.912	1193.130	816.341	1714.135	668.627
3774.799	1468.752	744.136	1193.479	816.571	1714.984	668.858
3775.746	1468.752	744.136	1193.791	816.814	1715.901	668.858
3776.496	1468.973	744.381	1194.062	816.814	1716.931	669.149
3777.194	1468.973	744.381	1194.306	817.217	1717.890	669.149
3777.777	1469.273	744.701	1194.554	817.217	1718.979	669.464
3778.145	1469.273	744.701	1194.762	817.613	1720.118	669.464
3778.145	1469.623	745.018	1194.762	817.835	1721.271	669.817
3778.398	1469.623	745.219	1195.027	818.084	1722.396	670.017
3778.694	1469.935	745.507	1195.027	818.342	1723.548	670.291
3779.092	1469.935	745.797	1195.027	818.615	1724.746	670.550
3779.638	1470.166	746.112	1195.337	818.889	1725.927	670.813
3780.386	1470.166	746.453	1195.337	819.150	1727.038	671.047
3781.194	1470.390	746.755	1195.337	819.433	1728.166	671.328
3782.133	1470.390	747.068	1195.545	819.697	1729.294	671.625
3783.133	1470.390	747.383	1195.545	819.989	1730.312	671.894
3784.309	1470.390	747.665	1195.749	820.299	1731.351	672.204
3785.526	1470.646	748.006	1195.749	820.590	1732.321	672.425
3786.985	1470.646	748.288	1196.034	820.948	1733.367	672.633
3788.680	1470.646	748.573	1196.034	821.233	1734.387	672.633
3790.307	1470.884	748.839	1196.034	821.573	1735.323	672.969
3791.969	1470.884	749.051	1196.279	821.903	1736.324	672.969
3793.698	1470.884	749.268	1196.547	822.204	1737.255	673.230
3795.395	1471.111	749.268	1196.905	822.503	1738.130	673.230
3797.046	1471.111	749.548	1197.353	822.808	1738.977	673.230
3799.066	1471.111	749.548	1197.908	823.087	1739.772	673.470
3800.691	1471.339	749.548	1198.497	823.332	1740.462	673.470
3802.410	1471.339	749.854	1199.103	823.540	1741.094	673.470
3803.796	1471.339	749.854	1199.725	823.540	1741.735	673.700
3805.328	1471.339	749.854	1200.332	823.801	1742.415	673.700
3806.665	1471.339	749.854	1200.950	823.801	1743.115	673.700
3808.149	1471.544	749.854	1201.506	823.801	1743.742	673.700
3809.586	1471.544	750.058	1202.110	824.046	1744.342	673.700
3811.176	1471.544	750.058	1202.740	824.046	1744.962	673.902
3813.007	1471.544	750.058	1203.369	824.271	1745.591	673.902
3815.050	1471.544	750.318	1204.098	824.271	1746.205	673.902
3817.436	1471.544	750.318	1204.797	824.601	1746.781	673.902
3820.111	1471.544	750.534	1205.494	824.601	1747.377	673.902
3822.805	1471.544	750.534	1206.176	824.928	1747.889	673.902
3825.693	1471.544	750.765	1206.866	824.928	1748.479	673.902
3828.559	1471.544	750.765	1207.530	825.139	1748.996	673.902
3831.765	1471.544	750.765	1208.167	825.139	1749.476	673.902
3835.078	1471.544	750.992	1208.696	825.139	1750.035	673.902
3838.703	1471.544	750.992	1209.295	825.373	1750.577	673.902
3842.452	1471.544	750.992	1209.815	825.373	1751.101	673.902
3846.302	1471.544	750.992	1210.309	825.625	1751.664	673.902
3850.119	1471.544	750.992	1210.687	825.625	1752.170	673.902
3854.007	1471.544	750.992	1211.050	826.009	1752.702	673.902
3858.032	1471.544	750.992	1211.308	826.243	1753.405	673.902
3862.154	1471.544	751.215	1211.525	826.454	1753.965	673.902
3866.469	1471.544	751.215	1211.734	826.709	1754.536	673.902
3870.630	1471.544	751.215	1212.020	826.995	1755.066	673.902
3873.915	1471.544	751.215	1212.393	827.344	1755.551	673.902
3874.494	1471.544	751.215	1212.959	827.702	1755.960	673.902
3875.898	1471.544	751.215	1213.756	828.116	1756.338	674.132
3876.909	1471.544	751.215	1214.358	828.394	1756.707	674.132
3878.040	1471.544	751.215	1214.864	828.674	1757.052	674.132
3878.876	1471.544	751.423	1215.439	828.674	1757.380	674.132
3879.404	1471.544	751.423	1216.016	828.977	1757.640	674.388
3879.681	1471.544	751.423	1216.562	828.977	1757.908	674.388
3879.681	1471.544	751.423	1216.895	829.221	1758.114	674.388
3880.072	1471.544	751.423	1217.173	829.221	1758.324	674.388
3880.359	1471.544	751.666	1217.426	829.221	1758.324	674.388
3880.631	1471.745	751.666	1217.640	829.430	1758.560	674.388
3880.909	1471.745	751.878	1217.640	829.430	1758.560	674.615
3881.228	1471.745	751.878	1217.892	829.430	1758.560	674.615
3881.544	1471.745	752.101	1217.892	829.430	1758.817	674.615
3881.842	1471.745	752.101	1217.892	829.430	1758.817	674.855
3882.064	1471.745	752.365	1218.093	829.682	1758.817	674.855
3882.269	1471.745	752.365	1218.093	829.891	1758.817	674.855
3882.269	1471.745	752.589	1218.356	829.891	1758.817	674.855
3882.615	1471.745	752.589	1218.356	830.244	1758.817	674.855
3882.615	1471.745	752.803	1218.637	830.244	1758.817	675.108
3882.840	1471.745	752.803	1218.637	830.568	1758.817	675.108
3882.840	1471.745	753.010	1218.891	830.568	1758.817	675.108
3882.840	1471.745	753.010	1219.097	830.813	1759.054	675.108
3883.064	1471.745	753.010	1219.097	830.813	1759.054	675.108
3883.064	1471.745	753.010	1219.097	830.813	1759.254	675.108
3883.064	1471.745	753.248	1219.097	831.031	1759.254	675.323
3883.064	1471.745	753.248	1219.097	831.031	1759.483	675.323
3883.064	1471.745	753.248	1219.097	831.031	1759.483	675.323
3883.064	1471.745	753.248	1219.097	831.031	1759.829	675.323
3883.287	1471.745	753.248	1219.097	831.031	1759.829	675.323
3883.287	1471.745	753.248	1219.097	831.232	1760.262	675.323
3883.287	1471.745	753.248	1219.410	831.232	1760.498	675.323
3883.287	1471.745	753.248	1219.410	831.232	1760.764	675.323
3883.287	1471.745	753.248	1219.410	831.232	1761.368	675.323
3883.287	1471.745	753.248	1219.683	831.232	1761.689	675.323
3883.287	1471.745	753.248	1219.683	831.232	1761.992	675.323
3883.287	1471.745	753.248	1219.683	831.460	1762.315	675.323
3883.494	1471.745	753.248	1219.683	831.460	1762.626	675.323
3883.494	1471.745	753.248	1219.683	831.460	1762.973	675.323
3883.494	1471.745	753.248	1219.683	831.460	1763.419	675.323
3883.494	1471.745	753.248	1219.683	831.460	1763.854	675.323
3883.494	1471.745	753.452	1219.683	831.460	1764.289	675.323
3883.494	1471.745	753.452	1219.683	831.748	1764.777	675.323
3883.719	1471.745	753.452	1219.683	831.748	1765.276	675.323
3883.719	1471.745	753.452	1219.683	831.995	1765.774	675.323
3883.719	1471.745	753.452	1219.914	831.995	1766.300	675.323
3884.023	1471.745	753.452	1219.914	831.995	1766.928	675.323
3884.023	1471.745	753.652	1220.127	832.236	1767.591	675.323
3884.448	1471.745	753.652	1220.127	832.236	1768.280	675.323
3884.792	1471.745	753.652	1220.352	832.454	1769.070	675.323
3885.213	1471.745	753.652	1220.564	832.454	1769.866	675.323
3885.735	1471.745	753.652	1220.830	832.803	1770.723	675.323
3886.447	1471.745	753.853	1221.072	832.803	1771.762	675.323
3887.245	1472.104	753.853	1221.335	833.126	1772.833	675.323
3888.124	1472.321	753.853	1221.569	833.126	1773.973	675.524
3889.125	1472.321	754.082	1221.826	833.373	1775.284	675.524
3890.188	1472.760	754.082	1222.120	833.373	1776.777	675.726
3891.294	1473.029	754.082	1222.464	833.373	1778.192	675.726
3892.483	1473.345	754.389	1222.774	833.373	1779.678	676.087
3893.771	1473.695	754.389	1223.091	833.373	1781.221	676.373
3895.115	1474.188	754.791	1223.409	833.373	1782.721	676.661
3896.518	1474.808	755.019	1223.746	833.582	1784.272	677.009
3898.095	1475.591	755.275	1224.080	833.582	1785.771	677.402
3899.725	1476.327	755.540	1224.410	833.582	1787.167	677.828
3901.462	1477.192	755.808	1224.706	833.842	1788.662	678.281
3903.455	1478.269	756.081	1225.036	833.842	1790.008	678.794
3905.669	1479.331	756.442	1225.396	834.120	1791.323	679.421
3907.934	1480.657	756.759	1225.842	834.120	1792.573	680.085
3910.399	1481.968	757.094	1226.354	834.502	1793.841	680.702
3912.882	1483.354	757.424	1226.866	834.502	1795.027	681.345
3915.495	1484.650	757.761	1227.346	834.855	1796.163	682.077
3918.228	1486.062	758.041	1227.764	834.855	1797.184	682.886
3921.108	1487.414	758.294	1228.201	835.127	1798.207	683.529
3924.180	1488.773	758.507	1228.651	835.127	1799.128	684.230
3927.469	1490.067	758.507	1229.107	835.127	1800.058	684.997
3930.796	1491.415	758.830	1229.613	835.413	1800.827	685.751
3934.176	1492.801	758.830	1230.179	835.413	1801.465	686.518
3937.630	1494.046	758.830	1230.833	835.413	1802.124	687.286
3940.937	1495.275	758.830	1231.495	835.704	1802.582	687.961
3944.722	1496.355	759.049	1232.199	835.704	1802.964	688.607
3947.978	1497.500	759.049	1232.921	835.704	1803.339	689.175
3951.111	1498.433	759.357	1233.799	835.959	1803.589	689.617
3954.021	1499.095	759.579	1234.545	835.959	1803.589	689.870
3956.723	1499.809	759.796	1235.397	835.959	1803.860	689.870
3958.919	1500.470	760.022	1236.177	835.959	1803.860	690.222
3960.695	1501.236	760.263	1236.880	836.185	1804.273	690.511
3962.269	1502.135	760.518	1237.548	836.185	1804.687	690.894
3963.563	1503.310	760.747	1238.158	836.185	1805.194	691.303
3964.708	1504.527	761.032	1238.617	836.543	1805.711	691.823
3965.561	1505.664	761.323	1239.027	836.778	1806.388	692.379
3966.077	1506.889	761.616	1239.393	837.027	1807.158	693.138
3966.409	1508.217	761.965	1239.692	837.294	1807.905	693.819
3966.674	1509.412	762.265	1239.960	837.578	1808.705	694.483
3967.032	1510.707	762.582	1239.960	837.842	1809.517	695.309
3967.691	1512.217	762.876	1240.324	837.842	1810.449	696.049
3968.757	1513.816	763.117	1240.324	838.179	1811.431	696.736
3970.016	1515.481	763.338	1240.324	838.179	1812.414	697.461
3971.741	1517.416	763.338	1240.574	838.179	1813.501	698.153
3973.723	1519.412	763.688	1240.574	838.179	1814.432	698.730
3976.145	1521.582	763.688	1240.869	838.179	1815.499	699.447
3978.732	1523.905	763.943	1241.140	838.179	1816.485	700.074
3981.623	1526.053	763.943	1241.470	838.394	1817.495	700.650
3984.654	1528.217	764.168	1241.864	838.394	1818.402	701.167
3987.806	1530.309	764.168	1242.347	838.394	1819.323	701.736
3991.467	1532.207	764.381	1242.871	838.649	1820.230	702.296
3994.810	1533.943	764.381	1243.448	838.649	1821.046	702.823
3998.316	1535.296	764.381	1243.899	838.649	1821.987	703.208
4001.898	1536.562	764.611	1244.489	838.911	1822.763	703.536
4005.506	1537.610	764.611	1245.040	838.911	1823.585	703.876
4009.132	1538.430	764.611	1245.568	839.175	1824.322	704.233
4012.741	1539.209	764.611	1246.072	839.175	1825.052	704.641
4016.373	1540.107	764.968	1246.551	839.530	1825.845	705.010
4020.005	1540.683	764.968	1247.032	839.530	1826.738	705.262
4023.599	1541.086	764.968	1247.439	839.928	1827.461	705.489
4027.151	1541.355	765.203	1247.804	840.175	1828.207	705.489
4030.539	1541.744	765.203	1248.147	840.417	1829.024	705.771
4033.963	1542.087	765.461	1248.508	840.641	1829.794	705.771
4037.316	1542.619	765.461	1248.922	840.903	1830.554	705.771
4040.676	1543.366	765.722	1249.320	841.154	1831.227	706.018
4043.962	1544.317	765.722	1249.662	841.375	1831.883	706.018
4047.253	1545.245	765.941	1250.133	841.601	1832.573	706.380
4050.487	1546.437	765.941	1250.632	841.601	1833.361	706.679
4053.709	1547.614	766.148	1251.023	841.959	1833.947	707.042
4056.913	1549.048	766.148	1251.306	841.959	1834.527	707.423
4060.204	1550.328	766.474	1251.661	842.324	1835.139	707.775
4063.662	1551.735	766.474	1252.240	842.580	1835.749	708.109
4066.977	1552.739	766.818	1252.452	842.860	1836.335	708.410
4069.628	1553.689	766.818	1252.747	843.099	1836.847	708.716
4069.896	1554.383	767.102	1253.086	843.354	1837.322	708.975
4070.579	1554.383	767.102	1253.419	843.655	1837.826	709.245
4071.203	1554.602	767.336	1253.798	843.900	1838.282	709.467
4071.728	1554.602	767.336	1254.239	843.900	1838.686	709.467
4072.014	1554.820	767.336	1254.556	844.208	1839.044	709.753
4072.263	1555.087	767.602	1254.776	844.208	1839.360	709.753
4072.720	1555.357	767.602	1254.776	844.208	1839.620	710.045
4073.308	1555.592	767.876	1255.076	844.208	1839.867	710.045
4073.966	1555.825	767.876	1255.076	844.208	1840.074	710.364
4074.519	1555.825	768.296	1255.329	844.208	1840.287	710.364
4075.017	1556.148	768.537	1255.329	844.208	1840.503	710.742
4075.405	1556.148	768.760	1255.604	844.490	1840.725	710.742
4075.801	1556.148	768.760	1255.604	844.490	1840.931	710.968
4076.165	1556.148	769.059	1255.947	844.490	1840.931	710.968
4076.448	1556.148	769.059	1255.947	844.698	1841.334	710.968
4076.448	1556.148	769.059	1256.362	844.698	1841.539	711.183
4076.800	1556.148	769.059	1256.362	844.698	1841.539	711.183
4076.800	1556.148	769.059	1256.686	844.698	1841.764	711.183
4077.012	1556.148	769.331	1256.686	844.698	1841.764	711.183
4077.012	1556.148	769.331	1256.892	844.963	1841.764	711.183
4077.012	1556.148	769.536	1256.892	844.963	1841.764	711.446
4077.012	1556.148	769.536	1256.892	844.963	1841.764	711.446
4077.012	1556.148	769.536	1256.892	845.197	1841.764	711.446
4077.012	1556.148	769.536	1256.892	845.197	1841.981	711.446
4077.012	1556.355	769.536	1256.892	845.197	1841.981	711.446
4077.012	1556.355	769.747	1256.892	845.197	1841.981	711.446
4077.231	1556.355	769.747	1256.892	845.197	1842.235	711.446
4077.231	1556.355	769.747	1256.892	845.197	1842.235	711.446
4077.231	1556.603	769.747	1257.158	845.197	1842.513	711.446
4077.231	1556.603	769.747	1257.158	845.197	1842.513	711.446
4077.231	1556.603	769.747	1257.158	845.197	1842.889	711.446
4077.231	1556.603	769.747	1257.414	845.197	1842.889	711.665
4077.231	1556.603	769.747	1257.414	845.197	1843.288	711.665
4077.231	1556.603	769.747	1257.414	845.197	1843.288	711.665
4077.231	1556.603	769.747	1257.664	845.397	1843.671	711.665
4077.231	1556.603	769.747	1257.664	845.397	1843.886	711.665
4077.231	1556.603	769.747	1257.664	845.397	1844.168	711.877
4077.447	1556.603	769.747	1257.664	845.397	1844.400	711.877
4077.447	1556.603	769.747	1257.885	845.643	1844.682	711.877
4077.447	1556.603	769.986	1257.885	845.643	1844.962	711.877
4077.677	1556.603	769.986	1257.885	845.643	1845.200	711.877
4077.677	1556.814	769.986	1257.885	845.643	1845.501	711.877
4077.677	1556.814	769.986	1257.885	845.890	1845.747	712.132
4077.677	1556.814	770.190	1257.885	845.890	1846.067	712.132
4077.677	1556.814	770.190	1257.885	845.890	1846.343	712.132
4077.677	1556.814	770.190	1257.885	845.890	1846.600	712.132
4077.890	1556.814	770.190	1258.098	845.890	1846.896	712.351
4077.890	1556.814	770.398	1258.098	846.145	1847.178	712.351
4077.890	1557.050	770.398	1258.339	846.145	1847.405	712.351
4077.890	1557.050	770.398	1258.339	846.145	1847.682	712.351
4077.890	1557.050	770.398	1258.570	846.382	1848.004	712.351
4078.223	1557.050	770.659	1258.570	846.382	1848.309	712.569
4078.223	1557.050	770.659	1258.914	846.382	1848.644	712.569
4078.510	1557.050	770.659	1258.914	846.629	1849.021	712.569
4078.734	1557.050	770.659	1259.247	846.629	1849.487	712.569
4079.018	1557.050	770.912	1259.247	846.868	1849.818	712.569
4079.368	1557.050	770.912	1259.487	846.868	1850.132	712.569
4079.865	1557.050	770.912	1259.487	847.098	1850.425	712.569
4080.587	1557.050	771.194	1259.777	847.098	1850.726	712.569
4081.425	1557.050	771.194	1260.539	847.379	1850.994	712.569
4082.323	1557.050	771.408	1260.802	847.586	1851.218	712.569
4083.413	1557.050	771.408	1261.092	847.586	1851.218	712.569
4084.612	1557.050	771.408	1261.372	847.893	1851.580	712.569
4086.028	1557.259	771.665	1261.677	847.893	1851.580	712.569
4087.401	1557.259	771.665	1262.042	848.192	1851.927	712.774
4089.056	1557.259	771.665	1262.377	848.192	1851.927	712.774
4090.785	1557.259	771.977	1262.730	848.469	1852.237	712.774
4092.605	1557.259	771.977	1263.063	848.469	1852.237	713.021
4094.498	1557.259	772.205	1263.401	848.820	1852.484	713.021
4096.526	1557.485	772.205	1263.793	848.820	1852.484	713.021
4098.650	1557.485	772.510	1264.155	849.197	1852.747	713.298
4100.994	1557.485	772.510	1264.490	849.197	1852.747	713.298
4103.389	1557.485	772.843	1264.820	849.602	1853.072	713.550
4105.876	1557.485	772.843	1265.079	849.834	1853.072	713.550
4108.553	1557.485	773.190	1265.443	850.077	1853.441	713.802
4111.411	1557.691	773.190	1265.775	850.316	1853.649	713.802
4114.359	1557.691	773.496	1266.077	850.589	1853.649	714.042
4117.336	1557.691	773.496	1266.374	850.832	1853.989	714.042
4120.510	1557.691	773.775	1266.704	850.832	1853.989	714.261
4123.689	1557.691	773.775	1267.107	851.222	1854.372	714.261
4126.919	1557.691	774.032	1267.589	851.478	1854.591	714.261
4130.169	1557.691	774.032	1268.073	851.710	1854.808	714.538
4133.514	1557.691	774.250	1268.650	851.938	1855.034	714.538
4136.926	1557.691	774.250	1269.280	852.201	1855.274	714.538
4140.382	1557.691	774.490	1269.859	852.499	1855.533	714.790
4143.822	1557.691	774.490	1270.438	852.752	1855.778	714.790
4147.869	1557.691	774.724	1271.018	853.070	1856.045	714.790
4151.439	1557.691	774.724	1271.690	853.375	1856.301	715.008
4154.953	1557.691	774.724	1272.367	853.644	1856.539	715.008
4158.414	1557.691	774.930	1273.141	853.933	1856.754	715.008
4161.715	1557.691	774.930	1273.894	854.234	1856.989	715.215
4164.938	1557.691	774.930	1274.691	854.491	1856.989	715.215
4167.937	1557.894	775.167	1275.584	854.797	1857.402	715.215
4170.780	1557.894	775.167	1276.504	855.080	1857.607	715.215
4173.502	1557.894	775.167	1277.351	855.387	1857.607	715.452
4175.996	1557.894	775.438	1278.344	855.669	1857.978	715.452
4178.152	1557.894	775.438	1279.186	855.978	1857.978	715.452
4179.878	1558.126	775.438	1279.943	856.232	1858.381	715.452
4181.212	1558.126	775.735	1280.669	856.482	1858.381	715.452
4182.268	1558.340	775.735	1281.285	856.706	1858.743	715.705
4183.001	1558.340	775.974	1281.740	856.706	1858.743	715.705
4183.408	1558.340	775.974	1282.053	857.101	1859.084	715.705
4183.632	1558.340	776.236	1282.314	857.101	1859.084	715.705
4183.863	1558.340	776.236	1282.314	857.485	1859.441	715.917
4184.312	1558.340	776.501	1282.587	857.485	1859.441	715.917
4184.909	1558.340	776.501	1282.587	857.757	1859.735	715.917
4185.562	1558.340	776.706	1282.795	857.757	1859.735	715.917
4186.249	1558.340	776.706	1282.795	857.757	1860.031	715.917
4186.867	1558.340	776.706	1283.093	857.757	1860.031	716.140
4187.414	1558.554	776.938	1283.093	858.009	1860.286	716.140
4187.879	1558.554	776.938	1283.399	858.009	1860.286	716.140
4188.372	1558.554	776.938	1283.399	858.217	1860.529	716.140
4188.803	1558.554	777.167	1283.685	858.217	1860.529	716.368
4189.231	1558.554	777.167	1283.685	858.476	1860.776	716.368
4189.632	1558.554	777.167	1283.960	858.476	1860.776	716.368
4190.011	1558.554	777.450	1283.960	858.712	1860.997	716.619
4190.296	1558.799	777.450	1284.202	858.712	1860.997	716.619
4190.557	1558.799	777.450	1284.202	858.712	1861.219	716.619
4190.765	1558.799	777.719	1284.202	858.948	1861.219	716.873
4190.765	1559.006	777.719	1284.418	858.948	1861.439	716.873
4190.765	1559.006	777.719	1284.418	858.948	1861.439	716.873
4190.765	1559.006	777.719	1284.640	858.948	1861.706	716.873
4190.986	1559.240	777.979	1284.640	858.948	1861.706	717.101
4190.986	1559.240	777.979	1284.640	858.948	1862.007	717.101
4191.279	1559.240	777.979	1284.879	858.948	1862.007	717.101
4191.279	1559.240	777.979	1284.879	858.948	1862.373	717.101
4191.494	1559.465	778.241	1284.879	858.948	1862.580	717.101
4191.494	1559.465	778.241	1284.879	858.948	1862.805	717.101
4191.737	1559.465	778.241	1284.879	858.948	1863.024	717.324
4191.975	1559.465	778.467	1284.879	859.188	1863.237	717.324
4192.196	1559.465	778.467	1285.112	859.188	1863.449	717.324
4192.438	1559.705	778.467	1285.112	859.188	1863.690	717.562
4192.712	1559.705	778.667	1285.112	859.432	1863.930	717.562
4192.959	1559.705	778.667	1285.354	859.432	1863.930	717.562
4192.959	1559.705	778.667	1285.354	859.432	1864.334	717.792
4193.381	1559.943	778.885	1285.577	859.701	1864.334	717.792
4193.631	1559.943	778.885	1285.577	859.701	1864.682	717.792
4193.944	1559.943	778.885	1285.577	859.910	1864.682	717.792
4194.313	1559.943	778.885	1285.852	859.910	1864.990	717.792
4194.694	1559.943	779.096	1285.852	859.910	1864.990	717.792
4194.992	1559.943	779.096	1285.852	860.148	1865.234	717.792
4195.275	1559.943	779.096	1286.174	860.148	1865.234	717.792
4195.550	1559.943	779.096	1286.174	860.148	1865.234	717.792
4195.758	1559.943	779.096	1286.376	860.148	1865.494	717.792
4195.758	1559.943	779.096	1286.376	860.148	1865.494	717.792
4195.998	1559.943	779.096	1286.597	860.348	1865.494	717.792
4195.998	1560.219	779.096	1286.597	860.348	1865.494	717.792
4196.245	1560.219	779.096	1286.813	860.348	1865.494	717.792
4196.245	1560.219	779.096	1286.813	860.348	1865.704	717.792
4196.245	1560.219	779.096	1287.021	860.348	1865.704	717.792
4196.245	1560.219	779.096	1287.021	860.348	1865.704	717.792
4196.245	1560.219	779.096	1287.021	860.595	1865.704	717.792
4196.245	1560.219	779.096	1287.021	860.595	1865.930	717.792
4196.475	1560.219	779.096	1287.021	860.595	1865.930	717.792
4196.475	1560.219	779.096	1287.021	860.595	1865.930	717.792
4196.724	1560.219	779.096	1287.021	860.595	1865.930	717.792
4196.724	1560.219	779.096	1287.021	860.595	1866.184	717.792
4196.940	1560.457	779.317	1287.021	860.595	1866.184	717.792
4196.940	1560.457	779.317	1287.021	860.595	1866.184	717.792
4197.296	1560.735	779.317	1287.260	860.595	1866.402	717.792
4197.545	1560.735	779.317	1287.260	860.841	1866.402	717.792
4197.791	1560.978	779.317	1287.260	860.841	1866.402	717.792
4198.022	1560.978	779.524	1287.549	860.841	1866.631	718.007
4198.022	1560.978	779.524	1287.549	861.095	1866.631	718.007
4198.320	1560.978	779.524	1287.549	861.095	1866.918	718.007
4198.320	1560.978	779.524	1287.794	861.095	1866.918	718.007
4198.595	1560.978	779.815	1287.794	861.337	1867.122	718.007
4198.595	1560.978	779.815	1287.794	861.337	1867.122	718.007
4198.822	1561.185	780.080	1287.794	861.337	1867.122	718.007
4198.822	1561.185	780.080	1288.020	861.337	1867.427	718.007
4199.280	1561.400	780.342	1288.020	861.337	1867.427	718.236
4199.562	1561.400	780.342	1288.020	861.548	1867.427	718.236
4199.926	1561.400	780.342	1288.400	861.548	1867.658	718.236
4200.341	1561.400	780.342	1288.678	861.948	1867.658	718.236
4200.950	1561.645	780.587	1289.062	862.231	1867.888	718.236
4201.711	1561.645	780.587	1289.642	862.574	1867.888	718.236
4202.628	1561.850	780.587	1290.299	862.995	1868.138	718.236
4203.743	1561.850	780.587	1291.016	863.429	1868.138	718.236
4205.095	1562.074	780.805	1291.814	863.853	1868.349	718.236
4206.557	1562.074	780.805	1292.748	864.269	1868.349	718.236
4208.160	1562.343	780.805	1293.603	864.632	1868.349	718.236
4210.003	1562.343	781.104	1294.481	864.996	1868.631	718.236
4212.082	1562.343	781.104	1295.572	865.359	1868.631	718.236
4214.467	1562.343	781.104	1296.595	865.743	1868.859	718.236
4217.062	1562.343	781.388	1297.686	866.113	1868.859	718.236
4219.977	1562.633	781.388	1298.848	866.500	1869.177	718.501
4223.219	1562.633	781.598	1299.980	866.834	1869.385	718.501
4226.890	1562.875	781.598	1301.027	867.067	1869.625	718.501
