P2_elbow_rP2whole_dist_traveled	P2_hand_rP2whole_dist_traveled	P2_shoulder_lP2whole_dist_traveled	P2_elbow_lP2whole_dist_traveled	P2_headP2whole_dist_traveled	P2_shoulder_rP2whole_dist_traveled	P2_hand_lP2whole_dist_traveled
2128.066	8752.209	2382.968	1086.264	5474.313	2289.724	5224.983
2128.282	8753.003	2383.479	1086.264	5475.813	2290.410	5225.248
2128.282	8753.901	2384.034	1086.630	5477.214	2291.092	5225.248
2128.662	8754.627	2384.645	1086.630	5478.648	2291.706	5225.542
2128.662	8755.415	2385.313	1087.047	5479.991	2292.270	5225.751
2129.011	8756.289	2385.974	1087.254	5481.634	2292.802	5225.991
2129.011	8757.020	2386.594	1087.497	5482.908	2293.378	5226.245
2129.409	8757.658	2387.291	1087.769	5484.172	2293.958	5226.530
2129.409	8758.404	2388.018	1088.040	5485.402	2294.574	5226.798
2129.773	8759.120	2388.727	1088.302	5486.559	2295.106	5227.022
2129.980	8759.709	2389.405	1088.809	5487.629	2295.733	5227.022
2130.206	8760.348	2390.036	1089.095	5488.722	2296.294	5227.450
2130.206	8761.096	2390.741	1089.387	5489.632	2296.798	5227.450
2130.585	8761.829	2391.466	1089.666	5490.592	2297.251	5227.862
2130.585	8762.414	2392.166	1089.987	5491.496	2297.696	5228.084
2130.980	8763.125	2392.807	1090.340	5492.403	2298.128	5228.329
2130.980	8763.907	2393.483	1090.598	5493.179	2298.553	5228.620
2131.396	8764.596	2394.132	1090.881	5493.976	2298.971	5228.915
2131.620	8765.286	2394.753	1091.196	5494.784	2299.370	5229.176
2131.844	8766.053	2395.354	1091.514	5495.565	2299.779	5229.480
2131.844	8766.719	2395.891	1091.801	5496.255	2300.179	5229.749
2132.204	8767.365	2396.429	1092.139	5496.975	2300.617	5230.048
2132.204	8768.106	2396.925	1092.436	5497.718	2301.036	5230.282
2132.534	8768.834	2397.323	1092.764	5498.347	2301.412	5230.488
2132.534	8769.498	2397.692	1093.071	5498.949	2301.778	5230.488
2132.884	8770.297	2398.013	1093.335	5499.606	2302.144	5230.820
2132.884	8771.281	2398.288	1093.612	5500.352	2302.562	5230.820
2133.291	8772.062	2398.549	1093.859	5500.988	2302.969	5231.079
2133.556	8772.964	2398.817	1094.105	5501.684	2303.430	5232.288
2133.795	8774.045	2399.094	1094.366	5502.414	2303.949	5232.288
2134.064	8774.990	2399.362	1094.615	5503.166	2304.484	5232.517
2134.332	8776.142	2399.663	1094.860	5503.869	2304.949	5232.517
2134.652	8777.174	2399.987	1095.132	5504.646	2305.377	5232.517
2134.993	8778.167	2400.354	1095.388	5505.334	2305.859	5232.772
2135.381	8779.493	2400.736	1095.662	5506.092	2306.429	5232.772
2135.736	8780.554	2401.128	1095.924	5506.957	2306.977	5232.772
2136.084	8781.539	2401.531	1096.148	5507.815	2307.568	5233.116
2136.433	8782.609	2401.957	1096.404	5508.618	2308.076	5234.161
2136.799	8783.679	2402.350	1096.619	5509.416	2308.529	5234.428
2137.104	8784.609	2402.742	1096.848	5510.269	2308.989	5234.692
2137.422	8785.465	2403.115	1096.848	5511.189	2309.475	5234.993
2137.653	8786.225	2403.537	1097.192	5512.059	2309.954	5234.993
2137.860	8786.901	2403.946	1097.192	5512.937	2310.380	5235.400
2138.060	8787.576	2404.352	1097.582	5513.740	2310.750	5235.629
2138.273	8788.174	2404.741	1097.582	5514.566	2311.104	5235.842
2138.273	8788.618	2405.187	1097.949	5515.308	2311.487	5236.103
2138.615	8789.018	2405.679	1097.949	5516.026	2311.919	5236.323
2138.615	8789.387	2406.181	1098.319	5516.586	2312.384	5236.526
2138.915	8789.725	2406.648	1098.547	5517.176	2312.850	5236.774
2138.915	8790.067	2407.181	1098.547	5517.712	2313.257	5237.059
2139.202	8790.405	2407.612	1098.934	5518.293	2313.641	5237.284
2139.202	8790.714	2408.047	1099.150	5518.746	2314.049	5237.530
2139.518	8790.999	2408.520	1099.386	5519.116	2314.446	5237.752
2139.518	8791.264	2409.012	1099.386	5519.456	2314.839	5238.037
2139.762	8791.528	2409.431	1099.824	5519.785	2315.215	5238.242
2139.762	8791.807	2409.784	1099.824	5520.109	2315.524	5238.442
2140.015	8792.119	2410.123	1100.249	5520.466	2315.846	5238.670
2140.015	8792.434	2410.477	1100.466	5520.861	2316.221	5238.920
2140.235	8792.782	2410.830	1100.673	5521.303	2316.625	5239.124
2140.235	8793.088	2411.202	1100.879	5521.906	2316.978	5239.124
2140.505	8793.337	2411.616	1101.082	5522.513	2317.366	5239.525
2140.505	8793.337	2412.033	1101.082	5523.213	2317.735	5239.737
2140.844	8793.560	2412.436	1101.468	5524.114	2318.134	5239.737
2140.844	8793.560	2412.815	1101.679	5525.171	2318.499	5240.120
2141.192	8794.016	2413.193	1101.908	5526.298	2318.843	5240.354
2141.418	8794.511	2413.585	1102.225	5527.817	2319.241	5240.640
2141.689	8795.311	2413.983	1102.630	5529.317	2319.597	5241.059
2142.083	8796.354	2414.457	1103.088	5531.081	2319.959	5241.492
2142.598	8797.665	2414.972	1103.609	5532.927	2320.341	5242.722
2143.314	8799.229	2415.528	1104.187	5534.756	2320.917	5243.366
2144.180	8801.076	2416.137	1104.868	5536.385	2321.372	5244.099
2145.238	8803.004	2416.717	1105.549	5537.749	2321.799	5244.808
2146.354	8805.038	2417.238	1106.392	5538.868	2322.259	5245.679
2147.687	8807.012	2417.750	1107.430	5539.771	2322.910	5246.732
2149.071	8808.764	2418.180	1108.500	5540.501	2323.676	5247.886
2150.759	8810.543	2418.429	1109.837	5540.917	2324.463	5249.200
2152.353	8811.885	2418.429	1111.423	5541.253	2325.399	5250.747
2154.411	8813.391	2418.642	1113.183	5541.564	2326.369	5252.686
2156.336	8814.880	2418.860	1115.196	5541.922	2327.448	5254.373
2158.415	8816.229	2419.124	1117.281	5542.275	2328.544	5257.806
2160.740	8817.805	2419.420	1119.566	5542.586	2329.725	5259.900
2162.880	8819.351	2419.714	1121.858	5542.586	2330.823	5262.145
2165.236	8820.879	2420.050	1124.193	5542.966	2331.934	5263.988
2167.204	8822.543	2420.379	1126.306	5543.227	2333.057	5265.834
2169.379	8824.080	2420.744	1128.346	5543.635	2334.060	5267.422
2171.502	8825.619	2421.077	1130.264	5544.273	2335.021	5268.763
2173.342	8826.981	2421.369	1131.991	5545.043	2335.954	5270.142
2175.301	8828.237	2421.645	1133.605	5546.181	2336.777	5271.362
2176.866	8829.446	2421.898	1135.016	5547.430	2337.522	5272.291
2178.201	8830.411	2421.898	1136.171	5548.862	2338.266	5272.869
2179.135	8831.605	2422.220	1137.081	5550.616	2338.929	5273.390
2179.869	8832.740	2422.220	1137.834	5552.448	2339.425	5273.757
2180.522	8833.942	2422.628	1138.207	5554.288	2339.862	5275.456
2181.181	8835.303	2422.867	1138.207	5556.149	2340.195	5275.456
2181.848	8836.951	2423.199	1138.446	5557.834	2340.465	5275.717
2182.660	8838.820	2423.637	1138.882	5559.372	2340.465	5277.642
2183.512	8840.736	2424.183	1139.416	5560.657	2340.756	5278.243
2184.218	8842.808	2424.762	1140.012	5561.724	2340.756	5278.816
2184.888	8844.904	2425.403	1140.668	5562.723	2341.053	5279.473
2185.521	8846.836	2426.148	1141.240	5563.359	2341.307	5280.077
2186.102	8848.941	2426.960	1141.906	5563.767	2341.729	5280.695
2186.612	8851.012	2427.876	1142.484	5564.066	2342.228	5281.295
2187.108	8853.094	2428.758	1142.989	5564.315	2342.738	5281.877
2187.570	8854.988	2429.750	1143.460	5564.555	2343.304	5282.492
2188.000	8856.910	2430.673	1143.899	5564.815	2343.958	5283.070
2188.517	8858.789	2431.435	1144.251	5565.031	2344.656	5283.496
2189.071	8860.669	2432.242	1144.553	5565.031	2345.340	5283.879
2189.602	8862.561	2433.022	1144.845	5565.253	2345.999	5284.228
2190.205	8864.613	2433.700	1145.077	5565.253	2346.876	5284.519
2190.731	8866.792	2434.350	1145.336	5565.655	2347.496	5284.862
2191.200	8869.172	2434.968	1145.596	5566.171	2348.070	5285.217
2191.623	8871.676	2435.506	1145.879	5566.886	2348.686	5285.550
2192.243	8874.240	2435.986	1146.202	5567.789	2349.252	5285.948
2192.885	8877.341	2436.569	1146.511	5568.897	2349.749	5286.383
2193.529	8880.532	2437.254	1146.838	5569.992	2350.244	5286.809
2194.033	8883.937	2437.784	1147.144	5571.168	2350.667	5287.263
2194.480	8887.216	2438.263	1147.425	5572.381	2351.099	5287.754
2194.788	8890.602	2438.700	1147.699	5573.430	2351.099	5288.145
2194.788	8893.370	2439.132	1147.699	5574.441	2352.040	5288.574
2195.222	8896.190	2439.720	1148.124	5575.287	2352.420	5288.985
2195.620	8898.947	2440.234	1148.364	5575.868	2352.933	5289.304
2196.082	8901.206	2440.764	1148.601	5576.310	2353.478	5289.618
2196.611	8903.432	2441.406	1148.837	5576.692	2354.067	5290.047
2197.008	8905.492	2442.008	1148.837	5576.946	2354.581	5290.397
2197.278	8907.394	2442.531	1149.246	5576.946	2355.153	5290.747
2197.278	8909.368	2443.226	1149.246	5577.322	2355.730	5290.963
2197.484	8910.766	2443.974	1149.568	5577.322	2356.212	5290.963
2197.484	8912.263	2444.640	1149.568	5577.694	2356.638	5291.282
2197.484	8914.017	2445.171	1149.836	5577.917	2357.037	5291.282
2197.484	8916.005	2445.627	1149.836	5577.917	2357.416	5291.590
2197.484	8918.256	2446.009	1150.045	5578.161	2357.841	5291.590
2197.930	8920.855	2446.304	1150.045	5578.161	2358.236	5291.590
2198.308	8923.519	2446.673	1150.045	5578.385	2358.641	5291.851
2198.807	8926.174	2446.898	1150.314	5578.385	2359.069	5291.851
2199.417	8928.947	2446.898	1150.314	5578.743	2359.525	5291.851
2199.939	8931.775	2447.361	1150.314	5578.957	2359.889	5292.119
2200.343	8934.536	2447.657	1150.606	5579.233	2360.355	5292.119
2200.686	8937.121	2447.955	1150.606	5579.596	2360.796	5292.119
2200.957	8939.495	2448.252	1150.606	5579.880	2361.211	5292.405
2201.165	8941.951	2448.509	1150.861	5580.122	2361.573	5292.405
2201.370	8944.427	2448.797	1150.861	5580.122	2362.002	5292.612
2201.594	8947.204	2449.035	1150.861	5580.423	2362.634	5292.612
2201.594	8950.067	2449.296	1150.861	5580.423	2363.075	5292.612
2201.973	8953.070	2449.529	1151.079	5580.677	2363.497	5292.612
2201.973	8956.025	2449.742	1151.079	5580.891	2363.885	5292.848
2202.293	8958.948	2449.954	1151.079	5581.232	2364.259	5292.848
2202.293	8961.476	2450.179	1151.079	5581.774	2364.623	5292.848
2202.293	8964.006	2450.439	1151.079	5582.403	2364.991	5292.848
2202.674	8966.182	2450.751	1151.079	5583.028	2365.275	5292.848
2202.970	8968.171	2451.081	1151.079	5583.650	2365.539	5292.848
2203.330	8969.853	2451.415	1151.079	5584.389	2365.820	5292.848
2203.687	8971.343	2451.779	1151.079	5585.062	2366.131	5292.848
2204.238	8972.626	2452.174	1151.079	5585.593	2366.474	5293.082
2204.774	8973.980	2452.610	1151.079	5586.250	2366.863	5293.082
2205.337	8975.150	2453.101	1151.079	5586.618	2367.312	5293.082
2205.802	8976.302	2453.787	1151.079	5586.897	2367.869	5293.082
2206.117	8977.327	2454.452	1151.079	5587.103	2368.529	5293.082
2206.360	8978.244	2455.163	1151.079	5587.103	2369.195	5293.082
2206.616	8979.232	2456.072	1151.079	5587.428	2369.845	5293.470
2206.837	8980.154	2456.891	1151.079	5587.428	2370.581	5293.470
2207.096	8980.971	2457.759	1151.354	5587.868	2371.319	5293.470
2207.361	8981.796	2458.790	1151.354	5588.384	2372.033	5293.470
2207.678	8982.586	2459.733	1151.570	5588.743	2372.722	5295.458
2207.987	8983.409	2460.620	1151.570	5589.174	2373.570	5295.458
2208.272	8984.197	2461.712	1151.801	5589.709	2374.336	5295.458
2208.546	8985.130	2462.845	1151.801	5590.308	2375.077	5295.458
2208.766	8986.047	2463.869	1152.090	5590.915	2376.096	5295.458
2208.997	8987.105	2465.087	1152.090	5591.544	2376.919	5295.458
2209.206	8988.274	2466.134	1152.381	5592.159	2377.713	5295.721
2209.427	8989.482	2467.566	1152.381	5592.790	2378.580	5295.721
2209.427	8990.663	2468.748	1152.645	5593.376	2379.491	5295.721
2209.645	8991.940	2470.038	1152.645	5594.033	2380.387	5295.975
2209.645	8993.063	2471.451	1152.969	5594.638	2381.389	5295.975
2209.645	8994.252	2472.674	1153.185	5595.253	2382.251	5295.975
2210.018	8995.211	2473.775	1153.421	5595.924	2383.157	5296.210
2210.018	8996.282	2474.807	1153.645	5596.702	2384.024	5296.210
2210.337	8997.300	2475.816	1153.883	5597.465	2384.822	5296.547
2210.337	8998.292	2476.715	1154.115	5598.254	2385.518	5296.547
2210.540	8999.321	2477.464	1154.332	5599.152	2386.203	5296.814
2210.540	9000.337	2478.608	1154.586	5600.061	2386.896	5296.814
2210.801	9001.175	2479.285	1154.586	5600.994	2387.412	5297.145
2210.801	9002.035	2479.799	1154.969	5602.025	2387.900	5297.145
2211.107	9002.858	2480.176	1154.969	5603.040	2388.345	5297.474
2211.107	9003.554	2480.761	1155.325	5603.941	2388.738	5297.474
2211.557	9004.101	2481.196	1155.325	5604.844	2389.089	5297.822
2211.806	9004.686	2481.627	1155.727	5605.784	2389.421	5298.058
2212.058	9005.309	2482.199	1155.727	5606.639	2389.803	5298.058
2212.324	9005.908	2482.705	1156.093	5607.407	2390.214	5298.348
2212.613	9006.465	2483.714	1156.303	5608.126	2390.594	5298.348
2212.862	9006.997	2484.366	1156.554	5608.876	2390.993	5298.348
2213.123	9007.520	2484.970	1156.836	5609.892	2391.405	5298.348
2213.377	9008.135	2485.633	1157.139	5610.409	2391.911	5298.348
2213.625	9008.750	2486.096	1157.470	5610.815	2392.377	5298.348
2213.909	9009.394	2486.539	1157.726	5611.068	2392.825	5298.348
2214.180	9010.025	2486.994	1157.935	5611.068	2393.272	5298.348
2214.445	9010.578	2487.398	1157.935	5611.349	2393.642	5298.348
2214.445	9011.093	2487.813	1158.216	5611.349	2393.990	5298.348
2214.790	9011.562	2488.157	1158.216	5611.872	2394.271	5298.606
2214.790	9012.002	2488.380	1158.216	5612.291	2394.505	5298.606
2215.055	9012.411	2488.380	1158.216	5612.733	2394.505	5298.806
2215.055	9012.762	2488.380	1158.216	5613.380	2394.814	5298.806
2215.258	9013.135	2488.615	1158.216	5613.846	2394.814	5298.806
2215.258	9013.650	2488.615	1158.438	5614.341	2394.814	5298.806
2215.466	9014.158	2488.615	1158.438	5614.752	2395.058	5298.806
2215.466	9014.701	2488.909	1158.438	5615.089	2395.058	5298.806
2215.466	9015.193	2488.909	1158.729	5615.352	2395.058	5299.048
2215.466	9015.635	2489.222	1158.729	5615.562	2395.303	5299.048
2215.684	9016.053	2489.222	1158.990	5615.562	2395.303	5299.290
2215.684	9016.394	2489.604	1158.990	5615.991	2395.303	5299.290
2215.684	9016.664	2489.888	1159.215	5616.233	2395.544	5299.612
2215.987	9016.664	2490.206	1159.215	5616.503	2395.544	5299.612
2215.987	9016.951	2490.540	1159.416	5616.763	2395.775	5299.935
2216.372	9016.951	2490.978	1159.416	5617.048	2395.775	5300.164
2216.655	9017.417	2491.414	1159.639	5617.353	2396.118	5300.433
2216.923	9017.781	2492.045	1159.639	5618.087	2396.118	5300.825
2217.144	9018.217	2492.923	1159.921	5618.581	2396.416	5301.369
2217.368	9018.724	2493.877	1160.124	5619.276	2396.416	5302.061
2217.368	9019.195	2495.606	1160.367	5620.248	2396.697	5302.503
2217.634	9019.660	2497.134	1160.634	5621.573	2396.924	5303.196
2217.634	9020.136	2498.695	1160.953	5623.291	2397.242	5304.001
2217.634	9020.537	2500.506	1161.359	5625.262	2397.617	5304.823
2217.634	9021.000	2502.307	1161.815	5627.633	2398.093	5305.236
2217.844	9021.647	2504.132	1162.331	5630.197	2398.620	5305.537
2217.844	9022.249	2505.636	1162.830	5632.798	2399.184	5305.825
2218.084	9022.803	2506.940	1163.376	5635.362	2399.723	5306.148
2218.084	9023.468	2507.814	1163.984	5637.858	2400.291	5306.496
2218.351	9024.409	2508.343	1164.601	5640.054	2400.705	5306.865
2218.351	9025.407	2508.343	1165.165	5641.956	2401.015	5307.379
2218.584	9026.271	2508.612	1165.651	5643.608	2401.263	5307.892
2218.584	9027.137	2509.018	1166.084	5644.936	2401.263	5308.402
2218.946	9028.009	2509.722	1166.440	5645.957	2401.598	5308.857
2219.176	9028.876	2510.730	1166.751	5646.623	2401.805	5309.253
2219.410	9029.647	2512.015	1167.060	5647.010	2402.120	5309.643
2219.668	9030.300	2513.536	1167.394	5647.243	2402.478	5310.026
2219.942	9030.974	2515.265	1167.774	5647.243	2402.912	5310.395
2220.203	9031.609	2517.222	1168.269	5647.665	2403.380	5310.615
2220.431	9032.187	2519.349	1168.824	5648.022	2403.863	5310.828
2220.431	9032.695	2521.602	1169.400	5648.433	2404.383	5311.079
2220.730	9033.122	2523.908	1169.908	5648.871	2404.766	5311.079
2220.730	9033.535	2526.222	1170.453	5649.344	2405.099	5311.481
2220.978	9033.888	2528.860	1171.092	5649.947	2405.431	5311.481
2220.978	9034.140	2530.865	1171.697	5650.581	2405.802	5311.804
2221.192	9034.140	2532.859	1172.289	5651.243	2406.182	5311.804
2221.192	9034.529	2534.636	1172.777	5651.819	2406.554	5312.012
2221.508	9034.744	2536.258	1173.292	5652.444	2406.977	5312.012
2221.508	9034.968	2537.643	1173.779	5653.066	2407.342	5312.012
2221.859	9035.257	2538.862	1174.157	5653.653	2407.801	5312.271
2221.859	9035.619	2539.817	1174.416	5654.116	2408.373	5312.271
2222.118	9036.047	2540.646	1174.629	5654.595	2408.885	5312.271
2222.118	9036.517	2541.438	1174.629	5655.029	2409.382	5312.271
2222.118	9037.086	2542.042	1174.629	5655.449	2409.784	5312.271
2222.118	9037.704	2542.524	1174.629	5655.857	2410.165	5312.271
2222.434	9038.198	2542.995	1174.629	5656.318	2410.523	5312.271
2222.434	9038.651	2543.357	1174.629	5656.777	2410.846	5312.271
2222.802	9039.135	2543.746	1174.885	5657.171	2411.134	5312.271
2222.802	9039.551	2544.047	1174.885	5657.559	2411.405	5312.484
2223.126	9039.948	2544.287	1174.885	5658.009	2411.698	5312.484
2223.126	9040.299	2544.520	1175.180	5658.516	2411.995	5312.484
2223.456	9040.597	2544.762	1175.180	5659.068	2412.270	5312.737
2223.456	9040.914	2545.055	1175.180	5659.639	2412.566	5312.737
2223.827	9041.227	2545.405	1175.484	5660.161	2412.890	5312.737
2224.059	9041.635	2545.790	1175.484	5660.724	2413.242	5312.972
2224.319	9042.006	2546.080	1175.484	5661.277	2413.662	5312.972
2224.590	9042.262	2546.462	1175.733	5661.867	2414.092	5312.972
2224.887	9042.491	2546.793	1175.733	5662.433	2414.480	5312.972
2225.200	9042.491	2547.179	1175.733	5662.978	2414.829	5313.190
2225.495	9042.793	2547.612	1175.973	5663.486	2415.130	5313.190
2225.773	9042.793	2548.107	1175.973	5664.008	2415.410	5313.190
2225.991	9043.116	2548.641	1175.973	5664.576	2415.658	5313.190
2225.991	9043.423	2549.201	1176.237	5665.107	2415.864	5313.425
2226.321	9043.869	2549.702	1176.237	5665.642	2415.864	5313.425
2226.321	9044.457	2550.280	1176.237	5666.229	2416.235	5313.425
2226.553	9045.115	2550.840	1176.505	5666.886	2416.235	5313.425
2226.553	9045.759	2551.451	1176.505	5667.513	2416.558	5313.425
2226.553	9046.426	2552.050	1176.775	5668.177	2416.558	5313.425
2226.833	9047.093	2552.628	1176.775	5668.980	2416.865	5313.425
2226.833	9047.736	2552.979	1177.115	5669.745	2416.865	5313.685
2227.214	9048.349	2553.782	1177.115	5670.463	2417.257	5313.685
2227.214	9048.945	2554.380	1177.407	5671.377	2417.463	5313.685
2227.590	9049.562	2555.009	1177.407	5672.239	2417.756	5313.685
2227.819	9050.262	2555.431	1177.627	5673.093	2418.003	5313.685
2227.819	9050.936	2555.986	1177.627	5674.132	2418.296	5313.981
2228.234	9051.531	2556.540	1177.849	5675.087	2418.637	5313.981
2228.234	9052.148	2557.153	1177.849	5676.022	2418.963	5313.981
2228.617	9052.828	2557.908	1178.118	5677.056	2419.262	5313.981
2228.908	9053.558	2558.305	1178.118	5677.919	2419.571	5314.223
2229.187	9054.331	2559.097	1178.444	5678.798	2419.855	5314.223
2229.477	9055.064	2559.634	1178.444	5679.543	2420.179	5314.223
2229.772	9055.781	2560.319	1178.755	5680.082	2420.456	5314.223
2230.050	9056.665	2560.918	1178.755	5680.475	2420.821	5314.223
2230.336	9057.600	2561.642	1179.055	5680.811	2421.139	5314.223
2230.565	9058.985	2562.234	1179.055	5681.088	2421.507	5314.223
2230.805	9059.523	2562.799	1179.055	5681.333	2421.934	5314.223
2231.136	9059.985	2563.272	1179.346	5681.577	2422.361	5314.223
2231.478	9060.290	2563.707	1179.346	5681.898	2422.846	5314.223
2231.809	9060.290	2564.108	1179.346	5682.275	2423.257	5314.223
2232.107	9060.566	2564.485	1179.572	5682.716	2423.658	5314.223
2232.361	9060.786	2564.845	1179.572	5683.188	2423.992	5314.223
2232.618	9061.094	2565.194	1179.572	5683.688	2424.336	5314.223
2232.618	9062.058	2565.542	1179.814	5684.288	2424.667	5314.223
2233.030	9062.539	2565.965	1179.814	5685.018	2425.069	5314.431
2233.030	9063.051	2566.412	1179.814	5685.904	2425.460	5314.431
2233.322	9063.644	2566.897	1180.055	5686.753	2425.857	5314.431
2233.322	9064.452	2567.363	1180.055	5687.730	2426.336	5314.431
2233.683	9065.424	2567.806	1180.055	5688.962	2426.830	5314.431
2233.908	9066.422	2568.166	1180.313	5690.237	2427.394	5314.431
2234.161	9067.615	2568.469	1180.313	5691.812	2427.945	5314.431
2234.366	9068.810	2568.773	1180.516	5693.295	2428.556	5314.431
2234.578	9070.360	2569.081	1180.516	5694.973	2429.214	5314.431
2234.830	9071.842	2569.388	1180.516	5696.488	2429.916	5314.431
2234.830	9073.330	2569.770	1180.732	5698.400	2430.722	5314.431
2235.194	9074.817	2570.174	1180.732	5699.831	2431.487	5314.431
2235.194	9076.238	2570.522	1180.732	5701.117	2432.375	5314.431
2235.428	9077.508	2570.825	1180.732	5702.469	2433.216	5314.431
2235.428	9078.611	2571.099	1180.732	5703.690	2433.923	5314.431
2235.428	9079.389	2571.353	1180.732	5704.856	2434.659	5314.431
2235.693	9080.361	2571.638	1180.732	5705.861	2435.316	5314.431
2235.693	9081.341	2571.904	1180.732	5706.824	2435.878	5314.431
2235.693	9082.194	2572.156	1180.732	5707.741	2436.379	5314.431
2235.693	9082.966	2572.410	1180.732	5708.513	2436.866	5314.431
2235.693	9083.785	2572.666	1180.990	5709.141	2437.313	5314.431
2235.693	9084.629	2572.994	1180.990	5709.678	2437.703	5314.659
2235.922	9085.293	2573.358	1181.245	5710.156	2437.986	5314.659
2235.922	9085.849	2573.704	1181.245	5710.572	2438.228	5314.659
2236.216	9086.316	2574.002	1181.534	5710.877	2438.228	5314.659
2236.216	9086.762	2574.276	1181.534	5711.082	2438.553	5314.919
2236.558	9087.118	2574.548	1181.778	5711.082	2438.553	5314.919
2236.558	9087.415	2574.766	1181.778	5711.378	2438.858	5314.919
2236.855	9087.659	2575.016	1181.778	5711.631	2438.858	5314.919
2236.855	9087.659	2575.016	1181.778	5712.004	2439.139	5314.919
2237.099	9087.907	2575.392	1181.778	5712.395	2439.139	5314.919
2237.099	9087.907	2575.603	1181.778	5712.852	2439.528	5314.919
2237.365	9088.212	2575.603	1181.778	5713.240	2439.775	5314.919
2237.365	9088.420	2575.997	1181.778	5713.542	2440.139	5315.163
2237.724	9088.420	2576.223	1181.778	5713.873	2440.520	5315.163
2237.950	9088.722	2576.223	1181.778	5714.219	2440.991	5315.163
2238.171	9088.722	2576.587	1181.778	5714.629	2441.524	5315.163
2238.430	9089.046	2576.587	1182.012	5715.034	2442.100	5315.163
2238.706	9089.355	2576.951	1182.012	5715.484	2442.561	5315.163
2238.983	9089.784	2576.951	1182.012	5716.034	2443.056	5315.163
2239.329	9090.288	2577.252	1182.012	5716.602	2443.674	5315.163
2239.719	9091.165	2577.252	1182.012	5717.088	2444.282	5315.163
2240.109	9091.872	2577.549	1182.226	5717.499	2444.899	5315.163
2240.536	9092.664	2577.549	1182.226	5717.878	2445.565	5315.163
2240.842	9093.450	2577.875	1182.226	5718.210	2446.233	5315.163
2241.193	9094.341	2577.875	1182.226	5718.520	2446.990	5315.163
2241.601	9095.189	2578.268	1182.226	5718.869	2447.689	5315.163
2241.995	9096.066	2578.494	1182.226	5719.336	2448.428	5315.163
2242.332	9096.811	2578.741	1182.428	5719.742	2449.294	5315.163
2242.609	9097.519	2579.015	1182.428	5720.358	2449.861	5315.163
2242.928	9098.143	2579.310	1182.428	5721.043	2450.493	5315.163
2243.208	9098.643	2579.645	1182.428	5721.837	2451.048	5315.163
2243.484	9099.064	2580.034	1182.671	5722.668	2451.525	5315.163
2243.704	9099.528	2580.543	1182.671	5723.453	2451.882	5315.163
2243.704	9099.989	2581.062	1182.671	5724.320	2452.176	5315.163
2243.921	9100.460	2581.675	1182.980	5725.274	2452.408	5315.163
2243.921	9100.856	2582.255	1182.980	5726.114	2452.618	5315.163
2243.921	9101.183	2582.911	1183.269	5726.973	2452.831	5315.163
2244.196	9101.532	2583.758	1183.269	5727.879	2452.831	5315.163
2244.196	9102.001	2584.550	1183.546	5728.706	2453.187	5315.163
2244.594	9102.535	2585.283	1183.546	5729.411	2453.391	5315.163
2244.906	9103.082	2586.227	1183.904	5729.932	2453.642	5315.163
2245.292	9103.635	2587.229	1183.904	5730.407	2454.004	5315.163
2245.797	9104.267	2588.101	1184.301	5730.991	2454.591	5315.163
2246.290	9105.010	2589.131	1184.507	5731.582	2454.998	5315.163
2246.731	9105.840	2589.993	1184.724	5732.243	2455.432	5315.163
2247.237	9106.547	2590.933	1184.938	5733.065	2455.894	5315.163
2247.761	9107.287	2591.895	1185.147	5734.015	2456.327	5316.928
2248.371	9108.142	2592.656	1185.382	5734.943	2456.651	5316.928
2248.896	9108.938	2593.396	1185.608	5736.040	2456.918	5317.130
2249.278	9109.681	2594.223	1185.828	5737.233	2456.918	5317.130
2249.625	9110.456	2595.085	1186.029	5738.313	2457.285	5317.130
2249.858	9111.252	2595.840	1186.029	5739.544	2457.569	5317.130
2250.075	9112.071	2596.562	1186.392	5740.781	2457.903	5317.130
2250.075	9112.791	2597.325	1186.392	5741.915	2458.262	5317.130
2250.368	9113.458	2598.026	1186.677	5743.113	2458.553	5317.361
2250.368	9114.091	2598.670	1186.677	5744.174	2458.796	5317.361
2250.368	9114.715	2599.341	1186.945	5745.829	2458.796	5319.289
2250.368	9115.214	2600.070	1186.945	5746.997	2459.096	5319.289
2250.368	9115.684	2600.648	1187.168	5748.002	2459.096	5319.289
2250.574	9116.042	2601.357	1187.168	5748.988	2459.346	5319.289
2250.574	9116.355	2602.100	1187.457	5750.029	2459.346	5319.289
2250.574	9116.699	2602.873	1187.457	5751.068	2459.673	5319.289
2250.810	9116.997	2603.543	1187.750	5751.853	2459.673	5319.289
2250.810	9117.330	2604.131	1187.750	5752.757	2459.927	5319.289
2250.810	9117.711	2604.750	1188.079	5753.764	2459.927	5319.289
2250.810	9118.133	2605.441	1188.079	5754.596	2460.193	5319.289
2251.015	9118.551	2606.077	1188.359	5755.397	2460.193	5319.289
2251.015	9118.977	2606.576	1188.359	5756.233	2460.490	5319.289
2251.015	9119.352	2606.963	1188.629	5757.107	2460.490	5319.289
2251.015	9119.699	2607.322	1188.629	5757.832	2460.892	5319.289
2251.015	9120.040	2607.635	1188.874	5758.496	2460.892	5319.289
2251.258	9120.319	2607.869	1188.874	5759.169	2461.250	5319.521
2251.258	9120.552	2608.092	1188.874	5759.765	2461.250	5319.521
2251.258	9120.782	2608.092	1188.874	5760.321	2461.562	5319.521
2251.258	9120.782	2608.390	1188.874	5760.837	2461.816	5319.521
