P2_hands_comp_Distance_X	P2_hands_comp_Distance_Y	P2_hands_comp_Distance_Z
-85.123	160.407	19.373
-85.413	160.244	19.364
-85.708	160.022	19.336
-85.972	159.841	19.280
-86.222	159.654	19.209
-86.396	159.449	19.004
-86.561	159.350	18.789
-86.718	159.119	18.452
-86.881	158.935	18.088
-86.975	158.893	17.748
-87.084	158.936	17.371
-87.028	159.067	16.912
-87.000	159.178	16.422
-86.679	159.401	15.681
-86.577	159.643	15.534
-86.245	159.758	15.106
-85.941	159.818	14.780
-85.548	159.870	14.411
-85.173	159.909	14.117
-84.794	159.908	13.832
-84.447	159.941	13.597
-84.088	160.013	13.389
-83.695	160.104	13.163
-83.165	160.082	12.752
-82.804	160.209	12.670
-82.502	160.330	12.620
-82.248	160.403	12.561
-82.038	160.454	12.470
-81.933	160.413	12.395
-81.904	160.250	12.337
-81.923	159.967	12.331
-81.955	159.761	12.371
-82.112	159.500	12.468
-82.332	159.224	12.668
-82.569	159.014	12.885
-82.741	158.898	13.095
-82.986	158.778	13.263
-83.140	158.805	13.370
-83.046	158.937	13.422
-82.969	159.078	13.475
-82.784	159.058	13.530
-82.580	158.886	13.561
-82.409	158.728	13.664
-82.362	158.408	13.793
-82.388	157.858	13.960
-82.469	157.557	14.054
-82.623	157.295	14.211
-82.875	157.159	14.357
-83.198	157.104	14.497
-83.596	157.285	14.647
-84.146	157.664	14.784
-84.748	158.372	14.929
-85.450	159.116	15.045
-86.142	160.154	15.049
-86.913	161.180	15.089
-87.678	162.248	15.112
-88.292	163.531	15.059
-88.897	164.533	15.031
-89.289	165.265	14.984
-89.617	166.031	14.969
-89.849	166.544	14.858
-89.877	166.945	14.834
-89.998	167.101	14.864
-90.011	167.192	14.972
-89.981	167.233	15.020
-90.000	167.256	15.085
-89.879	167.262	15.024
-89.764	167.248	15.009
-89.589	167.273	14.961
-89.340	167.394	14.909
-89.068	167.528	14.808
-88.858	167.671	14.728
-88.687	167.717	14.679
-88.546	167.725	14.696
-88.460	167.737	14.755
-88.415	167.750	14.911
-88.530	167.673	15.116
-88.647	167.447	15.270
-88.798	167.174	15.526
-88.943	166.564	16.063
-89.180	166.253	16.461
-89.381	166.025	16.742
-89.575	165.837	16.983
-89.771	165.722	17.206
-89.979	165.661	17.364
-90.125	165.650	17.579
-90.327	165.688	17.656
-90.498	165.771	17.740
-90.592	165.788	17.837
-90.838	165.831	17.887
-90.930	165.732	17.939
-90.972	165.589	17.964
-91.174	165.382	18.051
-91.026	165.040	18.033
-91.126	164.652	18.133
-90.999	164.119	18.304
-90.833	163.575	18.504
-90.601	163.090	18.608
-90.291	162.633	18.746
-89.951	162.318	18.857
-89.481	162.004	18.969
-88.948	161.661	19.029
-88.475	161.428	19.068
-87.979	161.145	19.077
-87.472	160.864	19.031
-86.970	160.553	19.010
-86.556	160.221	19.002
-86.218	159.938	18.978
-85.910	159.691	18.960
-85.602	159.537	18.932
-85.375	159.516	18.988
-85.192	159.564	19.022
-85.006	159.757	18.956
-84.916	160.024	18.910
-84.817	160.278	18.852
-84.808	160.509	18.791
-84.840	160.750	18.700
-84.869	160.942	18.589
-84.933	161.080	18.535
-84.982	161.208	18.429
-84.992	161.294	18.313
-85.008	161.334	18.207
-84.955	161.401	18.123
-84.919	161.459	18.034
-84.892	161.431	17.886
-84.926	161.354	17.726
-85.004	161.190	17.527
-85.115	160.943	17.359
-85.269	160.576	17.229
-85.395	160.153	17.022
-85.523	159.732	16.873
-85.637	159.415	16.698
-85.734	159.052	16.538
-85.786	158.690	16.377
-85.788	158.355	16.196
-85.776	158.026	15.980
-85.746	157.711	15.761
-85.669	157.388	15.533
-85.634	157.053	15.308
-85.521	156.715	15.102
-85.341	156.380	14.842
-85.107	156.074	14.621
-84.662	155.885	14.361
-84.207	155.713	13.962
-83.490	155.639	13.499
-82.657	155.734	13.047
-81.585	155.852	12.469
-80.605	156.066	11.901
-79.376	156.306	11.177
-78.120	156.769	10.377
-76.745	157.264	9.681
-75.236	157.792	8.888
-73.475	158.529	8.099
-71.791	159.203	7.253
-69.993	159.998	6.350
-68.238	160.750	5.468
-66.430	161.675	4.341
-65.210	162.262	2.726
-64.242	163.209	1.562
-63.147	164.192	0.673
-62.051	164.918	-0.329
-61.032	165.473	-1.355
-60.123	165.795	-2.312
-59.249	165.746	-3.428
-58.424	165.513	-4.525
-57.791	164.976	-5.542
-57.356	164.151	-6.667
-57.143	162.949	-7.698
-57.324	161.272	-8.681
-57.705	159.124	-9.471
-58.210	156.405	-10.215
-58.704	153.258	-10.579
-58.737	149.492	-11.185
-59.209	145.809	-11.706
-59.576	142.018	-12.301
-60.137	138.243	-13.035
-60.607	134.503	-13.574
-61.034	131.000	-14.059
-61.605	127.545	-14.421
-61.875	124.811	-14.671
-62.029	122.508	-14.885
-62.222	120.853	-14.634
-62.173	119.732	-14.176
-62.434	119.042	-13.300
-62.855	118.508	-12.456
-63.016	118.329	-11.803
-62.692	118.327	-11.546
-62.203	118.414	-11.457
-61.465	118.540	-11.489
-60.630	118.530	-11.626
-59.855	118.565	-11.758
-59.110	118.706	-11.941
-58.494	118.704	-12.298
-57.963	118.646	-12.804
-57.408	118.540	-13.458
-56.706	118.128	-14.195
-56.013	117.734	-15.034
-55.569	116.722	-15.806
-55.611	115.801	-16.627
-55.110	114.900	-17.777
-54.197	114.525	-19.156
-53.532	114.054	-20.589
-52.805	113.654	-22.015
-52.002	113.238	-23.249
-51.182	112.990	-24.303
-50.327	112.808	-25.273
-49.399	112.491	-26.063
-48.366	112.377	-26.635
-47.246	112.483	-27.245
-46.242	112.392	-27.664
-45.250	112.375	-28.150
-44.237	112.306	-28.612
-43.285	112.134	-28.980
-42.400	111.950	-29.371
-41.558	111.781	-29.682
-40.679	111.552	-29.893
-39.835	111.319	-30.098
-39.087	111.156	-30.218
-38.181	110.945	-30.531
-37.662	110.833	-30.661
-37.142	110.724	-30.727
-36.529	110.584	-30.702
-35.890	110.301	-30.735
-35.198	110.092	-30.733
-34.521	109.940	-30.702
-33.887	109.798	-30.631
-33.219	109.615	-30.565
-32.498	109.463	-30.451
-31.849	109.332	-30.280
-31.263	109.271	-30.116
-30.767	109.130	-29.959
-30.205	108.974	-29.785
-29.626	108.798	-29.694
-29.098	108.669	-29.616
-28.625	108.563	-29.543
-28.031	108.457	-29.504
-27.393	108.377	-29.462
-26.722	108.330	-29.416
-26.058	108.285	-29.446
-25.461	108.216	-29.488
-24.801	108.159	-29.511
-24.067	108.078	-29.656
-23.299	107.908	-29.925
-22.578	107.681	-30.312
-21.898	107.512	-30.707
-21.389	107.311	-31.169
-21.026	107.155	-31.618
-20.844	106.977	-32.085
-20.266	106.775	-32.716
-20.207	106.592	-33.091
-20.281	106.436	-33.441
-20.500	106.279	-33.660
-20.830	106.090	-33.883
-21.384	105.928	-34.017
-21.976	105.818	-34.048
-22.584	105.648	-34.066
-23.224	105.436	-34.097
-24.496	105.155	-33.817
-25.166	104.942	-33.793
-25.719	104.767	-33.844
-26.117	104.667	-33.896
-26.427	104.626	-33.858
-26.598	104.612	-33.874
-26.702	104.592	-33.847
-26.828	104.611	-33.827
-26.930	104.596	-33.784
-27.114	104.606	-33.697
-27.385	104.592	-33.551
-27.744	104.571	-33.466
-28.076	104.549	-33.334
-28.380	104.550	-33.185
-28.206	104.606	-33.229
-28.418	104.592	-33.002
-28.612	104.553	-32.797
-28.668	104.550	-32.582
-28.667	104.543	-32.392
-28.597	104.555	-32.142
-28.570	104.556	-31.816
-29.085	104.255	-31.557
-29.165	104.283	-31.197
-29.231	104.397	-30.808
-29.311	104.561	-30.346
-29.509	104.703	-29.945
-29.703	104.856	-29.534
-29.956	105.010	-29.073
-30.104	105.226	-28.615
-30.362	105.443	-27.922
-30.630	106.218	-27.270
-31.002	106.469	-26.700
-31.865	107.308	-25.690
-32.483	107.825	-25.099
-33.049	108.518	-24.357
-33.806	109.322	-23.560
-34.510	109.989	-22.801
-35.466	110.680	-22.121
-36.311	111.364	-21.473
-37.122	111.938	-20.960
-37.931	112.462	-20.357
-38.861	113.075	-19.773
-39.979	113.550	-19.472
-40.674	114.177	-19.235
-41.415	114.756	-18.831
-42.073	115.256	-18.391
-42.783	115.618	-17.997
-43.388	116.061	-17.494
-44.051	116.518	-16.987
-44.657	116.908	-16.517
-45.206	117.242	-15.901
-45.731	117.609	-15.338
-46.132	118.007	-14.749
-46.469	118.235	-14.208
-46.709	118.349	-13.759
-46.901	118.401	-13.313
-47.083	118.462	-12.885
-47.624	118.184	-12.209
-47.807	117.990	-11.831
-48.072	117.756	-11.401
-48.270	117.521	-10.902
-48.267	117.303	-10.440
-48.272	117.022	-9.946
-48.295	116.696	-9.579
-48.278	116.400	-9.221
-48.266	116.015	-8.928
-48.199	115.573	-8.811
-48.035	115.086	-8.801
-47.872	114.604	-8.783
-48.061	113.987	-8.416
-47.998	113.499	-8.333
-47.856	113.144	-8.242
-47.626	112.896	-8.117
-47.329	112.774	-8.155
-46.933	112.617	-8.166
-46.401	112.401	-8.168
-45.740	112.249	-8.232
-44.999	112.201	-8.226
-44.137	112.051	-8.263
-43.258	112.027	-8.245
-42.425	111.997	-8.131
-41.673	112.026	-8.030
-40.364	111.801	-8.019
-39.230	112.022	-7.529
-38.323	112.372	-7.464
-37.770	112.329	-7.195
-37.323	112.360	-6.979
-36.965	112.448	-6.816
-36.729	112.586	-6.726
-36.566	112.747	-6.627
-36.471	112.943	-6.628
-36.436	113.162	-6.647
-36.387	113.422	-6.714
-36.340	113.646	-6.866
-36.318	113.868	-7.082
-36.210	114.124	-7.366
-35.894	114.368	-7.812
-35.948	114.688	-8.051
-36.058	114.966	-8.258
-36.146	115.294	-8.547
-36.628	115.870	-8.782
-36.547	116.195	-9.139
-37.076	116.235	-9.686
-37.310	116.635	-10.092
-37.461	117.213	-10.441
-37.635	117.833	-10.934
-37.756	118.444	-11.529
-37.742	119.090	-12.181
-37.705	119.766	-12.852
-37.683	120.341	-13.642
-37.729	121.082	-14.518
-37.653	121.649	-15.291
-37.626	122.108	-16.085
-37.544	122.474	-16.859
-37.406	122.821	-17.648
-37.174	123.046	-18.469
-36.872	123.220	-19.232
-36.585	123.388	-19.896
-36.306	123.492	-20.539
-36.106	123.610	-21.172
-35.936	123.858	-21.788
-35.748	123.905	-22.129
-35.523	124.016	-22.530
-35.066	124.084	-22.938
-34.222	123.789	-23.753
-34.028	124.272	-23.795
-33.362	124.321	-24.236
-32.397	124.032	-25.032
-31.545	124.143	-25.470
-30.572	124.251	-25.841
-29.402	124.308	-26.388
-28.373	124.432	-26.794
-27.366	124.513	-27.221
-26.190	124.551	-27.689
-24.961	124.590	-28.233
-23.447	124.646	-28.708
-21.789	124.635	-29.225
-20.023	124.795	-29.833
-17.842	125.039	-30.915
-15.854	124.984	-31.770
-13.909	124.925	-32.273
-12.156	124.750	-32.926
-10.148	124.996	-33.609
-8.733	125.062	-34.345
-7.329	125.125	-35.179
-6.275	124.936	-35.801
-5.428	124.825	-36.492
-4.696	124.655	-37.134
-4.025	124.434	-37.721
-3.406	124.587	-37.905
-2.938	124.475	-38.499
-2.353	124.045	-39.121
-1.959	123.783	-39.627
-1.639	123.576	-40.038
-1.507	123.503	-40.467
-1.392	123.394	-40.818
-1.359	123.403	-41.003
-1.251	123.376	-41.172
-1.052	123.314	-41.293
-0.835	123.293	-41.375
-0.636	123.296	-41.363
-0.404	123.319	-41.293
-0.209	123.313	-41.165
-0.039	123.288	-41.011
0.057	123.323	-40.864
0.077	123.370	-40.672
0.092	123.460	-40.455
0.073	123.575	-40.191
-0.177	124.077	-39.389
0.128	124.220	-39.213
0.154	124.339	-38.843
0.201	124.387	-38.558
0.309	124.390	-38.292
0.383	124.425	-38.007
0.420	124.508	-37.681
0.481	124.597	-37.369
0.492	124.643	-37.087
0.527	124.709	-36.779
0.725	124.843	-36.453
0.924	124.946	-36.189
1.183	125.124	-35.902
1.536	125.274	-35.650
2.033	125.377	-35.366
2.556	125.508	-35.030
3.170	125.630	-34.799
3.733	125.716	-34.579
4.271	125.874	-34.349
4.884	126.055	-34.186
5.337	126.008	-33.836
6.001	126.116	-33.678
6.567	126.233	-33.569
7.241	126.264	-33.548
7.968	126.344	-33.696
8.649	126.323	-33.836
9.577	126.333	-34.056
10.407	126.366	-34.371
11.305	126.358	-34.648
12.282	126.275	-35.009
13.143	126.098	-35.400
13.912	126.052	-35.841
14.396	125.882	-36.267
14.887	125.800	-36.584
15.168	125.608	-36.979
15.232	125.573	-37.325
15.230	125.522	-37.643
15.219	125.559	-37.835
14.971	125.507	-38.201
14.647	125.482	-38.356
14.281	125.456	-38.689
13.889	125.473	-38.905
13.375	125.435	-39.162
12.952	125.506	-39.453
12.593	125.493	-39.658
12.116	125.484	-39.763
11.711	125.563	-39.804
11.353	125.565	-39.857
10.903	125.616	-39.981
10.527	125.617	-40.046
10.169	125.664	-40.049
9.804	125.733	-40.025
9.466	125.763	-40.047
9.152	125.773	-40.021
8.858	125.831	-39.964
8.621	125.935	-39.926
8.377	126.065	-39.991
8.094	126.155	-40.082
7.722	126.219	-40.137
7.265	126.262	-40.235
6.823	126.340	-40.409
6.280	126.499	-40.621
5.387	126.775	-40.863
4.352	127.055	-41.148
3.111	127.288	-41.394
1.809	127.634	-41.718
0.284	128.185	-41.981
-1.391	128.659	-42.206
-3.547	129.384	-42.293
-5.561	130.403	-42.627
-7.712	131.330	-42.824
-10.053	132.418	-43.330
-12.472	133.681	-43.556
-14.999	134.898	-43.900
-17.573	136.352	-43.855
-20.260	137.775	-43.853
-23.443	138.865	-43.637
-26.194	140.256	-43.627
-29.322	141.349	-43.496
-32.514	142.981	-43.290
-36.214	144.869	-43.369
-39.534	147.128	-43.453
-43.409	149.991	-43.092
-47.260	152.908	-42.780
-51.064	156.007	-42.259
-54.613	159.313	-41.704
-58.009	162.633	-41.075
-61.079	166.093	-40.292
-64.126	169.385	-39.506
-66.893	172.536	-38.526
-69.409	175.733	-37.736
-71.676	178.784	-36.774
-73.863	181.671	-35.854
-75.415	184.128	-34.839
-77.359	185.965	-33.547
-78.858	188.150	-32.552
-80.051	190.138	-31.543
-81.333	191.264	-30.532
-82.248	192.462	-29.773
-83.063	193.253	-28.778
-83.682	193.649	-27.851
-84.122	193.749	-26.875
-84.414	193.304	-25.829
-84.431	192.435	-24.833
-84.127	191.104	-23.835
-83.602	189.062	-22.856
-82.640	187.049	-21.775
-81.711	184.420	-20.969
-80.288	181.644	-20.594
-78.833	178.517	-20.366
-77.282	175.015	-20.253
-75.545	171.563	-20.340
-73.859	167.720	-20.466
-72.228	163.804	-20.457
-70.642	159.911	-20.545
-69.337	156.066	-20.575
-67.948	152.206	-20.839
-66.850	148.512	-21.074
-65.891	144.791	-21.299
-64.854	141.308	-21.628
-63.878	137.934	-22.100
-63.008	134.705	-22.557
-62.249	131.852	-23.182
-61.686	129.223	-23.987
-61.084	126.899	-24.947
-60.815	124.928	-25.858
-60.729	123.400	-26.409
-61.095	121.924	-26.893
-61.698	120.914	-27.229
-62.487	120.100	-27.512
-63.339	119.272	-27.835
-64.410	118.712	-28.209
-65.454	118.758	-28.686
-66.584	118.697	-29.328
-67.706	118.680	-30.081
-68.767	118.542	-31.065
-70.093	118.352	-32.329
-71.288	118.267	-33.269
-72.520	118.254	-34.139
-73.487	118.826	-35.043
-74.576	118.954	-35.613
-75.546	119.303	-35.941
-76.427	119.567	-36.072
-77.166	120.088	-36.026
-77.867	120.529	-36.070
-78.090	121.413	-35.621
-78.555	122.200	-35.199
-78.854	123.024	-34.693
-79.106	123.900	-34.023
-79.396	124.800	-33.427
-79.671	125.750	-32.693
-80.022	126.480	-32.038
-80.431	127.300	-31.114
-80.843	127.981	-30.114
-81.433	128.733	-28.963
-82.144	129.522	-27.410
-82.828	130.199	-26.070
-83.461	131.064	-24.785
-84.417	131.720	-23.499
-85.187	132.346	-22.020
-85.960	133.287	-20.754
-86.736	133.945	-19.542
-87.608	134.444	-18.411
-88.528	134.799	-17.182
-89.450	134.830	-16.268
-90.311	134.587	-15.417
-91.118	133.699	-14.650
-91.767	133.180	-14.092
-92.482	132.268	-13.681
-93.135	130.998	-13.427
-93.748	129.500	-13.199
-94.426	127.736	-13.203
-95.054	125.634	-13.184
-95.791	123.555	-13.236
-96.581	121.523	-13.245
-97.326	119.487	-13.340
-98.215	117.721	-13.473
-98.956	116.262	-13.637
-99.383	114.808	-14.205
-99.424	113.382	-14.562
-99.190	112.065	-14.626
-98.472	110.522	-14.715
-97.453	108.971	-14.799
-96.168	107.512	-14.943
-94.747	105.661	-14.659
-94.366	105.049	-14.490
-94.692	104.746	-14.343
-95.186	104.453	-14.072
-95.592	104.388	-13.630
-95.928	104.391	-13.094
-96.109	104.428	-12.572
-96.202	103.858	-12.099
-95.597	104.385	-11.903
-94.997	103.870	-11.438
-94.354	103.551	-10.802
-93.396	103.798	-10.449
-92.579	103.581	-9.936
-91.937	103.485	-9.599
-91.514	103.458	-9.089
-91.203	103.390	-8.638
-90.767	103.285	-8.148
-90.461	103.317	-7.568
-90.088	103.316	-6.953
-89.611	103.273	-6.415
-88.929	103.523	-5.721
-88.146	103.789	-5.089
-86.986	103.965	-4.276
-85.909	104.286	-3.638
-84.765	104.631	-2.817
-83.647	105.010	-2.142
-82.766	105.410	-1.645
-82.055	105.742	-0.914
-81.399	105.812	-0.239
-81.011	105.798	0.264
-79.836	105.294	1.192
-79.596	105.071	1.862
-79.503	104.225	2.490
-79.304	103.841	3.142
-78.930	103.269	3.883
-78.433	102.638	4.601
-77.956	102.141	5.118
-77.765	101.615	5.390
-77.336	101.001	5.818
-76.827	100.563	6.155
-76.359	100.167	6.428
-76.002	99.892	6.676
-75.702	99.626	6.893
-75.473	99.587	7.103
-75.158	99.646	7.401
-74.828	99.745	7.713
-74.383	99.881	8.122
-73.993	99.978	8.532
-73.502	100.119	8.962
-73.100	100.207	9.328
-72.492	100.347	9.742
-71.961	100.660	10.134
-71.293	101.264	10.335
-70.788	101.838	10.656
-70.309	102.239	10.974
-69.658	102.409	11.346
-69.307	103.144	11.803
-69.028	103.901	12.264
-68.768	104.816	12.709
-68.570	105.661	13.198
-68.462	106.727	13.661
-68.433	107.854	14.050
-68.510	109.027	14.441
-68.725	110.334	14.847
-69.060	111.785	15.117
-69.514	113.277	15.421
-70.152	114.884	15.723
-70.681	116.496	16.101
-71.592	117.836	16.656
-72.803	119.349	17.151
-73.718	121.019	17.496
-74.724	122.873	17.803
-75.784	124.704	18.137
-76.771	126.547	18.354
-77.696	128.089	18.395
-79.185	129.746	18.235
-80.336	130.975	18.320
-81.452	132.438	18.624
-82.475	133.675	18.901
-83.425	134.664	19.074
-85.148	136.447	19.899
-86.058	137.390	20.174
-86.741	137.939	20.342
-87.387	138.610	20.594
-88.238	139.417	20.869
-88.580	139.529	20.796
-89.040	139.794	20.876
-89.396	139.827	20.948
-89.639	139.766	21.006
-89.847	139.628	21.081
-90.006	139.198	21.092
-90.037	138.536	21.102
-89.882	137.595	20.984
-89.455	136.645	20.842
-89.225	135.301	20.633
-88.305	133.154	19.838
-87.698	131.082	19.395
-87.216	128.928	19.009
-86.587	126.486	18.539
-85.958	123.746	18.060
-85.151	120.513	17.493
-84.055	116.877	16.502
-82.988	112.948	15.394
-81.929	108.624	13.897
-81.080	104.090	12.117
-80.346	99.586	9.933
-79.756	94.710	7.507
-79.377	89.826	4.826
-79.138	85.104	1.924
-79.199	80.276	-1.248
-79.546	75.773	-4.306
-80.283	71.163	-7.466
-81.308	66.827	-10.747
-82.812	62.803	-13.877
-84.981	59.591	-16.918
-87.531	56.689	-19.624
-90.009	54.460	-22.062
-92.174	52.907	-24.289
-94.428	51.801	-26.190
-96.491	50.942	-27.915
-98.772	50.736	-29.790
-100.834	50.737	-31.354
-102.818	51.332	-33.011
-104.445	51.912	-34.203
-106.090	52.932	-35.827
-108.007	53.900	-37.486
-109.586	54.769	-39.641
-110.541	56.537	-40.708
-111.499	58.488	-41.802
-112.366	60.679	-42.811
-112.926	62.993	-43.318
-114.209	66.052	-44.231
-113.886	69.417	-43.694
-113.888	71.904	-44.148
-113.911	74.721	-44.427
-113.799	77.304	-44.807
-113.794	80.149	-45.225
-113.404	82.740	-45.336
-113.214	85.303	-45.632
-113.308	87.645	-45.924
-112.873	90.412	-45.938
-112.317	93.098	-45.950
-111.982	95.547	-46.041
-111.606	98.218	-45.955
-111.148	100.708	-45.784
-110.755	103.617	-45.885
-110.197	106.347	-45.676
-109.650	109.616	-45.296
-109.207	112.952	-44.873
-108.618	116.528	-44.342
-108.047	120.551	-43.806
-107.553	125.036	-42.853
-107.077	129.552	-41.910
-106.304	134.728	-41.029
-105.608	140.411	-39.873
-104.636	147.006	-38.410
-103.921	153.670	-37.701
-103.020	161.171	-36.763
-101.922	169.576	-35.916
-100.602	178.816	-35.110
-99.364	188.954	-34.511
-97.833	199.692	-33.995
-95.770	210.925	-33.858
-95.341	224.056	-33.448
-93.432	236.609	-32.892
-91.564	249.442	-32.312
-89.447	262.455	-31.668
-86.987	275.324	-30.871
-85.208	287.238	-29.404
-83.643	299.673	-28.433
-82.749	310.592	-26.929
-82.395	320.938	-25.407
-82.286	330.641	-23.759
-82.671	339.334	-21.971
-83.504	347.116	-20.544
-85.067	354.465	-19.276
-87.113	361.063	-18.235
-89.451	367.209	-17.341
-92.178	372.598	-16.513
-94.974	377.272	-15.747
-97.944	381.373	-15.365
-100.817	384.911	-14.719
-103.578	387.918	-14.441
-106.259	390.333	-14.206
-108.779	392.100	-13.993
-111.097	393.435	-13.685
-113.053	394.242	-13.733
-114.809	394.615	-13.562
-116.295	394.692	-13.429
-117.551	394.422	-13.366
-118.621	393.858	-13.324
-119.459	393.142	-13.248
-120.137	392.300	-13.286
-120.594	391.290	-13.254
-120.801	390.325	-13.243
-120.923	389.250	-13.291
-120.941	388.139	-13.365
-120.951	387.179	-13.450
-120.848	386.371	-13.529
-120.683	385.624	-13.624
-120.615	384.939	-13.518
-120.451	384.368	-13.589
-120.208	383.965	-13.724
-120.064	383.841	-13.738
-119.877	383.840	-13.768
-119.833	384.118	-13.672
-119.635	384.488	-13.690
-119.289	384.984	-13.872
-119.024	385.640	-13.870
-118.699	386.469	-13.856
-118.330	387.420	-13.872
-117.993	388.464	-13.792
-117.663	389.581	-13.682
-117.234	390.820	-13.639
-116.771	392.155	-13.615
-116.227	393.526	-13.575
-115.520	394.765	-13.532
-114.885	396.249	-13.542
-114.156	397.673	-13.557
-113.372	399.236	-13.498
-112.553	400.751	-13.498
-111.676	402.192	-13.426
-110.837	403.807	-13.328
-109.932	405.355	-13.158
-109.045	406.802	-13.036
-108.185	408.367	-12.920
-107.286	409.860	-12.782
-106.447	411.348	-12.594
-105.730	412.803	-12.379
-104.993	414.232	-12.205
-104.291	415.599	-12.044
-103.704	416.932	-11.858
-103.220	418.263	-11.745
-102.898	419.412	-11.502
-102.693	420.510	-11.351
-102.571	421.500	-11.143
-102.602	422.344	-11.024
-102.807	423.141	-10.833
-103.185	423.828	-10.651
-103.543	424.922	-10.665
-104.131	425.244	-10.541
-104.805	425.425	-10.374
-105.634	425.385	-10.252
-106.492	425.219	-10.146
-107.310	424.994	-10.036
-108.166	424.683	-10.028
-109.117	424.363	-10.008
-110.064	423.913	-9.953
-111.006	423.474	-9.993
-111.897	422.981	-10.008
-112.916	422.600	-9.921
-113.859	422.276	-9.820
-114.727	422.048	-9.734
-115.641	421.297	-9.455
-116.443	421.215	-9.449
-117.210	421.225	-9.411
-117.912	421.234	-9.363
-118.605	421.343	-9.347
-119.289	421.572	-9.326
-119.916	422.517	-9.614
-120.918	422.186	-9.362
-121.820	422.440	-9.286
-122.418	422.965	-9.005
-123.274	423.436	-9.016
-124.132	423.933	-8.967
-124.873	424.405	-8.928
-125.746	424.961	-8.881
-126.605	425.605	-8.921
-127.254	426.167	-8.879
-127.859	426.653	-8.887
-128.942	426.952	-9.171
-129.194	427.602	-8.918
-129.692	427.933	-8.910
-130.020	428.200	-8.943
-130.364	428.328	-8.967
-130.737	428.377	-9.014
-131.044	428.257	-9.096
-131.275	428.010	-9.241
-131.461	427.578	-9.289
-131.608	427.002	-9.241
-131.797	426.306	-9.388
-131.934	425.333	-9.348
-132.166	424.266	-9.398
-132.330	423.185	-9.491
-132.497	421.836	-9.539
-132.586	420.495	-9.640
-132.518	418.985	-9.769
-132.293	417.213	-9.899
-132.090	415.546	-9.992
-132.108	413.563	-10.234
