P2_hands_comp_Distance_X	P2_hands_comp_Distance_Y	P2_hands_comp_Distance_Z
-163.764	-98.583	19.085
-163.787	-100.495	18.007
-163.352	-101.677	16.488
-162.592	-102.417	14.732
-161.466	-102.694	12.855
-160.068	-102.916	11.074
-159.022	-103.210	9.607
-158.474	-103.530	8.353
-158.143	-103.885	7.398
-157.796	-104.151	6.519
-157.403	-104.415	5.837
-156.820	-104.417	5.427
-156.437	-104.394	5.270
-156.421	-104.323	5.300
-156.575	-104.315	5.519
-156.605	-104.204	5.788
-156.610	-103.940	6.159
-156.570	-103.764	6.440
-156.529	-103.601	6.803
-156.528	-103.465	7.187
-156.588	-103.310	7.581
-156.732	-103.229	7.974
-156.858	-103.202	8.415
-157.035	-103.168	8.782
-157.253	-103.132	9.113
-157.513	-103.061	9.440
-157.753	-102.947	9.765
-157.858	-102.872	9.989
-157.956	-102.895	10.029
-157.863	-102.928	9.947
-157.653	-103.034	9.722
-157.338	-103.253	9.308
-156.853	-103.572	8.658
-156.330	-103.989	7.733
-155.786	-104.365	6.756
-155.209	-104.710	5.735
-154.599	-104.458	5.102
-153.968	-104.253	4.832
-153.414	-104.107	4.746
-152.991	-104.103	4.808
-152.735	-104.068	4.816
-152.498	-103.986	4.575
-152.289	-103.937	4.286
-152.076	-103.886	3.974
-151.930	-103.791	3.700
-151.802	-103.707	3.437
-151.710	-103.535	3.279
-151.532	-103.410	3.213
-151.336	-103.228	3.053
-151.094	-103.006	2.896
-150.821	-102.774	2.715
-150.529	-102.660	2.518
-150.389	-102.458	2.388
-150.227	-102.314	2.280
-150.346	-102.165	1.906
-150.286	-102.173	1.835
-150.313	-102.177	1.820
-150.339	-102.181	1.753
-150.374	-102.243	1.696
-150.444	-102.210	1.655
-150.517	-102.198	1.565
-150.566	-102.138	1.531
-150.649	-102.125	1.470
-150.739	-102.061	1.390
-150.781	-101.951	1.311
-150.795	-101.841	1.257
-150.726	-101.786	1.155
-150.618	-101.670	1.099
-150.501	-101.615	0.996
-150.353	-101.522	0.859
-150.180	-101.393	0.717
-149.963	-101.238	0.560
-149.683	-101.113	0.270
-149.380	-100.891	0.036
-149.059	-100.724	-0.257
-148.704	-100.511	-0.533
-148.316	-100.321	-0.754
-148.019	-100.177	-1.002
-147.846	-100.105	-1.167
-147.698	-99.972	-1.361
-147.548	-99.917	-1.562
-147.451	-99.841	-1.779
-147.380	-99.720	-1.979
-147.353	-99.667	-2.153
-147.294	-99.565	-2.367
-147.163	-99.467	-2.515
-147.049	-99.343	-2.687
-146.932	-99.184	-2.882
-146.758	-98.981	-3.082
-146.583	-98.688	-3.370
-146.409	-98.429	-3.628
-146.190	-98.179	-3.915
-145.993	-97.966	-4.172
-145.729	-97.762	-4.435
-145.448	-97.566	-4.761
-145.147	-97.219	-5.036
-144.863	-96.889	-5.415
-144.650	-96.540	-5.790
-144.476	-96.142	-6.212
-144.407	-95.766	-6.443
-144.461	-95.320	-6.818
-144.312	-95.060	-7.163
-144.031	-94.664	-7.550
-143.739	-94.270	-7.996
-143.343	-93.880	-8.501
-142.934	-93.513	-8.976
-142.505	-93.062	-9.387
-141.934	-92.641	-9.917
-141.414	-92.226	-10.374
-140.612	-91.862	-10.511
-140.036	-91.344	-10.907
-139.572	-90.880	-11.307
-139.078	-90.339	-11.743
-138.579	-89.680	-12.160
-138.130	-88.882	-12.735
-137.831	-88.198	-13.224
-137.324	-87.078	-13.852
-136.822	-86.276	-14.343
-136.400	-85.384	-14.898
-135.997	-84.444	-15.340
-135.614	-83.900	-15.471
-135.180	-82.973	-15.977
-134.736	-82.012	-16.422
-134.321	-81.164	-16.813
-134.018	-80.309	-17.091
-133.676	-79.583	-17.317
-133.468	-78.974	-17.366
-133.379	-78.576	-17.129
-133.318	-78.152	-16.867
-133.354	-77.866	-16.547
-133.420	-77.767	-16.116
-133.620	-78.084	-15.710
-133.876	-78.862	-15.340
-134.092	-80.070	-15.231
-134.349	-81.184	-14.922
-134.878	-82.597	-13.751
-135.242	-84.501	-12.031
-135.536	-86.467	-9.773
-135.515	-87.843	-7.214
-135.388	-88.568	-4.824
-135.110	-88.532	-3.040
-134.885	-88.240	-2.099
-134.616	-87.870	-1.822
-134.234	-87.190	-2.477
-133.691	-86.328	-3.411
-132.802	-85.366	-4.518
-131.836	-84.395	-5.800
-130.707	-83.488	-7.054
-129.633	-82.478	-8.528
-128.119	-81.571	-9.576
-126.612	-80.767	-10.140
-124.787	-79.910	-10.598
-122.818	-79.116	-10.795
-120.538	-78.609	-10.795
-118.186	-77.897	-10.753
-115.726	-77.375	-10.772
-113.071	-76.982	-10.702
-110.292	-76.734	-10.668
-107.502	-76.418	-10.692
-104.663	-76.148	-10.585
-102.037	-75.924	-10.575
-99.538	-76.015	-10.398
-96.886	-75.831	-10.145
-92.831	-76.508	-9.221
-89.927	-76.805	-8.911
-87.026	-77.247	-8.472
-84.507	-77.768	-8.083
-82.303	-78.699	-7.297
-80.212	-79.076	-6.868
-78.317	-79.490	-6.555
-76.613	-79.761	-6.198
-75.234	-79.994	-6.041
-74.090	-80.319	-5.907
-73.155	-80.325	-5.859
-72.593	-80.311	-5.860
-72.332	-80.176	-6.004
-72.370	-79.948	-6.153
-72.697	-79.579	-6.266
-73.307	-79.145	-6.393
-74.173	-78.666	-6.582
-75.086	-78.107	-6.744
-76.172	-77.390	-7.011
-77.414	-76.588	-7.135
-78.078	-76.304	-6.997
-79.541	-75.270	-7.304
-80.779	-74.467	-7.497
-82.176	-73.428	-7.685
-83.500	-72.419	-7.727
-84.851	-71.284	-7.878
-86.139	-70.275	-8.109
-87.318	-69.284	-8.326
-88.412	-68.308	-8.465
-89.432	-67.541	-8.657
-90.334	-66.638	-8.798
-91.103	-66.055	-8.920
-91.903	-65.469	-8.807
-92.468	-65.185	-9.393
-92.981	-64.519	-9.361
-93.193	-64.117	-9.269
-93.329	-63.746	-9.257
-93.261	-63.439	-9.140
-93.067	-63.188	-9.032
-92.706	-62.884	-8.890
-92.382	-62.636	-8.814
-91.832	-62.452	-8.678
-91.143	-62.327	-8.635
-90.425	-62.242	-8.640
-89.661	-62.225	-8.688
-88.661	-62.226	-8.803
-87.763	-62.246	-8.933
-86.824	-62.337	-9.007
-85.957	-62.395	-9.237
-85.204	-62.513	-9.385
-84.446	-62.655	-9.480
-83.753	-62.812	-9.544
-83.323	-62.826	-9.649
-82.922	-62.923	-9.652
-82.728	-62.892	-9.622
-82.647	-62.910	-9.606
-82.618	-62.764	-9.595
-82.626	-62.662	-9.547
-82.720	-62.578	-9.459
-82.908	-62.482	-9.459
-83.177	-62.370	-9.435
-83.458	-62.333	-9.385
-83.790	-62.318	-9.331
-84.095	-62.379	-9.236
-84.457	-62.516	-9.164
-84.783	-62.679	-9.034
-85.151	-62.801	-9.031
-85.435	-62.899	-8.940
-85.668	-62.981	-8.844
-85.864	-63.091	-8.802
-85.709	-63.295	-8.475
-85.893	-63.354	-8.610
-86.133	-63.416	-8.749
-86.243	-63.483	-8.826
-86.288	-63.532	-8.878
-86.358	-63.577	-8.872
-86.390	-63.630	-8.825
-86.403	-63.636	-8.760
-86.392	-63.643	-8.732
-86.362	-63.733	-8.696
-86.366	-63.712	-8.718
-86.392	-63.715	-8.734
-86.400	-63.627	-8.789
-86.395	-63.562	-8.816
-86.424	-63.540	-8.881
-86.386	-63.588	-8.806
-86.412	-63.498	-8.820
-86.373	-63.454	-8.752
-86.370	-63.416	-8.691
-86.453	-63.374	-8.534
-86.491	-63.353	-8.401
-86.555	-63.237	-8.315
-86.620	-63.221	-8.157
-86.692	-63.129	-8.087
-86.714	-63.107	-8.012
-86.753	-63.142	-7.923
-86.814	-63.190	-7.864
-86.883	-63.232	-7.790
-87.016	-63.207	-7.735
-87.034	-63.196	-7.722
-87.113	-63.184	-7.706
-87.135	-63.162	-7.683
-87.100	-63.243	-7.635
-87.118	-63.223	-7.689
-87.067	-63.216	-7.674
-87.010	-63.214	-7.676
-86.977	-63.171	-7.755
-86.911	-63.116	-7.755
-86.817	-63.029	-7.639
-86.774	-62.988	-7.619
-86.763	-62.957	-7.710
-86.743	-62.889	-7.699
-86.731	-62.847	-7.698
-87.021	-62.624	-8.142
-86.911	-62.608	-8.196
-86.807	-62.585	-8.322
-86.692	-62.532	-8.481
-86.625	-62.378	-8.676
-86.564	-62.180	-8.984
-86.537	-61.946	-9.362
-86.441	-61.642	-9.661
-86.387	-61.271	-10.226
-86.203	-60.693	-11.298
-86.243	-60.205	-12.350
-86.032	-59.864	-13.270
-85.920	-59.385	-14.321
-85.834	-59.005	-15.442
-85.664	-58.568	-16.697
-85.808	-57.958	-18.285
-85.295	-58.041	-19.662
-86.986	-56.499	-22.448
-87.359	-55.811	-24.492
-87.480	-55.471	-26.583
-87.675	-55.044	-28.822
-87.748	-54.816	-30.982
-87.944	-54.253	-33.272
-88.208	-53.693	-35.511
-88.720	-53.291	-37.912
-89.197	-52.372	-40.708
-89.793	-51.292	-43.748
-90.364	-50.175	-47.064
-90.884	-48.925	-50.505
-91.470	-47.537	-54.318
-92.364	-47.092	-58.903
-93.018	-44.629	-63.863
-93.875	-43.138	-68.502
-94.557	-42.833	-73.907
-96.478	-39.793	-79.572
-97.848	-38.249	-85.380
-99.439	-36.323	-91.716
-101.302	-34.350	-98.005
-103.504	-31.700	-104.263
-105.571	-28.539	-111.066
-106.997	-25.742	-117.930
-109.146	-23.131	-124.932
-111.143	-20.265	-131.258
-114.124	-17.830	-137.639
-115.927	-14.779	-143.476
-117.405	-10.154	-149.683
-118.638	-6.527	-155.147
-119.483	-2.432	-160.517
-119.981	1.750	-165.572
-120.262	5.934	-170.453
-120.291	10.146	-175.134
-120.022	14.411	-179.500
-119.408	18.566	-183.751
-118.693	22.651	-187.818
-117.816	26.546	-191.578
-116.835	30.074	-194.958
-115.693	33.294	-198.029
-114.429	36.379	-200.851
-113.078	39.004	-203.308
-111.766	41.349	-205.385
-110.459	43.455	-207.019
-109.131	45.150	-208.562
-107.840	46.811	-209.923
-106.730	48.211	-211.193
-105.438	49.495	-212.362
-104.226	50.713	-213.421
-102.826	51.807	-214.313
-101.479	52.857	-215.239
-100.430	54.048	-215.890
-99.090	54.847	-216.640
-97.706	55.654	-217.313
-96.535	56.227	-217.781
-95.197	57.017	-218.281
-93.908	57.591	-218.797
-92.690	58.269	-219.244
-91.523	58.748	-219.674
-90.013	58.784	-219.908
-88.970	59.168	-220.350
-87.928	59.648	-220.796
-87.037	60.200	-221.033
-86.226	60.825	-221.322
-85.632	61.360	-221.559
-85.311	61.844	-221.784
-85.120	62.242	-222.016
-85.061	62.627	-222.244
-85.171	63.002	-222.479
-85.379	63.380	-222.717
-85.686	63.805	-222.891
-86.034	64.111	-223.061
-86.249	64.427	-223.208
-86.476	64.849	-223.438
-86.064	65.536	-223.806
-86.142	65.778	-224.012
-86.057	66.007	-224.136
-85.935	66.121	-224.375
-85.744	66.215	-224.546
-85.552	66.281	-224.603
-85.388	66.322	-224.676
-85.204	66.373	-224.710
-85.067	66.457	-224.737
-84.988	66.485	-224.802
-84.864	66.608	-224.877
-84.744	66.797	-224.958
-84.610	67.027	-225.085
-84.441	67.266	-225.212
-84.278	67.563	-225.327
-84.162	67.864	-225.428
-84.010	68.156	-225.589
-83.864	68.458	-225.734
-83.725	68.742	-225.840
-83.637	68.978	-225.986
-83.499	69.288	-226.097
-83.418	69.444	-226.281
-83.374	69.525	-226.334
-83.399	69.654	-226.346
-83.440	69.696	-226.311
-83.582	69.709	-226.267
-83.764	69.635	-226.206
-84.048	69.520	-226.068
-84.360	69.451	-225.996
-84.655	69.406	-225.907
-84.912	69.436	-225.781
-85.069	69.446	-225.725
-85.220	69.420	-225.668
-85.291	69.453	-225.669
-85.335	69.441	-225.648
-85.335	69.471	-225.669
-85.271	69.487	-225.662
-85.202	69.481	-225.723
-85.131	69.452	-225.709
-85.054	69.432	-225.733
-84.943	69.395	-225.705
-84.856	69.312	-225.708
-84.762	69.251	-225.706
-84.698	69.175	-225.646
-84.622	69.090	-225.688
-84.529	68.992	-225.649
-84.466	68.848	-225.628
-84.413	68.790	-225.602
-84.317	68.678	-225.584
-84.257	68.563	-225.533
-84.257	68.530	-225.495
-84.276	68.524	-225.456
-84.320	68.480	-225.434
-84.401	68.579	-225.402
-84.541	68.704	-225.394
-84.731	68.823	-225.391
-84.958	69.014	-225.379
-85.344	69.193	-225.434
-85.788	69.534	-225.426
-86.365	69.832	-225.328
-87.527	70.655	-225.270
-88.728	70.887	-225.027
-90.170	71.046	-224.698
-92.467	70.780	-224.074
-94.325	70.868	-223.480
-96.397	70.863	-222.784
-98.288	70.777	-221.827
-100.028	70.482	-220.959
-102.040	70.443	-219.956
-103.992	70.208	-218.812
-105.706	69.817	-217.699
-107.271	69.210	-216.330
-108.562	68.540	-214.879
-109.763	67.458	-213.324
-110.562	66.135	-211.494
-110.752	64.749	-209.634
-110.347	63.284	-207.727
-108.775	61.837	-205.762
-106.916	60.109	-203.659
-104.467	58.393	-201.654
-101.613	56.381	-199.676
-98.511	54.234	-197.624
-94.906	51.834	-195.695
-91.113	49.480	-194.051
-87.015	46.935	-192.555
-82.801	44.279	-191.152
-78.239	41.609	-189.770
-73.596	39.023	-188.430
-68.757	36.641	-187.014
-63.930	34.298	-185.370
-59.159	32.185	-183.806
-54.604	30.175	-182.038
-50.150	28.622	-180.047
-46.028	27.145	-177.822
-42.082	25.961	-175.201
-38.180	25.067	-172.585
-34.876	24.103	-170.225
-32.082	23.147	-167.909
-29.785	21.949	-165.990
-27.872	20.468	-164.367
-26.144	18.994	-162.854
-24.311	17.083	-160.997
-22.845	15.271	-159.887
-21.367	13.283	-158.941
-19.928	11.279	-158.071
-18.303	9.277	-157.291
-16.645	7.201	-156.617
-14.924	5.170	-155.987
-13.064	3.162	-155.469
-11.097	1.266	-154.990
-9.135	-0.730	-154.394
-7.183	-2.790	-153.749
-5.526	-4.843	-152.994
-3.819	-7.096	-151.873
-2.542	-9.530	-150.565
-1.422	-12.412	-149.277
-0.694	-15.201	-146.885
-0.020	-18.544	-144.989
0.327	-21.935	-142.295
0.248	-25.533	-139.502
0.137	-29.228	-136.449
-0.299	-34.017	-133.078
1.864	-37.741	-128.291
1.856	-41.094	-124.672
1.643	-44.088	-121.028
0.044	-46.609	-117.805
-1.566	-48.228	-112.180
-2.941	-49.314	-107.006
-3.649	-53.458	-102.820
-6.043	-54.421	-98.079
-10.211	-52.730	-91.349
-13.348	-52.973	-85.076
-16.121	-55.026	-80.481
-18.483	-58.772	-76.456
-19.905	-63.841	-72.552
-22.301	-69.106	-69.231
-25.014	-75.016	-64.979
-28.005	-80.310	-61.426
-30.872	-86.435	-56.377
-36.170	-87.772	-54.328
-42.809	-88.637	-48.691
-49.924	-89.074	-43.827
-57.144	-90.329	-38.600
-64.712	-91.732	-33.985
-70.737	-93.772	-28.786
-76.884	-94.909	-24.159
-82.604	-95.540	-20.097
-88.548	-96.350	-16.904
-93.427	-97.513	-14.434
-97.636	-98.881	-12.900
-101.235	-100.206	-12.210
-104.090	-101.060	-12.121
-106.320	-100.676	-12.701
-108.197	-100.283	-13.174
-109.583	-99.621	-13.687
-110.406	-98.713	-14.392
-110.618	-98.012	-14.865
-110.641	-97.311	-15.237
-110.665	-96.805	-15.332
-110.686	-96.488	-15.102
-110.674	-96.202	-14.603
-110.828	-96.019	-13.795
-111.175	-95.766	-12.760
-111.598	-95.300	-11.451
-112.116	-94.857	-10.148
-112.900	-94.481	-8.671
-113.663	-93.991	-7.282
-114.680	-93.525	-6.031
-115.701	-92.942	-4.928
-116.701	-92.339	-4.068
-117.767	-91.726	-3.406
-118.867	-91.203	-2.848
-119.985	-90.592	-2.586
-121.207	-89.983	-2.375
-122.535	-89.418	-2.282
-123.931	-88.499	-2.614
-125.377	-87.954	-2.677
-126.904	-87.137	-2.792
-128.610	-86.322	-2.972
-130.483	-84.989	-3.389
-132.571	-83.926	-3.519
-134.858	-82.742	-3.460
-137.295	-81.271	-3.394
-140.050	-79.520	-3.497
-142.686	-78.239	-2.868
-145.766	-76.487	-2.567
-149.018	-74.681	-2.133
-152.345	-72.577	-1.999
-155.533	-70.961	-1.525
-158.804	-69.505	-0.619
-161.864	-67.623	-0.324
-164.953	-66.178	0.137
-167.558	-65.334	0.709
-170.287	-64.462	1.017
-172.558	-63.846	1.296
-174.270	-63.563	1.580
-175.565	-63.469	1.645
-176.368	-63.540	1.635
-176.563	-63.814	1.524
-175.991	-64.298	1.242
-174.778	-64.926	0.903
-173.214	-65.423	0.540
-171.280	-65.789	-0.156
-168.783	-65.751	-0.927
-165.956	-65.604	-1.424
-163.056	-65.264	-1.774
-160.136	-64.770	-1.959
-157.347	-63.997	-1.956
-154.239	-63.089	-2.054
-151.010	-61.921	-2.282
-147.640	-60.703	-2.540
-144.245	-59.243	-2.628
-140.792	-57.958	-2.530
-137.595	-56.731	-2.269
-134.434	-55.822	-1.546
-131.430	-55.273	-0.719
-128.509	-55.067	0.287
-125.664	-55.174	1.296
-122.980	-55.751	2.323
-120.355	-56.605	3.170
-117.676	-57.804	4.031
-115.122	-59.282	4.478
-112.719	-61.124	4.816
-110.412	-63.135	4.925
-108.339	-65.256	4.644
-106.373	-67.450	4.309
-104.472	-69.623	3.646
-102.595	-71.681	3.103
-100.139	-73.957	2.803
-98.510	-75.666	2.403
-97.076	-77.320	2.165
-95.405	-78.706	2.046
-93.751	-80.056	2.094
-92.197	-81.010	2.079
-90.377	-81.707	2.157
-88.629	-82.171	2.015
-86.772	-82.370	1.900
-84.825	-82.471	1.792
-82.835	-82.387	1.504
-80.874	-82.090	1.173
-78.826	-81.882	0.861
-76.713	-81.649	0.442
-74.618	-81.271	0.027
-72.493	-80.849	-0.292
-70.237	-80.607	-0.600
-67.940	-80.355	-0.848
-65.685	-79.985	-1.071
-63.487	-79.832	-1.310
-61.246	-79.768	-1.599
-59.181	-79.592	-1.804
-57.297	-79.578	-2.123
-55.668	-79.492	-2.355
-54.277	-79.479	-2.763
-53.038	-79.486	-3.140
-51.795	-79.608	-3.639
-50.797	-79.781	-4.422
-49.670	-79.865	-5.096
-48.540	-80.123	-6.141
-47.450	-80.265	-7.330
-46.256	-80.567	-8.598
-45.218	-80.803	-10.050
-44.197	-81.123	-11.398
-43.295	-81.378	-13.037
-42.546	-81.734	-14.766
-41.993	-82.104	-16.698
-41.585	-82.300	-18.996
-41.371	-82.562	-21.598
-41.422	-82.744	-24.378
-41.439	-83.595	-27.599
-42.357	-83.732	-32.009
-44.535	-83.762	-36.168
-47.065	-85.621	-41.148
-51.684	-85.164	-46.488
-58.598	-83.770	-52.429
-65.145	-82.914	-58.879
-73.757	-81.252	-65.132
-83.414	-79.344	-71.963
-94.597	-76.017	-78.721
-106.278	-71.892	-85.715
-118.594	-67.617	-91.781
-131.496	-62.465	-97.518
-144.774	-56.725	-102.582
-159.684	-48.436	-107.190
-173.698	-40.492	-110.792
-187.795	-32.231	-113.372
-201.988	-22.632	-114.007
-216.589	-12.348	-112.751
-229.853	-2.051	-110.306
-243.125	9.173	-105.855
-255.263	20.775	-100.146
-266.588	31.659	-93.204
-276.349	42.101	-84.610
-284.449	52.406	-76.724
-291.284	62.279	-68.877
-296.829	71.162	-60.924
-301.480	79.790	-53.370
-305.197	87.603	-46.137
-307.898	94.737	-39.746
-310.251	100.537	-33.663
-311.971	105.865	-28.396
-313.480	110.323	-24.145
-314.745	114.184	-21.039
-315.722	117.300	-19.087
-316.254	119.605	-18.240
-316.509	121.358	-18.312
-316.376	122.839	-19.059
-316.072	123.719	-20.324
-315.632	124.119	-22.288
-314.921	124.207	-24.645
-314.101	124.028	-27.452
-313.049	123.499	-30.365
-311.949	122.666	-33.587
-310.862	121.506	-36.621
-309.894	120.130	-39.613
-308.811	118.689	-42.568
-307.794	117.236	-45.270
-306.865	115.663	-47.591
-305.928	114.246	-49.776
-304.979	112.903	-51.745
-304.110	111.667	-53.552
-303.292	110.611	-55.095
-302.417	109.706	-56.489
-301.595	109.002	-57.683
-300.928	108.438	-58.630
-300.330	108.126	-59.467
-299.957	107.901	-60.078
-299.669	107.847	-60.735
-299.476	107.894	-61.360
-299.425	108.216	-61.842
-299.749	108.634	-62.542
-299.790	109.189	-63.009
-299.853	109.792	-63.427
-299.969	110.462	-63.873
-300.118	111.193	-64.312
-300.302	111.991	-64.745
-300.620	112.826	-65.131
-301.000	113.615	-65.418
-301.421	114.482	-65.624
-301.896	115.381	-65.808
-301.964	116.233	-65.643
-302.299	117.305	-65.766
-302.509	118.290	-65.944
-302.498	119.257	-66.270
-302.392	120.402	-67.278
-301.807	121.382	-68.366
-300.946	122.278	-69.882
-299.831	123.238	-71.929
-298.309	123.986	-74.529
-296.371	124.638	-77.674
-294.038	125.229	-81.382
-291.540	125.628	-85.665
-288.730	126.051	-90.386
-285.774	126.353	-95.512
-282.813	126.018	-100.468
-279.169	126.234	-106.248
-275.313	126.357	-111.976
-271.358	126.446	-117.731
-267.328	126.514	-123.218
-263.148	126.603	-128.478
-259.072	126.653	-133.518
-254.990	126.748	-138.218
-250.899	126.767	-142.095
-247.135	126.865	-145.846
-243.603	127.081	-149.023
-240.306	127.158	-152.025
-237.269	127.217	-154.522
-234.191	127.398	-156.843
-231.883	127.263	-158.732
-230.305	126.791	-160.177
-228.419	127.071	-161.350
-227.591	126.556	-162.077
-226.750	126.392	-162.664
-226.212	126.304	-162.929
-225.881	126.205	-162.999
-225.772	126.105	-162.778
-225.888	126.108	-162.396
-226.209	126.104	-161.864
-226.445	126.463	-161.201
-227.082	126.513	-160.338
-227.874	126.479	-159.222
-228.660	126.521	-158.192
-229.569	126.637	-157.107
-230.507	126.696	-155.968
-231.523	126.709	-154.741
-232.473	126.810	-153.514
-233.265	126.772	-152.189
-234.148	126.662	-150.762
-234.506	126.615	-149.532
-234.688	126.511	-148.578
-234.760	126.281	-147.858
-234.328	126.103	-147.453
-233.909	125.769	-147.040
-232.948	125.404	-147.048
-231.311	125.006	-147.460
-229.154	124.479	-148.167
-226.511	123.911	-149.525
-223.537	123.200	-151.294
-220.347	122.362	-153.404
-217.013	121.128	-155.800
-212.967	120.261	-158.395
-209.280	118.672	-160.898
-205.228	117.109	-163.452
-201.001	115.466	-165.782
-196.789	113.681	-168.055
-192.328	112.191	-170.197
-188.218	110.291	-171.769
-184.512	108.016	-172.998
-181.083	105.627	-173.889
-178.086	103.044	-174.436
-175.534	100.413	-174.594
-173.520	97.543	-174.411
-172.071	94.533	-173.917
-171.180	91.530	-173.149
-171.042	88.435	-172.139
-171.452	85.355	-170.741
-172.292	82.398	-169.095
-173.840	79.555	-167.147
-175.884	76.782	-164.828
-178.637	74.039	-162.217
-181.920	71.394	-159.153
-185.862	68.717	-155.741
-190.563	66.158	-151.937
-195.553	63.142	-147.439
-200.796	59.945	-142.090
-205.194	55.650	-136.493
-208.412	51.781	-131.159
-209.799	48.450	-126.939
-209.713	44.152	-123.854
-208.719	39.214	-122.108
-205.797	34.039	-122.302
-200.977	28.346	-124.004
-194.146	23.466	-127.410
-185.564	17.657	-131.079
-175.773	11.012	-135.611
-165.288	4.174	-139.359
-154.234	-2.950	-142.617
-142.965	-10.112	-144.809
-131.887	-17.140	-145.786
-120.587	-24.261	-145.518
-109.590	-30.325	-144.555
-99.494	-35.692	-141.429
-90.577	-41.930	-136.652
-82.979	-47.327	-131.306
-76.527	-52.599	-124.893
-71.185	-58.540	-118.027
-67.110	-62.870	-110.295
-63.850	-66.931	-102.308
-62.140	-70.834	-94.178
-60.826	-74.426	-86.223
-60.246	-78.381	-79.103
-60.103	-82.961	-71.917
-60.702	-85.425	-64.247
-62.031	-87.311	-57.447
-63.065	-88.573	-51.274
-64.356	-89.862	-45.852
-66.271	-89.452	-40.611
-67.103	-89.602	-35.849
-67.606	-90.275	-32.890
-68.336	-91.234	-30.083
-69.058	-91.824	-28.065
-69.918	-92.355	-26.632
-70.620	-93.068	-25.425
-71.133	-93.582	-24.503
-71.727	-93.848	-23.830
-71.834	-94.323	-23.272
-71.715	-94.650	-22.915
-71.516	-94.978	-22.664
-71.211	-95.301	-22.407
-70.943	-95.516	-22.146
-70.637	-95.722	-21.771
-70.178	-96.012	-21.363
-69.673	-96.193	-20.817
-69.075	-96.276	-20.346
-68.018	-96.830	-19.976
-67.301	-97.037	-19.389
-66.511	-97.199	-18.854
-65.642	-97.276	-18.408
-64.672	-97.394	-18.004
-63.612	-97.606	-17.717
-62.397	-97.785	-17.664
-61.187	-98.028	-17.944
-60.068	-98.204	-18.189
-58.943	-98.387	-18.453
-57.913	-98.388	-18.794
-57.167	-98.159	-19.048
-56.581	-98.073	-19.110
-56.178	-98.065	-19.010
-55.901	-98.121	-18.758
-55.804	-98.159	-18.572
-55.874	-98.163	-18.407
-56.031	-98.076	-18.199
-56.226	-98.044	-18.109
-56.477	-98.009	-18.024
-56.757	-97.929	-17.983
-57.023	-97.956	-17.934
-57.392	-98.035	-17.835
-57.781	-98.131	-17.553
-58.255	-98.148	-17.309
-58.795	-98.207	-17.021
-59.313	-98.250	-16.728
-59.784	-98.339	-16.429
-60.208	-98.357	-16.138
-60.472	-98.475	-15.948
-60.696	-98.534	-15.835
-60.880	-98.513	-15.771
-60.906	-98.600	-15.662
-60.976	-98.530	-15.613
-61.012	-98.529	-15.562
-61.015	-98.542	-15.512
-61.059	-98.551	-15.427
-61.235	-98.522	-15.236
-61.432	-98.581	-14.931
-61.787	-98.642	-14.689
-62.191	-98.696	-14.422
-62.558	-98.735	-14.122
-62.844	-98.763	-13.920
-63.256	-98.764	-13.658
-63.635	-98.787	-13.468
-63.832	-98.776	-13.332
-63.894	-98.822	-13.234
-63.848	-98.719	-13.152
-63.654	-98.670	-13.143
-63.394	-98.521	-13.108
-63.067	-98.363	-13.118
-62.701	-98.175	-13.140
-62.297	-98.021	-13.180
-61.924	-97.858	-13.271
-61.524	-97.752	-13.380
-61.198	-97.677	-13.517
-60.887	-97.598	-13.699
-60.576	-97.489	-13.930
-60.174	-97.363	-14.203
-59.683	-97.254	-14.555
-59.038	-97.029	-15.035
-58.358	-96.883	-15.592
-57.617	-96.493	-16.250
-56.845	-96.117	-17.127
-56.211	-95.763	-18.266
-55.946	-95.239	-19.763
-56.290	-94.608	-21.872
-57.398	-93.901	-24.737
-59.293	-92.933	-28.059
-62.322	-91.435	-31.716
-65.893	-90.162	-35.978
-70.047	-88.656	-40.873
-75.485	-86.691	-46.778
-80.505	-84.864	-52.085
-86.668	-82.507	-58.623
-93.105	-79.827	-65.218
-100.453	-76.022	-71.728
-107.906	-71.788	-77.844
-115.700	-67.814	-83.683
-123.714	-63.631	-88.950
-131.537	-59.224	-93.955
-139.134	-54.802	-98.153
-146.960	-49.752	-101.621
-154.622	-43.997	-104.219
-161.304	-39.189	-106.355
-167.044	-35.523	-108.008
-172.113	-32.057	-109.446
-177.078	-28.641	-109.802
-181.323	-26.458	-110.110
-185.436	-24.105	-110.585
-188.942	-22.158	-111.094
-191.859	-19.974	-111.905
-194.508	-16.580	-113.326
-196.886	-12.549	-114.519
-198.465	-9.158	-115.902
-199.496	-6.524	-116.989
-199.622	-4.863	-117.903
-198.833	-4.496	-118.653
-197.408	-4.698	-119.319
-194.979	-5.806	-118.943
-191.881	-8.008	-119.605
-187.917	-11.351	-119.677
-183.286	-14.707	-119.184
-177.777	-18.416	-119.615
-171.655	-22.213	-119.122
-165.491	-25.803	-118.723
-159.024	-28.853	-118.552
-152.296	-32.086	-117.452
-146.355	-34.721	-116.172
-141.079	-37.018	-115.456
-135.750	-38.552	-113.809
-131.140	-39.537	-112.269
-127.716	-40.254	-110.781
-125.467	-40.762	-109.490
-124.490	-41.083	-108.275
-125.029	-41.305	-107.456
-127.011	-41.286	-106.824
-130.462	-41.086	-106.190
