RHand	Head	LHand
5.460	77.199	18.861
5.827	75.541	15.227
7.988	73.526	11.445
7.274	79.048	8.250
3.294	79.210	6.389
2.770	72.766	4.866
4.531	74.732	5.462
5.193	82.592	7.028
5.475	83.935	9.243
5.589	81.606	11.377
4.424	74.864	12.286
3.447	71.159	13.912
3.202	73.103	14.630
2.700	72.822	14.517
1.959	66.696	12.669
2.082	58.057	10.825
3.035	53.351	10.457
2.243	51.064	10.455
1.398	46.626	8.663
0.786	40.258	7.600
1.554	36.681	8.970
1.594	31.986	8.975
1.216	26.640	9.232
0.816	22.023	7.671
2.029	22.589	7.070
0.916	22.827	6.424
1.138	20.917	3.119
2.318	21.412	3.011
0.875	21.934	2.865
2.532	23.814	4.314
2.312	26.056	4.621
1.506	28.080	3.696
3.206	31.054	4.350
3.761	32.386	3.537
3.446	31.000	3.321
4.059	28.852	3.080
2.642	30.433	2.833
2.391	31.624	2.895
3.159	29.908	1.899
2.524	29.279	0.921
1.732	32.202	1.019
1.994	32.841	2.056
1.939	30.797	1.275
2.946	30.217	0.865
1.038	28.736	0.927
2.355	26.503	0.502
0.776	24.451	0.801
0.679	22.055	0.796
0.699	20.086	1.509
1.042	19.470	1.905
0.565	18.707	1.302
0.692	16.751	0.696
1.279	15.126	0.924
0.733	14.537	1.414
0.709	13.058	1.080
1.440	11.138	1.077
1.135	9.891	0.667
1.325	8.828	1.558
1.051	7.484	0.675
0.977	4.975	0.512
1.445	4.146	0.605
1.488	4.227	2.239
0.951	4.099	2.519
0.865	5.579	2.391
0.781	6.022	1.366
1.273	6.930	1.741
1.419	7.472	1.307
0.896	8.513	1.163
0.693	9.809	0.759
0.854	11.009	0.581
0.376	13.815	0.853
0.409	15.671	1.905
0.464	15.751	0.545
0.207	17.192	1.430
1.510	16.207	2.290
1.167	17.294	0.935
0.625	19.800	0.861
0.302	17.385	1.735
0.626	16.392	0.850
1.222	16.866	1.458
1.230	18.114	0.745
1.556	17.806	0.360
0.678	19.455	1.943
1.368	24.960	2.039
0.408	24.915	1.530
0.914	21.570	1.461
0.787	22.863	2.051
0.913	24.063	0.486
0.644	23.459	1.531
0.931	24.604	1.372
1.463	25.704	2.095
1.350	26.466	2.062
1.090	26.581	1.545
0.541	24.962	1.464
0.934	22.833	1.112
0.243	21.568	1.996
1.136	21.060	1.612
0.821	23.273	2.354
1.132	23.859	0.854
0.767	20.769	1.506
0.767	19.833	0.913
1.251	19.183	1.110
0.768	17.128	0.338
1.209	13.715	0.312
0.721	11.539	0.148
0.437	9.629	0.863
1.564	5.899	1.493
0.917	4.683	1.637
0.710	2.775	1.553
0.824	2.718	1.108
0.767	3.104	2.083
0.935	3.582	1.146
0.560	2.759	1.266
0.468	1.505	1.947
0.444	1.451	1.428
1.574	1.762	1.023
1.488	0.864	0.959
1.480	2.662	1.084
1.541	3.591	0.508
1.534	4.139	0.277
1.048	4.953	1.113
0.686	5.881	0.502
1.500	8.351	0.249
0.834	9.786	0.585
0.398	10.713	1.467
1.049	10.058	2.237
0.852	9.912	1.489
0.793	9.491	1.026
0.962	7.980	0.801
1.413	8.752	0.803
0.868	8.998	1.598
0.788	9.067	0.811
1.053	8.455	0.497
0.406	7.647	0.865
0.938	7.346	0.469
0.665	6.419	0.781
1.290	4.940	1.004
0.517	5.632	1.150
0.499	5.407	2.450
1.133	4.773	2.460
0.706	5.746	1.805
1.186	5.553	2.574
1.325	6.443	0.253
0.446	7.120	0.337
0.804	7.926	1.134
1.309	8.170	0.516
1.733	8.693	1.118
1.076	8.045	1.948
0.509	9.302	2.374
0.919	8.643	1.486
1.132	7.451	1.741
1.251	7.723	1.086
2.033	7.507	2.205
1.020	9.678	1.819
0.823	6.801	0.707
1.099	5.587	1.412
1.064	6.982	2.149
1.624	7.129	1.244
1.016	7.422	1.861
1.938	5.856	1.618
1.417	6.290	1.242
0.584	9.029	2.112
1.843	10.485	1.375
0.226	8.915	1.171
1.040	8.889	1.751
1.094	9.887	0.794
0.836	9.548	1.276
0.892	10.988	1.989
1.158	11.233	1.995
1.177	10.454	0.599
0.502	10.460	0.855
0.537	9.958	2.052
0.678	10.241	1.083
0.811	10.977	2.091
0.502	9.457	1.309
1.035	8.534	1.349
0.323	9.315	1.823
0.411	8.473	0.704
0.251	8.752	0.838
0.808	9.595	1.913
0.471	7.415	1.983
1.957	7.801	2.573
1.339	7.686	2.713
1.037	6.039	2.461
1.443	6.702	2.656
0.990	6.484	2.732
1.382	5.894	3.374
2.172	5.248	5.210
1.867	3.640	3.869
0.589	3.735	1.716
1.532	4.492	1.922
1.820	3.966	2.104
0.777	4.499	1.903
2.105	5.456	1.682
3.653	5.534	1.008
1.084	4.580	1.756
0.538	4.486	2.531
1.358	5.230	2.522
1.890	5.510	3.157
0.799	4.996	2.990
0.632	7.567	1.744
1.165	9.581	1.723
1.014	10.712	1.134
0.709	11.245	1.357
1.543	12.468	1.532
1.202	16.861	2.930
1.144	21.948	3.088
1.810	24.094	3.881
1.166	26.187	3.356
1.497	30.010	3.727
2.280	31.919	4.191
1.781	33.522	4.608
1.501	34.579	5.056
2.408	35.263	2.782
2.514	35.909	2.503
2.982	37.865	5.068
4.384	42.194	5.498
4.069	45.010	5.146
4.435	50.480	5.917
5.349	54.509	5.980
6.854	55.135	6.255
11.302	57.269	8.605
16.789	57.131	8.499
22.357	59.020	9.206
30.728	67.356	13.401
33.472	72.423	15.924
32.058	64.877	19.597
36.527	61.552	26.017
48.274	64.548	30.587
57.516	63.516	31.384
58.690	66.297	33.874
63.672	65.759	43.551
77.067	61.779	60.735
93.724	61.352	75.029
105.764	66.380	80.905
120.500	72.001	92.264
131.733	72.749	114.737
140.588	76.262	137.207
153.414	77.658	141.456
164.702	80.515	147.302
170.047	92.270	169.314
179.510	97.875	182.146
196.753	99.893	191.051
214.884	101.555	206.459
225.851	109.343	222.759
228.744	114.268	240.797
244.284	111.027	251.172
236.363	121.206	260.594
197.037	126.720	276.939
199.668	121.818	292.766
214.194	122.783	289.601
190.537	128.883	286.276
175.941	130.925	294.617
160.050	127.121	264.466
153.247	134.315	260.883
135.435	136.994	288.516
93.798	131.329	281.731
85.236	129.491	274.930
99.944	123.448	273.258
85.572	122.788	257.041
70.510	122.981	247.356
63.606	116.349	241.577
58.528	106.951	225.511
57.639	104.756	218.735
69.166	103.177	201.833
63.414	95.592	184.953
44.962	86.789	175.834
42.561	78.435	162.010
68.192	73.678	156.366
45.247	67.042	147.219
26.030	58.984	142.997
40.959	56.638	138.270
52.635	55.289	128.004
71.210	52.985	135.249
99.055	55.915	132.947
125.476	64.508	109.233
135.055	68.781	111.090
156.239	67.997	117.257
200.025	71.423	122.430
221.209	76.262	130.343
232.383	75.639	144.642
253.863	82.002	128.415
264.675	86.629	120.388
276.737	77.983	159.976
278.037	78.810	178.769
276.695	77.625	184.025
305.715	72.035	180.166
310.885	53.655	168.167
293.645	50.056	167.745
302.998	54.693	201.880
305.359	46.579	191.538
306.936	41.896	162.169
301.886	40.799	167.766
287.766	43.205	161.466
278.337	46.922	156.088
268.427	50.366	149.873
254.121	49.249	133.353
215.860	45.101	117.969
210.068	38.404	110.112
184.542	32.868	92.153
167.437	30.565	74.881
145.765	25.141	56.446
109.186	17.732	39.785
112.574	12.841	28.971
89.031	8.130	19.610
69.161	9.348	11.761
74.343	12.470	15.542
56.078	14.457	24.785
22.452	17.508	34.666
18.764	19.123	41.477
28.241	20.309	52.145
43.412	22.407	68.793
58.452	23.261	77.492
67.541	25.665	77.179
83.992	29.028	88.537
102.140	34.053	102.092
104.457	38.952	103.632
109.801	40.384	106.048
115.026	41.671	105.371
114.852	39.403	103.253
116.478	36.999	104.491
131.012	41.263	104.955
134.647	45.670	100.791
134.394	46.799	99.001
144.952	48.261	88.749
140.475	45.771	78.769
146.142	44.593	79.707
164.794	47.979	71.399
152.474	48.997	61.121
129.618	51.700	56.956
120.630	53.973	55.757
108.926	54.305	58.781
101.874	54.978	62.351
94.944	54.944	57.391
91.646	58.056	55.638
89.093	56.238	57.369
83.508	52.452	54.512
77.294	57.697	52.632
66.768	63.679	44.713
51.505	62.359	35.159
43.117	76.356	31.994
42.233	73.538	26.591
39.470	52.800	20.223
35.180	48.523	18.058
27.961	46.588	15.358
23.251	47.552	13.097
23.751	41.981	13.536
20.958	38.926	12.791
19.868	41.085	13.822
31.135	40.278	15.244
19.274	38.842	15.051
14.448	35.856	14.262
15.002	32.216	11.879
15.854	28.413	9.248
7.493	23.774	6.827
12.435	21.036	4.314
24.795	22.357	4.078
22.907	24.883	7.902
17.829	25.995	11.055
15.003	26.016	11.907
13.107	25.803	12.618
12.996	25.920	10.965
10.653	25.341	9.119
8.198	27.492	8.866
6.959	19.616	8.835
5.730	17.200	11.835
6.474	39.973	12.411
8.139	38.501	13.660
9.937	24.517	15.102
10.438	24.673	15.317
11.499	23.189	18.305
14.442	27.368	19.399
16.615	21.065	19.579
20.084	21.259	22.318
19.499	27.056	23.689
17.335	39.998	25.942
19.491	39.136	29.864
19.302	27.939	29.856
20.033	28.935	29.316
20.790	28.395	30.242
21.003	30.021	28.624
20.731	30.061	28.333
20.550	29.894	29.247
21.901	30.156	31.185
23.567	29.493	32.987
23.920	23.369	33.306
25.149	19.328	35.882
28.417	19.440	33.812
22.614	18.259	31.760
21.623	17.883	33.622
28.552	18.632	35.976
40.585	21.865	38.497
43.785	23.110	46.665
36.967	23.273	58.299
38.567	21.535	64.036
42.228	21.161	71.262
36.598	20.873	91.308
42.795	18.365	106.911
51.629	16.575	127.322
51.456	17.402	162.148
73.367	19.362	170.805
76.426	21.739	184.595
78.802	23.338	200.192
94.969	25.411	228.029
117.225	30.975	223.998
122.882	34.613	229.767
164.167	37.071	272.421
199.055	39.495	278.193
183.623	43.405	270.668
162.100	49.843	265.536
189.726	46.676	256.053
238.878	42.354	243.286
236.128	44.908	239.519
238.713	45.981	239.918
251.078	48.408	239.456
265.501	55.131	236.696
275.770	59.257	241.314
281.559	57.983	239.333
281.990	54.587	223.040
266.151	59.282	224.622
222.770	67.996	215.952
190.888	68.350	196.735
181.311	65.125	178.039
169.867	67.791	146.888
123.710	77.649	104.353
77.880	75.019	61.932
50.235	65.609	34.585
34.884	66.292	23.358
25.715	70.093	26.435
21.287	70.714	32.173
19.309	66.925	35.860
19.252	60.079	36.450
20.794	58.585	34.870
17.718	58.833	30.521
13.626	55.642	26.953
11.055	58.255	22.741
9.517	59.023	18.571
10.018	53.022	14.525
9.346	50.853	8.760
8.526	55.555	2.535
7.592	59.473	3.415
5.598	56.643	7.608
3.192	50.364	10.953
1.942	47.844	12.488
2.228	48.455	14.002
3.587	46.706	13.422
4.825	44.508	12.686
3.915	44.962	12.791
2.420	45.804	9.808
1.970	42.491	7.244
2.205	37.852	5.934
1.684	36.638	5.558
2.354	34.974	6.071
2.818	34.840	6.532
1.594	37.339	5.019
1.720	37.196	5.683
1.819	32.650	8.938
1.053	32.837	6.985
1.121	32.776	5.422
0.710	30.344	6.615
0.526	29.519	4.802
2.778	27.318	3.534
2.402	27.255	4.418
1.867	29.236	4.625
2.185	29.259	5.608
2.331	27.668	5.956
2.105	28.580	5.127
2.127	27.387	4.122
1.096	24.244	4.919
0.517	22.974	5.915
1.843	24.050	6.017
1.639	22.423	5.396
0.627	18.226	5.251
1.441	17.638	4.923
1.899	18.772	4.041
1.719	19.270	5.810
2.054	19.286	6.723
1.822	16.904	6.314
1.439	18.511	8.075
1.763	18.841	7.798
0.956	15.998	7.168
0.398	14.713	7.370
1.250	13.382	6.439
0.723	13.048	6.133
0.235	11.893	6.173
2.271	9.840	7.357
1.988	8.658	8.563
0.477	8.543	8.243
0.811	8.220	9.383
1.414	8.075	8.842
0.714	8.026	8.212
0.878	7.221	8.912
1.356	5.213	8.799
1.669	3.811	7.551
1.543	3.055	6.013
1.327	3.722	5.811
1.442	4.600	5.907
1.304	4.649	5.681
1.413	7.464	4.968
1.571	6.658	3.652
1.940	4.164	2.955
1.679	6.085	1.636
0.725	6.212	2.907
1.188	3.665	2.572
1.591	4.069	1.315
0.488	3.362	1.997
1.389	2.835	2.934
1.379	2.813	2.914
0.968	0.981	1.586
1.226	1.537	2.830
0.887	3.514	2.720
1.086	3.677	2.616
0.986	3.662	2.680
2.112	3.918	2.605
1.533	4.253	2.644
2.797	5.142	2.131
2.151	6.350	1.328
0.993	5.486	1.669
0.312	5.740	1.808
1.543	6.113	0.695
0.808	6.851	1.209
1.065	8.072	0.853
1.261	6.880	0.671
1.518	7.845	1.020
3.011	9.585	0.989
0.803	10.931	1.584
1.998	10.669	1.059
0.873	9.492	0.545
0.616	10.416	1.407
1.885	10.273	1.054
0.705	9.514	1.975
0.498	12.566	1.607
1.317	12.653	1.234
0.790	11.823	1.567
1.440	14.024	2.492
1.130	13.061	2.291
1.253	11.924	1.801
1.902	12.983	1.861
1.604	15.258	1.484
1.438	15.115	0.925
1.900	13.396	0.874
1.526	13.312	1.645
1.933	11.976	1.909
2.157	10.722	2.294
1.614	10.058	1.191
1.874	9.053	2.037
1.271	10.029	1.248
1.930	9.377	1.859
1.098	8.701	1.730
1.250	9.809	1.480
1.869	9.369	1.076
2.292	7.929	2.176
0.882	6.966	1.554
2.093	8.546	1.938
1.673	9.855	2.701
1.070	9.193	2.039
1.388	8.576	3.309
0.450	8.627	0.987
1.147	9.584	0.856
1.610	10.261	1.704
1.286	8.845	3.450
0.218	8.224	2.067
0.507	8.731	1.267
2.219	8.401	1.248
1.840	8.311	0.690
1.047	9.188	3.207
0.797	8.958	2.290
1.084	9.302	1.261
1.501	10.042	1.421
1.490	11.170	1.670
2.154	12.532	2.479
0.807	14.619	2.764
2.318	17.434	2.200
1.772	17.192	2.931
1.960	18.559	3.245
1.456	18.765	1.851
1.602	16.919	3.158
1.505	17.356	0.932
2.772	18.206	2.705
1.624	17.509	1.778
1.904	14.273	1.148
0.601	13.757	2.649
2.434	13.496	2.546
2.116	11.680	2.315
1.480	10.316	2.371
0.737	10.920	1.450
1.955	11.909	2.575
0.998	11.728	2.137
1.083	11.949	1.660
1.143	12.206	0.938
1.119	13.740	1.128
1.463	15.825	1.361
0.613	16.620	0.962
0.929	15.342	1.024
1.550	15.566	0.592
0.952	16.004	1.838
0.878	14.773	1.168
1.777	14.134	1.109
1.105	14.775	0.822
0.931	15.535	0.834
2.320	13.187	1.603
1.247	11.697	1.522
1.091	11.695	0.771
1.043	11.796	0.881
1.282	11.781	1.065
1.033	11.045	1.878
1.000	9.139	1.718
1.165	8.974	1.076
0.565	10.406	1.375
0.569	8.809	2.578
0.274	9.855	3.726
1.259	11.128	6.965
2.474	12.083	11.947
6.385	16.015	19.135
11.048	22.074	30.319
15.042	28.593	43.292
19.184	34.547	61.275
22.488	38.625	81.064
24.719	42.174	104.172
34.753	45.282	132.446
45.225	47.324	157.122
53.814	47.343	174.334
69.526	43.176	195.379
82.476	39.347	209.101
89.422	36.723	219.574
102.637	33.367	216.067
141.156	29.140	207.433
189.205	24.763	207.648
223.863	21.124	206.371
243.342	18.214	208.503
249.241	16.608	206.619
244.570	15.165	218.194
229.030	15.407	221.794
217.037	16.309	223.794
205.515	16.310	229.546
191.854	19.385	222.331
186.728	25.171	212.362
183.741	28.224	199.835
178.268	28.063	189.215
169.806	30.463	177.521
162.825	33.377	161.167
157.506	33.754	150.922
143.040	38.134	147.241
126.656	42.418	138.656
113.798	42.164	132.354
99.853	39.904	125.656
86.452	37.487	108.628
70.403	38.509	100.285
58.441	36.737	83.977
43.962	33.066	58.978
28.804	33.015	48.187
18.455	32.421	37.074
9.738	33.809	28.503
11.170	30.782	26.294
16.364	27.159	29.723
22.387	29.512	34.100
27.245	31.102	34.154
32.385	35.293	32.744
35.327	35.935	33.885
36.041	33.435	36.641
37.678	31.771	40.385
36.714	30.856	46.264
36.408	34.061	51.355
32.179	31.811	50.900
28.653	30.079	48.720
24.792	30.365	46.911
21.319	31.785	46.862
19.642	37.549	48.289
15.699	37.156	43.498
14.973	35.224	37.246
14.926	33.147	34.541
10.008	29.160	30.728
5.982	28.227	22.573
3.367	23.407	15.769
2.682	17.165	8.801
4.378	15.526	7.516
8.151	15.888	7.608
11.331	18.358	8.877
13.006	22.516	8.091
14.174	24.320	9.229
14.458	27.523	7.926
15.397	30.434	2.647
17.584	29.940	3.024
14.664	34.414	3.974
11.058	43.466	2.726
11.101	50.176	6.662
7.326	51.546	11.902
3.397	50.442	14.385
5.121	54.169	16.146
7.923	59.516	14.610
9.292	59.417	11.133
9.129	55.526	8.822
9.269	56.617	10.831
10.809	63.205	13.597
12.712	65.711	15.104
12.610	64.063	14.923
11.383	64.883	11.194
14.274	70.355	9.344
13.482	71.346	6.628
12.481	70.396	8.557
14.683	73.206	9.621
15.810	72.311	9.397
18.055	73.135	7.836
19.178	80.528	7.538
18.540	85.223	7.735
19.858	79.818	10.905
21.457	79.031	15.251
22.833	85.489	24.768
26.175	84.632	32.017
29.005	83.744	32.972
32.418	90.793	32.694
35.093	88.597	30.239
36.443	77.501	27.772
38.881	81.743	29.263
39.032	85.603	28.157
36.867	85.103	28.738
33.414	92.359	32.244
29.101	93.929	28.513
29.036	89.127	49.713
25.411	89.642	70.949
36.867	90.826	54.280
33.845	87.243	39.666
29.047	86.619	19.679
27.477	82.193	31.471
28.472	75.999	62.647
30.748	74.590	59.610
34.721	75.312	50.170
37.750	80.143	44.126
36.183	80.589	45.995
31.826	72.345	52.998
31.824	68.653	57.366
38.173	71.786	63.608
42.412	53.835	76.661
42.442	42.938	89.929
47.605	50.756	99.168
55.332	46.850	102.084
58.266	40.721	99.901
62.850	38.606	101.244
67.057	36.349	92.183
64.766	32.425	82.694
60.613	31.426	91.557
59.319	32.001	126.563
59.511	29.492	122.445
61.539	26.135	99.708
58.014	19.860	101.895
51.523	10.921	100.776
47.972	6.597	105.813
44.228	9.189	103.574
44.206	8.542	74.967
42.838	10.507	59.166
43.429	11.571	75.320
42.447	13.038	78.541
42.147	13.063	71.695
43.433	13.259	68.596
42.428	16.991	73.012
41.778	21.801	69.139
39.814	26.068	57.807
40.515	28.730	52.486
40.496	28.804	52.498
38.999	28.476	43.598
43.289	28.452	31.162
44.778	29.138	24.380
43.104	28.503	18.463
43.674	29.241	12.844
44.243	27.513	10.819
49.020	25.420	11.448
58.515	24.006	12.876
76.535	39.984	13.090
58.711	20.604	14.334
55.116	20.689	15.156
52.891	37.993	15.997
62.067	14.980	15.504
55.275	14.451	18.259
34.487	15.378	20.223
30.448	12.874	18.221
29.276	10.205	14.127
32.880	18.302	10.339
33.410	7.618	7.310
29.319	32.092	9.666
20.834	32.340	14.411
11.208	8.419	18.712
3.678	8.767	21.666
5.541	8.852	20.562
6.239	7.523	14.575
11.382	6.137	8.034
12.021	5.984	3.661
9.218	5.628	7.787
35.567	5.668	7.992
10.145	6.064	6.372
21.400	5.798	6.600
31.676	5.526	7.347
3.165	5.199	7.952
3.039	5.215	8.211
1.102	4.491	10.284
28.903	3.004	14.703
8.066	24.846	17.277
13.308	26.068	18.687
28.291	4.291	17.879
29.665	5.408	18.451
19.256	6.141	16.703
15.764	4.523	13.650
11.115	3.868	12.019
5.188	4.575	11.986
4.234	2.690	11.608
5.302	2.426	10.797
7.686	2.429	11.516
20.172	2.274	13.575
31.116	3.781	13.776
10.389	3.317	11.585
5.671	4.246	8.712
5.305	5.768	6.742
4.850	6.045	6.552
5.343	6.628	7.484
8.010	7.378	7.264
7.708	7.538	5.607
7.350	5.352	9.946
7.439	4.638	11.283
5.950	4.205	11.896
4.734	3.879	12.088
5.340	4.038	10.935
6.307	28.336	10.236
6.004	4.537	9.242
7.032	4.972	5.910
8.293	30.220	4.686
14.272	6.690	7.845
15.416	8.606	11.827
15.682	8.876	11.994
12.584	7.040	10.779
10.725	7.993	9.340
9.011	8.446	8.865
7.309	8.191	8.794
6.037	8.574	7.558
4.558	8.114	7.978
6.195	8.456	8.255
6.557	9.285	9.256
8.648	9.160	9.620
9.150	10.771	7.446
14.122	12.470	6.389
11.330	13.737	3.719
8.628	14.676	7.154
11.768	14.334	10.503
8.625	16.454	10.343
42.233	15.995	10.200
42.303	12.937	10.157
2.732	12.493	10.463
4.915	25.519	12.330
6.326	29.677	12.662
8.266	17.271	12.270
41.042	38.167	12.608
42.375	24.375	12.340
14.950	29.243	10.747
15.897	31.111	9.376
13.944	31.245	7.755
17.509	28.629	6.985
35.949	24.227	9.247
29.844	23.495	10.999
18.640	23.381	13.671
15.968	21.363	15.842
14.267	19.214	19.016
14.219	17.282	20.446
15.613	14.026	22.363
13.858	13.080	25.688
37.138	12.363	24.914
34.776	11.256	22.052
13.596	10.237	22.006
14.645	8.669	22.639
15.774	8.322	25.655
15.401	7.093	27.181
15.488	7.037	27.605
15.619	9.573	28.035
14.511	10.163	29.165
15.004	10.765	29.575
14.766	12.237	26.135
13.049	13.644	20.977
11.915	14.887	16.699
36.794	15.380	15.692
34.904	17.348	13.373
7.527	20.672	8.995
7.025	23.819	7.105
6.162	25.364	5.823
27.638	29.601	8.544
9.609	34.734	11.585
9.496	36.316	14.731
13.591	37.937	19.270
22.753	41.367	21.852
20.167	44.231	25.536
23.993	43.869	27.784
49.522	44.317	22.152
29.617	47.051	24.470
31.388	44.462	31.262
24.276	36.677	27.529
23.487	30.842	26.224
21.930	28.659	27.179
24.878	25.042	28.659
26.491	19.730	29.215
29.117	16.761	26.456
35.197	15.779	23.457
64.221	18.150	20.440
63.453	18.211	18.402
32.805	17.084	12.785
31.456	17.779	11.191
27.962	17.708	8.960
20.436	18.476	8.331
16.027	18.842	6.610
16.522	20.540	6.755
18.920	21.945	8.129
6.161	19.226	8.672
3.702	17.603	9.572
3.398	18.624	11.203
3.165	17.054	10.130
25.854	16.820	9.936
3.566	16.893	11.934
28.106	15.872	25.651
7.854	14.270	27.545
10.792	14.441	13.497
35.320	16.540	15.582
37.180	16.476	18.514
23.561	15.310	19.441
24.838	14.535	19.096
37.529	15.771	21.060
38.981	16.859	22.921
13.292	16.293	23.498
13.548	17.249	20.886
14.831	16.957	16.212
13.745	16.254	12.006
24.655	15.707	8.294
23.151	15.011	6.026
37.222	15.440	5.051
37.110	15.527	3.621
9.150	15.879	3.070
5.330	16.247	5.144
26.402	18.094	7.514
26.534	18.569	8.705
29.189	18.367	6.932
2.102	18.236	6.828
1.758	17.381	7.022
26.894	20.002	6.129
30.268	18.310	6.593
28.754	16.975	5.616
29.295	18.443	3.814
30.810	15.724	1.764
4.609	14.978	2.913
24.216	15.060	3.777
23.534	15.375	5.223
32.715	14.809	3.412
32.170	13.991	3.911
2.818	14.965	2.509
3.985	14.033	3.443
4.078	14.036	3.582
4.588	13.821	5.085
5.890	13.950	4.651
5.681	13.736	4.563
30.865	13.027	4.147
9.125	12.705	3.052
25.501	12.175	4.737
6.435	28.216	3.320
6.484	28.811	3.596
6.660	13.788	5.609
31.509	14.662	4.959
29.808	13.051	5.223
3.412	13.421	3.575
26.995	14.108	3.466
29.105	13.785	4.004
29.023	12.814	4.059
4.201	11.892	5.386
3.764	12.798	6.201
4.573	12.162	6.030
29.162	10.961	7.294
28.013	9.576	7.130
3.931	8.014	7.373
28.294	7.556	8.341
27.487	7.629	5.656
6.180	7.362	4.729
6.086	6.728	4.861
6.036	7.234	3.933
29.131	7.422	3.927
5.201	7.058	3.369
4.245	7.453	4.455
3.067	8.145	6.172
29.219	6.215	5.680
2.148	5.985	5.527
0.872	5.804	4.561
27.191	4.793	6.367
29.465	4.271	6.748
32.006	3.756	6.217
5.789	3.453	5.327
3.883	3.505	3.823
3.704	2.567	3.305
4.595	4.310	3.473
4.320	3.275	3.514
1.991	2.595	4.538
2.097	3.500	5.605
2.479	4.862	6.122
28.813	4.379	5.377
3.439	2.216	4.792
29.401	2.108	6.125
2.406	1.967	7.725
2.790	2.000	5.788
1.435	3.725	4.813
3.813	5.676	4.796
32.554	8.675	4.417
33.495	9.934	4.526
21.445	9.744	3.913
7.688	10.620	4.139
33.140	11.332	4.603
4.185	10.296	3.864
3.342	9.829	4.028
24.862	10.741	3.980
1.881	10.416	5.091
27.980	7.731	4.632
30.618	6.322	4.972
3.870	6.376	6.622
5.931	7.406	6.998
6.787	8.181	4.860
26.979	8.220	5.788
32.495	10.915	6.730
33.767	12.977	6.281
5.542	13.451	5.881
7.604	12.495	6.195
9.746	10.590	7.142
8.749	9.727	6.542
8.989	11.119	6.198
9.318	12.266	7.194
10.385	14.215	8.275
10.866	16.272	7.574
12.069	16.747	9.341
13.574	17.040	11.782
15.289	20.401	13.278
16.267	25.637	14.438
16.451	28.725	15.064
19.866	29.413	17.681
24.389	32.133	20.458
23.998	33.531	23.444
24.775	34.197	24.875
26.156	39.848	28.802
27.859	44.805	31.453
32.391	45.073	31.565
34.337	46.870	31.299
38.784	55.799	31.059
39.938	58.246	32.181
40.378	54.222	25.171
43.891	54.008	27.178
43.020	58.406	36.947
16.340	61.004	36.363
15.739	60.665	34.646
48.455	62.597	37.890
49.213	56.724	44.389
52.738	50.989	50.147
54.785	54.087	49.522
59.365	54.685	49.004
62.568	51.277	61.694
58.237	48.084	70.333
54.871	47.114	65.293
58.744	43.577	64.853
59.808	40.923	69.963
57.614	38.036	68.342
51.126	34.650	69.529
44.990	31.418	75.870
45.280	26.736	72.037
40.640	24.786	65.616
34.947	21.108	69.420
33.784	18.221	66.977
29.692	14.645	61.447
24.550	11.471	63.327
20.809	11.508	57.391
17.800	10.387	42.586
15.590	8.721	32.442
12.852	9.633	29.175
11.632	11.158	28.548
7.941	11.207	26.352
4.008	13.542	23.618
4.291	14.344	20.154
3.990	15.383	17.863
7.766	16.724	18.687
9.958	16.846	16.816
11.761	18.635	15.881
12.966	18.763	15.724
14.319	20.574	12.167
14.166	22.333	9.148
12.811	23.733	8.623
11.354	24.882	8.614
9.493	24.291	8.313
8.320	24.234	8.799
9.618	23.849	9.142
8.771	25.264	11.484
7.712	26.595	10.586
7.764	29.274	9.706
6.786	32.253	10.331
6.678	31.017	9.959
5.162	29.761	11.377
3.571	31.517	11.156
2.063	33.990	9.498
2.411	35.162	8.522
2.487	37.124	8.679
2.244	38.485	9.057
4.186	37.858	11.319
4.620	39.976	13.310
7.149	45.358	15.379
9.548	50.043	18.324
9.770	50.142	22.374
14.397	54.324	29.591
19.824	58.247	40.517
20.523	58.210	48.602
23.268	62.869	50.066
30.011	68.684	53.622
35.849	66.409	72.078
44.140	68.637	93.880
92.225	76.712	103.544
103.009	81.048	127.185
72.934	84.090	164.453
64.347	83.197	194.163
93.780	95.025	219.299
83.278	99.753	230.712
85.073	98.579	237.979
133.756	104.060	246.102
151.274	107.310	251.512
157.924	110.937	265.778
212.241	108.278	287.180
214.514	117.629	321.215
186.513	126.034	364.247
230.489	128.384	391.633
257.226	143.436	410.400
268.664	156.266	438.348
276.442	159.332	457.727
275.995	172.002	463.251
272.135	180.653	469.395
273.795	180.197	465.701
273.697	185.362	453.370
267.272	184.585	447.639
266.382	183.822	435.000
266.967	187.968	416.988
255.575	183.302	380.731
237.670	179.979	366.167
223.251	183.560	342.927
209.630	183.227	318.078
186.007	178.121	296.459
158.467	177.583	263.939
141.470	174.210	229.820
120.403	167.207	199.733
92.913	162.625	165.821
73.705	156.999	131.874
60.576	149.338	104.145
55.340	144.984	71.577
64.899	141.545	44.096
74.321	138.277	33.419
78.675	131.696	37.088
87.604	127.425	51.792
97.041	122.777	68.766
106.081	111.884	83.909
108.562	102.765	96.170
102.040	99.649	105.315
104.148	95.159	112.091
101.498	83.271	113.375
96.528	75.077	114.896
94.898	70.519	121.815
84.197	64.182	118.670
77.918	54.367	110.139
79.471	44.701	111.037
72.564	41.566	114.862
61.632	40.997	106.126
53.113	41.516	106.741
49.331	38.768	115.188
47.494	34.324	110.898
45.040	33.495	116.630
45.714	36.392	129.515
