RHand	Head	LHand
16.788	54.718	48.592
83.932	56.397	49.107
14.252	66.240	42.788
17.413	74.907	37.775
17.469	77.410	39.209
16.659	79.927	40.840
14.971	81.951	49.826
12.616	77.622	59.392
10.681	81.530	57.704
23.040	91.049	53.720
4.987	95.222	52.521
31.681	89.538	47.793
5.260	83.459	41.790
8.590	93.120	41.566
10.514	90.764	44.530
9.813	81.336	47.567
10.021	80.525	48.790
25.002	71.569	48.569
13.612	67.703	47.560
35.652	69.236	44.029
10.839	66.828	38.904
7.964	62.396	32.858
9.848	53.552	25.661
39.093	45.612	19.717
14.013	43.384	12.961
21.100	41.488	10.484
15.986	36.616	5.947
17.224	31.194	6.172
18.509	26.252	8.283
22.876	22.100	15.212
96.675	20.281	13.827
20.601	15.861	14.204
82.679	12.426	14.188
28.908	11.201	17.673
30.227	9.782	19.282
31.788	8.697	16.929
34.174	7.771	17.772
85.095	8.851	19.561
45.449	10.050	20.488
95.616	11.522	23.021
45.170	12.897	24.331
37.645	13.512	25.844
29.164	16.119	31.525
27.223	17.763	33.931
69.356	18.243	35.691
18.133	17.399	34.072
61.862	16.618	29.530
17.484	15.729	29.374
43.179	14.362	30.823
40.579	14.166	37.088
10.392	12.431	40.395
68.415	11.569	36.384
18.282	10.877	34.048
89.641	9.185	33.591
25.735	8.201	33.024
26.645	8.592	31.403
24.487	10.527	34.982
21.576	13.119	38.968
17.423	15.935	38.283
15.121	18.621	42.717
76.780	19.378	46.318
14.104	20.381	42.732
79.622	20.741	39.621
16.470	18.538	36.180
12.598	17.745	33.090
8.427	16.150	32.012
6.628	12.693	31.334
9.082	11.521	35.166
104.333	11.647	33.391
58.906	12.533	28.994
40.235	11.313	32.451
25.996	10.247	36.084
23.725	9.943	37.199
21.572	11.507	35.623
19.921	15.130	36.091
59.034	20.390	39.072
17.587	23.733	36.551
98.890	23.899	34.984
53.617	25.701	37.608
17.938	27.128	44.000
25.241	31.438	47.647
24.709	36.186	44.048
16.243	36.660	39.066
13.742	33.001	39.752
12.280	29.254	43.013
44.656	28.506	36.657
10.110	25.751	29.128
56.780	19.710	25.755
5.897	15.906	20.826
3.125	11.569	109.680
1.807	6.877	106.423
2.010	5.948	9.798
6.192	7.415	3.422
11.606	10.554	6.081
49.859	16.237	11.728
19.963	21.036	13.138
56.996	24.235	15.570
19.740	27.181	20.288
24.219	26.804	21.514
27.850	26.892	23.065
28.586	29.546	28.732
28.007	32.225	26.550
48.772	34.185	22.416
21.769	34.738	21.114
54.852	34.278	22.458
16.462	32.548	28.076
14.451	28.326	33.921
10.571	27.869	37.968
7.383	28.058	37.208
5.875	23.687	32.221
46.276	20.899	30.748
2.340	21.984	26.640
47.630	20.825	20.798
8.463	18.101	85.088
10.446	17.826	84.540
10.873	18.188	8.726
10.848	16.951	10.069
12.195	16.369	14.781
12.835	18.577	21.243
14.253	17.616	25.268
17.880	18.059	26.186
18.710	18.380	26.513
17.561	16.088	40.083
18.013	13.521	36.668
18.744	11.319	48.367
60.273	9.276	48.083
24.197	9.206	43.554
36.468	9.735	43.546
23.037	9.113	42.891
25.612	9.128	39.847
31.553	9.827	37.178
41.881	8.959	38.842
57.965	7.648	46.793
97.802	7.507	49.976
78.945	6.395	47.684
92.544	5.913	40.919
98.804	5.692	32.229
103.360	4.076	31.088
101.332	5.044	30.246
125.002	7.884	30.583
88.161	10.572	32.296
80.806	13.255	32.170
70.435	16.788	33.191
65.051	17.400	38.974
63.584	18.404	42.507
59.914	21.784	41.049
116.887	26.528	45.508
43.646	32.324	47.979
35.754	38.242	47.477
16.400	44.885	53.584
38.461	55.207	59.720
58.122	65.638	58.659
34.209	71.238	58.591
34.397	73.257	68.901
30.894	80.577	78.411
29.429	94.762	78.131
35.742	104.263	74.186
47.274	107.973	67.489
56.309	114.588	62.952
63.780	149.994	64.648
95.847	164.147	65.152
57.556	146.667	60.290
88.650	147.857	54.279
65.451	156.774	51.922
84.682	160.317	55.391
84.900	151.976	49.474
113.714	153.015	40.400
96.260	154.759	29.493
147.680	142.872	16.435
98.624	134.533	3.589
90.602	127.772	13.857
99.368	115.677	27.833
85.123	104.259	42.141
78.690	98.153	55.781
113.438	90.462	66.082
149.085	77.558	77.083
126.390	64.557	88.047
86.669	52.663	94.956
89.694	46.716	93.400
80.963	40.738	90.676
46.130	34.712	83.988
66.688	30.904	77.994
94.979	27.642	81.291
67.871	26.479	64.310
67.593	24.384	118.734
59.712	21.902	54.460
49.427	23.055	47.210
91.394	25.986	75.950
36.113	26.053	80.369
45.259	23.120	33.401
42.024	21.640	46.295
37.790	24.481	55.863
29.373	25.259	61.155
13.277	24.761	71.127
50.589	24.628	80.565
60.309	23.181	83.868
59.509	24.059	91.386
132.186	25.251	95.253
71.814	24.749	92.030
61.628	25.168	88.911
54.343	27.770	79.776
55.104	32.267	77.330
49.335	40.500	71.297
37.197	47.777	56.348
85.776	53.500	40.868
25.240	60.276	27.890
92.803	64.864	18.224
16.358	60.391	18.242
16.935	61.503	26.052
22.394	69.658	32.553
60.746	69.189	40.634
28.174	67.863	49.396
72.172	66.407	54.988
42.869	60.754	60.579
81.516	54.958	70.357
43.186	51.767	83.413
36.872	46.280	89.523
59.397	39.384	89.689
30.790	36.952	99.844
82.816	35.710	127.701
49.926	32.410	126.870
52.343	27.096	84.163
46.861	21.197	91.488
35.934	15.462	89.320
32.931	13.632	65.419
25.713	15.509	50.482
32.590	17.203	40.694
72.607	20.035	35.623
29.419	22.833	28.120
26.829	27.758	26.859
29.379	32.454	40.929
38.094	39.001	53.672
46.665	40.879	68.877
47.193	42.765	80.557
73.592	49.341	89.020
71.066	55.888	104.382
118.138	60.583	119.191
115.609	63.708	129.364
141.086	67.026	128.117
143.103	65.163	141.915
144.317	71.085	156.864
142.063	83.450	173.618
132.344	81.408	165.110
118.887	81.493	132.726
104.359	79.337	121.573
90.552	77.707	108.758
69.941	82.653	127.035
54.536	82.394	114.100
53.778	84.379	91.304
50.550	81.091	98.782
44.013	81.252	110.191
45.381	82.747	87.674
50.439	74.956	55.054
53.443	69.716	50.325
48.669	63.278	123.330
45.565	57.503	124.148
107.671	57.669	59.999
31.239	56.525	50.458
37.489	50.725	45.533
42.892	45.078	44.467
16.760	43.661	45.847
10.100	46.257	52.312
35.895	45.764	61.004
118.651	39.988	61.621
47.242	36.418	73.028
35.595	37.503	79.300
53.689	38.735	72.694
60.016	38.065	71.389
63.640	37.378	67.415
86.673	36.242	62.179
88.329	35.099	70.592
46.658	32.988	88.981
93.261	30.648	95.636
39.384	28.822	91.415
53.243	29.303	104.549
46.501	29.912	117.703
31.505	27.204	114.282
24.761	26.869	115.668
25.048	25.056	119.245
34.554	20.887	114.862
52.714	18.636	119.530
66.288	17.699	130.977
82.522	17.521	134.142
103.019	17.967	130.730
105.400	19.161	120.401
102.023	23.468	124.760
108.416	27.940	125.981
110.678	30.574	125.099
101.092	32.913	125.199
92.334	32.393	109.087
76.660	29.773	105.299
70.610	28.629	106.061
128.413	27.938	27.099
61.621	28.463	79.869
65.570	29.926	69.667
70.402	30.104	45.694
68.055	30.439	64.212
65.971	31.270	58.825
38.558	35.154	70.507
45.969	38.115	77.232
58.187	40.660	76.494
82.638	46.556	70.503
104.485	46.448	124.931
37.289	42.575	115.762
22.822	39.578	61.974
22.134	36.027	63.788
16.712	37.635	66.421
15.972	38.993	76.431
24.214	37.948	74.975
27.025	39.125	61.615
30.701	36.128	57.414
31.973	30.707	58.854
30.844	28.733	60.317
34.925	28.151	65.757
36.497	31.668	66.076
33.441	35.061	58.702
30.383	32.733	57.879
28.469	29.691	56.484
24.671	29.092	53.079
24.940	27.546	46.569
28.257	29.120	45.409
29.146	30.934	43.287
25.870	30.167	38.998
21.047	30.382	39.043
13.995	31.271	42.206
8.412	30.588	43.717
18.208	25.329	44.890
27.608	19.069	49.672
32.905	15.627	54.079
38.559	17.176	49.558
43.247	18.459	46.171
51.755	21.813	51.113
58.690	26.043	54.965
66.109	28.703	53.248
74.360	33.223	49.493
80.994	36.224	48.573
85.645	36.259	47.984
93.816	38.625	51.118
101.460	43.545	65.850
97.715	47.540	102.137
61.155	50.499	126.088
80.859	51.935	137.713
66.284	54.871	163.917
49.785	58.206	186.002
51.605	59.126	202.416
27.821	66.468	222.286
26.163	74.833	336.009
22.610	75.450	341.134
24.482	78.001	218.248
42.171	82.954	169.388
50.399	92.253	135.677
47.339	95.408	118.163
32.403	96.734	77.743
20.061	101.009	61.387
29.780	99.512	59.100
44.175	102.032	70.997
53.985	103.993	76.395
61.165	99.374	137.795
62.892	101.474	137.524
53.677	100.310	74.760
41.011	96.114	65.990
31.593	96.318	61.920
24.467	94.278	55.231
19.316	94.635	45.281
16.448	91.807	36.463
18.516	94.062	24.997
20.087	96.144	10.516
27.147	90.281	7.117
37.979	89.847	22.259
50.033	91.616	36.136
63.747	83.824	45.511
69.468	79.162	54.745
74.519	80.404	55.236
84.377	72.998	52.201
89.343	65.055	49.919
84.697	64.052	48.198
77.863	61.188	46.411
74.720	53.635	39.930
85.757	49.935	29.845
76.838	48.952	18.519
51.056	48.837	13.522
40.051	44.619	15.894
31.543	35.591	19.056
26.238	29.220	20.827
21.312	27.295	25.055
14.468	26.634	24.315
14.884	23.708	17.453
19.196	17.978	9.912
23.080	13.280	4.897
21.113	11.682	9.292
20.450	16.986	12.492
22.416	20.958	15.044
19.750	24.965	16.414
16.729	33.004	16.108
15.589	40.774	13.266
16.582	42.585	11.498
35.266	39.808	11.321
40.456	38.832	8.982
33.934	35.222	8.713
43.569	33.795	13.657
49.970	36.283	20.424
48.699	35.767	24.335
45.614	32.156	30.520
43.137	27.133	36.270
39.895	22.611	38.759
33.244	18.776	36.582
25.582	17.534	29.496
21.966	18.115	22.767
20.125	18.511	16.966
19.735	21.241	13.688
18.964	26.461	11.508
18.160	34.519	9.746
20.479	38.911	8.291
22.272	38.384	6.652
23.818	36.787	7.787
23.722	38.126	11.590
21.320	42.966	15.174
20.637	44.132	17.100
19.515	43.415	17.791
18.844	41.624	17.647
21.408	44.291	15.353
20.740	48.367	15.029
19.397	46.754	16.308
21.678	45.102	16.758
20.689	48.132	15.946
20.914	53.450	12.982
20.570	52.359	15.733
18.949	49.903	16.812
19.816	48.260	13.280
18.878	47.899	16.925
19.754	48.295	18.496
21.074	46.074	13.697
20.260	49.012	14.000
20.550	49.804	16.277
22.709	47.535	50.844
25.516	44.146	51.824
24.471	40.019	20.609
20.846	42.120	17.716
20.933	44.550	16.306
22.164	41.801	14.970
18.491	39.899	16.476
15.250	46.031	17.066
14.162	50.768	13.519
10.946	50.755	14.242
7.606	51.125	15.852
33.631	52.994	16.862
7.331	54.010	18.967
24.595	57.024	21.496
22.613	63.334	25.645
32.104	70.308	33.865
38.230	76.107	46.187
63.893	74.141	48.135
41.566	75.845	47.372
28.628	82.592	53.857
49.577	90.389	55.626
63.518	97.358	54.284
71.055	93.865	59.029
76.053	99.853	65.028
77.805	104.549	67.571
72.329	93.931	57.306
73.892	92.292	49.319
78.312	97.435	58.131
77.800	91.874	76.631
79.726	83.085	85.130
83.088	86.774	76.848
82.706	88.664	69.035
81.465	78.988	61.108
88.216	72.601	57.035
105.596	72.542	52.474
124.844	68.041	63.319
146.659	63.290	71.755
175.784	57.162	70.023
204.399	51.923	94.925
210.235	49.654	138.441
207.916	45.216	220.114
156.192	36.792	195.363
68.297	30.825	112.856
40.533	29.731	108.822
17.770	26.633	117.461
16.410	24.155	130.105
48.613	24.777	154.121
76.626	24.893	157.419
65.279	23.658	189.331
80.370	27.289	232.751
83.370	32.972	238.224
64.646	37.917	267.596
42.977	43.587	285.071
38.808	50.818	291.220
32.598	57.535	306.087
28.411	59.895	301.675
35.383	57.745	290.552
46.051	52.288	268.474
55.539	53.760	237.510
57.938	59.927	199.202
51.462	60.542	155.313
44.970	57.563	121.278
34.406	57.213	85.106
20.019	58.318	43.147
8.152	58.051	14.782
10.052	56.486	24.311
18.520	55.099	47.134
18.480	56.110	63.377
30.243	54.579	71.095
23.756	51.916	78.299
23.027	50.244	81.372
37.515	50.856	83.523
34.680	47.942	86.855
17.296	44.742	76.620
15.615	41.450	60.678
11.152	37.111	51.977
8.404	34.972	45.343
6.759	37.217	34.445
4.959	41.169	22.171
4.278	38.994	14.106
2.224	33.820	4.261
0.644	30.381	6.873
1.688	31.367	10.029
2.654	34.535	14.415
3.989	36.199	18.958
4.627	35.663	21.165
4.470	38.241	20.886
3.402	36.569	19.653
2.105	33.590	15.205
3.156	34.363	11.457
2.616	37.155	11.786
2.208	37.447	10.144
2.942	36.562	8.504
3.804	41.831	8.986
5.739	46.889	10.043
6.025	49.060	11.885
4.756	45.858	12.521
4.174	44.007	11.028
3.213	46.689	10.806
4.340	47.166	14.637
4.784	46.011	14.929
4.906	43.584	16.195
4.913	41.532	21.683
6.337	46.393	24.186
6.539	51.602	25.998
4.402	51.027	24.937
3.137	46.906	23.542
2.387	44.739	23.164
3.051	46.981	20.597
2.891	48.335	19.970
3.892	53.251	20.410
3.777	57.362	22.831
1.733	59.569	24.379
2.924	58.703	19.854
1.295	57.414	15.542
1.608	62.827	13.462
0.718	65.945	10.917
2.204	65.406	9.120
2.618	65.978	8.017
1.352	68.771	7.105
2.311	72.115	6.615
2.766	75.673	7.035
1.849	71.699	6.614
2.110	68.067	6.876
2.728	75.175	7.569
2.569	81.106	4.965
2.542	77.136	5.160
2.118	72.064	5.915
0.857	73.304	4.258
1.348	72.453	4.650
1.831	68.397	3.603
1.299	66.457	3.776
1.273	67.700	3.644
0.854	68.817	3.424
1.004	64.477	2.343
1.923	59.448	1.797
2.540	55.197	3.029
1.198	49.376	3.078
1.854	46.212	2.940
2.377	45.672	2.426
1.786	44.794	2.039
2.521	38.357	3.033
2.928	30.785	3.548
0.937	26.049	2.668
2.445	24.911	1.852
4.330	23.950	2.880
3.765	20.493	2.334
1.882	18.867	1.966
1.823	16.904	1.804
2.541	14.447	2.156
1.302	13.713	2.208
0.710	13.383	2.433
1.275	14.308	1.975
1.532	15.069	1.997
1.525	14.936	2.051
0.798	15.232	1.488
0.588	15.175	0.731
2.577	15.345	1.204
1.618	15.287	2.147
1.675	14.589	1.378
1.857	13.653	1.377
1.303	14.696	1.386
1.570	14.102	1.496
1.644	14.315	1.142
1.723	12.949	1.572
1.460	11.766	0.611
0.741	12.899	1.475
1.590	12.917	0.348
2.117	15.360	1.400
1.206	17.782	2.253
1.571	16.928	1.319
0.656	18.170	2.593
0.396	19.629	1.229
1.409	20.309	0.561
1.380	21.112	1.010
1.057	22.574	1.575
1.492	24.634	1.149
1.350	24.657	1.198
1.288	23.443	0.946
1.826	21.752	1.641
0.690	22.562	1.132
1.507	26.298	2.520
0.392	26.659	2.360
1.047	26.322	0.757
0.599	25.646	0.979
0.591	24.305	1.453
1.074	24.258	0.590
1.691	23.550	0.817
1.288	24.194	1.236
1.008	24.361	1.256
0.882	21.712	0.503
1.685	19.110	1.580
1.011	17.557	0.688
1.342	15.604	1.388
0.529	14.351	1.351
1.583	14.141	1.174
0.752	13.450	1.732
0.972	11.794	1.468
1.382	10.241	1.008
0.820	9.323	1.078
0.881	8.615	1.053
1.375	8.109	2.222
0.984	8.202	2.676
1.275	7.366	1.176
1.626	6.367	0.937
1.327	5.973	1.497
1.005	6.001	2.408
0.960	6.294	1.015
1.035	7.593	0.814
1.835	8.888	0.965
0.312	8.838	2.181
1.761	9.391	0.750
2.031	9.009	0.452
1.085	8.524	2.274
1.378	9.618	2.008
0.625	9.436	1.273
0.673	8.270	1.621
0.530	7.579	1.571
0.595	6.369	0.872
1.431	5.312	1.304
0.697	4.531	2.604
1.320	4.836	1.341
1.580	3.399	1.442
1.089	2.012	0.546
1.774	2.503	0.329
1.105	2.771	0.596
0.532	2.715	2.333
0.831	1.442	1.115
0.713	2.174	1.507
1.575	3.648	0.893
0.547	4.910	1.694
1.636	6.863	1.973
1.104	10.254	1.511
1.203	12.747	1.512
1.131	12.252	1.811
1.054	13.282	0.720
0.414	14.108	1.024
1.316	11.790	1.175
1.123	9.659	0.887
1.132	8.920	1.504
1.656	10.337	0.645
0.714	10.470	1.724
1.172	9.331	1.640
1.146	7.236	0.689
0.876	6.812	0.561
1.623	6.844	0.996
1.067	5.833	2.303
1.514	6.096	2.053
1.764	5.757	0.445
0.754	5.766	0.760
0.727	6.519	0.720
1.317	8.537	1.108
2.047	8.844	1.664
3.997	9.098	2.207
0.611	10.737	1.354
3.579	11.310	1.762
0.864	12.437	0.532
0.669	14.301	1.583
1.179	14.999	1.663
1.198	15.273	1.496
0.689	17.844	2.275
1.017	22.247	1.355
1.583	25.495	0.237
1.535	27.211	1.170
2.915	29.413	1.359
0.810	30.610	1.277
3.098	29.202	1.577
1.262	27.166	2.339
0.265	26.865	1.833
0.693	25.600	0.607
1.534	23.926	0.657
0.677	23.710	1.469
2.265	23.613	1.869
0.986	22.500	2.602
0.684	21.116	2.163
0.929	20.251	1.579
0.713	19.845	1.338
0.701	19.230	1.208
0.519	18.970	0.801
0.910	17.736	0.647
0.981	16.764	1.380
1.155	14.695	0.921
0.469	12.498	2.420
1.538	11.705	0.916
1.935	11.506	2.046
2.076	10.869	2.336
1.017	9.257	0.726
1.114	11.556	0.999
1.184	13.546	2.084
0.833	12.367	0.958
1.609	10.974	1.463
0.571	9.796	0.990
0.931	8.186	1.156
1.653	6.349	0.681
1.376	4.675	1.537
1.472	5.003	2.380
2.026	5.422	1.146
0.667	4.668	1.048
1.400	5.263	1.094
0.747	5.209	1.204
0.584	5.559	1.487
1.403	6.615	1.125
0.973	6.009	0.562
1.783	6.740	1.197
0.774	7.538	1.740
1.863	6.852	2.031
1.239	7.993	1.515
1.235	8.488	0.981
1.416	7.399	2.054
0.628	7.132	1.059
1.233	7.090	1.168
1.633	7.785	0.523
1.447	9.747	1.883
0.435	7.789	1.492
0.606	9.100	0.906
0.715	11.149	0.904
1.049	12.301	0.881
0.804	13.158	1.393
1.129	12.540	1.131
1.960	12.421	0.671
0.702	12.901	0.762
1.786	14.611	1.553
0.639	14.309	2.358
1.283	13.067	2.521
1.444	12.287	1.205
2.521	11.386	2.035
3.079	13.383	1.101
1.621	15.594	1.439
1.660	18.418	1.376
2.958	22.143	1.694
1.127	26.434	1.009
0.945	32.050	2.174
1.662	33.289	1.058
1.854	32.402	0.538
1.663	35.291	1.745
0.930	43.848	2.351
1.924	45.341	2.017
0.870	42.519	2.323
1.085	41.647	3.731
0.681	41.896	2.232
1.355	43.060	2.782
1.588	44.551	2.962
0.868	49.214	2.245
1.077	49.627	1.969
0.981	48.036	2.570
2.601	46.546	2.415
0.851	43.851	2.060
3.130	39.505	2.753
0.438	36.808	2.635
2.234	39.134	2.565
2.116	42.507	2.147
0.677	44.493	2.940
1.911	44.693	2.820
1.702	44.863	2.167
1.603	46.111	2.752
0.738	47.655	1.966
1.497	50.957	1.298
2.039	53.634	2.617
0.708	54.790	4.331
1.858	54.631	4.267
3.265	52.987	2.833
1.984	50.805	3.350
2.185	51.754	3.786
1.791	53.987	3.752
0.898	55.103	4.227
1.694	55.110	4.351
1.902	52.854	4.937
2.013	46.237	4.569
2.721	40.485	5.235
2.178	41.045	5.475
1.527	41.765	4.985
0.958	43.896	4.046
2.636	44.883	3.518
1.378	43.812	3.198
2.689	41.869	1.839
2.739	38.681	2.789
1.971	39.567	2.013
2.315	40.267	2.467
2.933	38.118	1.090
1.632	38.345	0.362
2.237	39.803	3.144
1.985	44.208	4.111
2.420	43.830	4.473
1.575	42.060	3.510
3.308	45.078	2.646
2.959	46.072	3.583
1.678	46.381	2.526
0.761	45.390	2.871
1.928	46.347	3.044
2.310	44.681	2.490
2.321	40.766	2.342
1.130	35.016	1.026
2.113	28.600	2.922
1.035	24.394	2.548
2.056	24.087	2.251
1.672	25.874	2.555
1.788	27.028	2.147
2.233	25.830	3.518
1.844	27.384	3.141
1.304	32.655	2.307
0.624	37.299	2.382
1.091	37.700	1.393
2.521	35.951	2.545
1.267	31.862	2.988
0.646	27.719	4.292
1.309	28.077	3.389
1.021	26.915	2.200
1.396	23.986	0.914
0.407	23.723	1.078
0.718	25.760	1.663
2.630	29.188	4.236
1.860	30.854	3.807
2.131	32.576	2.375
3.772	33.435	3.384
2.648	33.914	4.794
3.152	33.676	4.299
3.211	33.908	2.671
2.372	35.138	2.637
1.096	33.931	3.251
1.687	32.321	3.258
1.543	35.713	3.341
0.784	36.717	1.856
0.788	33.469	1.202
1.067	29.853	1.830
2.913	27.815	1.833
2.260	28.141	2.993
1.592	26.626	4.121
1.083	23.977	3.800
1.306	19.814	2.382
0.290	16.574	2.934
1.816	15.320	3.085
0.775	13.249	3.141
0.372	11.743	4.708
1.090	7.851	4.419
1.629	5.871	1.864
1.681	3.854	2.084
1.609	3.700	3.062
1.730	6.254	4.320
0.586	8.045	4.105
0.814	10.147	2.798
1.052	12.697	1.475
1.046	13.456	1.441
0.189	14.876	2.083
0.425	17.197	0.912
0.722	18.475	1.736
1.442	19.886	2.041
1.673	19.480	1.112
1.985	19.616	1.959
2.197	19.894	1.644
1.618	22.215	1.267
1.270	26.508	1.339
2.298	29.061	1.828
1.368	34.386	1.265
0.996	37.807	2.648
1.620	38.079	2.099
1.398	40.132	1.973
1.202	43.689	2.913
1.745	43.747	1.888
1.344	42.292	1.711
0.958	48.301	1.796
1.790	55.418	2.569
1.289	56.302	3.230
1.527	51.737	4.457
0.673	49.452	4.777
0.812	51.375	5.920
2.272	51.490	3.023
1.583	49.462	2.288
0.992	50.363	1.819
1.205	50.884	1.009
2.584	49.864	6.605
1.011	53.867	6.385
0.686	56.838	4.701
1.370	56.554	4.637
1.164	53.071	4.462
0.746	52.760	3.504
1.088	56.357	2.246
1.338	56.431	2.210
1.680	53.609	2.633
1.834	51.110	4.275
1.354	50.002	3.871
0.606	47.717	3.443
1.656	48.743	2.806
1.125	50.178	1.571
0.980	49.031	2.484
1.308	47.361	2.830
1.560	44.175	2.257
1.088	43.863	1.369
2.275	46.247	2.352
1.851	44.804	2.191
0.751	44.656	1.911
0.773	49.822	2.179
0.796	51.624	3.498
3.245	52.825	3.031
1.922	59.290	2.650
3.427	59.742	2.467
2.603	57.326	2.203
0.487	62.684	3.126
1.825	65.405	5.232
0.930	68.885	6.046
2.835	71.432	5.075
4.977	77.868	3.260
3.906	88.020	2.379
5.101	92.857	3.226
3.021	99.758	5.464
3.269	109.247	7.599
4.679	125.478	9.861
6.414	141.534	10.026
9.804	153.002	9.902
16.164	170.722	8.574
12.807	187.220	11.426
34.454	199.589	13.705
12.819	207.082	15.913
12.481	221.512	22.367
16.206	236.463	32.714
13.955	234.341	45.150
17.852	240.681	59.465
40.006	248.894	80.926
49.294	243.894	92.920
53.451	243.980	102.549
55.717	245.175	121.383
71.970	241.158	120.568
77.707	245.161	116.536
74.654	244.623	117.492
73.400	235.164	110.441
74.536	232.949	115.666
80.732	226.114	109.735
110.290	223.441	93.796
119.355	226.017	89.606
104.666	213.209	79.296
103.135	211.034	65.183
98.613	205.519	55.394
98.807	192.357	48.431
98.242	185.207	47.186
102.986	173.874	47.180
113.951	162.550	44.089
132.684	154.185	55.567
139.504	140.710	77.749
131.702	136.906	85.217
127.541	130.014	90.354
107.060	116.136	95.025
111.016	109.902	90.585
142.417	100.393	86.870
146.860	94.627	81.497
156.629	92.739	81.067
117.989	84.879	79.222
47.720	77.305	74.120
30.602	71.584	69.323
47.270	63.691	59.886
55.521	55.807	48.006
50.196	49.087	36.720
40.441	47.476	27.359
30.629	44.666	19.170
21.213	45.683	12.968
18.282	41.662	9.340
19.660	32.023	6.768
20.278	26.670	6.821
21.037	22.015	8.997
17.655	19.838	11.979
13.444	17.983	13.568
8.334	18.195	13.972
4.239	18.271	11.100
6.425	19.091	9.581
8.812	18.808	8.457
9.584	16.131	5.769
8.878	16.835	7.028
8.864	19.833	8.707
7.279	20.207	10.122
6.438	20.406	10.566
4.692	20.872	9.562
1.313	21.647	7.414
3.509	20.687	5.644
5.305	20.383	2.830
4.905	20.142	2.614
3.539	22.476	4.918
4.889	24.743	5.201
5.085	22.048	7.127
2.669	19.947	10.386
2.830	19.392	12.908
3.458	19.800	14.380
4.561	19.307	12.417
4.700	19.717	8.069
2.966	21.483	4.575
2.171	21.020	3.868
3.390	20.527	3.896
4.619	21.876	5.683
3.451	23.381	7.273
2.775	26.541	10.336
4.778	24.614	14.231
5.580	21.593	15.138
6.426	24.474	17.493
7.021	23.950	16.291
6.175	29.639	9.661
5.106	32.202	7.508
5.794	30.365	5.871
5.502	37.781	3.001
4.399	46.982	3.413
2.468	50.736	2.682
3.990	54.004	1.444
5.532	55.424	5.321
5.788	61.254	9.371
6.342	63.832	11.130
4.562	71.098	13.438
4.874	81.429	13.184
4.317	83.735	11.177
15.244	89.710	10.804
17.252	96.550	11.878
7.498	100.614	9.264
10.416	105.023	10.651
16.644	117.834	16.086
24.743	125.070	22.197
35.326	132.458	31.863
44.583	138.202	43.036
52.253	142.593	65.518
69.010	149.706	104.804
80.642	155.302	137.698
101.899	163.702	170.868
136.811	169.715	180.686
123.372	171.128	176.260
123.171	172.550	180.522
110.166	176.926	125.914
62.759	179.054	48.847
42.613	179.919	65.603
26.859	177.785	59.767
24.334	172.869	33.438
29.959	172.338	21.761
27.514	172.653	20.611
24.277	169.770	16.146
16.015	169.363	10.586
13.376	168.542	6.575
22.631	164.292	6.305
21.369	162.311	10.511
28.633	157.261	15.545
35.733	149.051	20.140
41.168	141.717	22.066
47.468	137.421	20.967
53.582	133.712	21.027
64.666	126.458	20.388
74.839	118.510	14.965
85.927	117.314	10.334
105.695	115.649	10.384
120.007	113.175	7.243
133.815	113.256	8.320
146.193	108.220	7.951
156.757	114.769	6.069
160.587	117.273	9.386
157.613	118.217	15.182
157.251	123.191	13.346
152.822	117.173	6.921
148.433	118.216	8.151
143.608	120.954	5.956
110.070	120.122	8.467
101.443	126.649	11.300
110.407	124.277	12.180
100.597	118.543	13.317
99.200	122.791	13.809
89.713	122.954	13.268
83.006	122.668	10.981
82.979	123.697	8.238
84.075	121.636	6.537
83.788	122.611	6.206
80.186	120.209	6.629
79.581	117.970	5.556
83.062	116.036	6.450
87.780	112.336	7.127
89.691	107.829	7.617
95.140	101.003	7.477
101.123	99.887	6.588
96.539	98.246	8.075
96.439	97.238	7.674
103.122	93.230	16.772
105.487	87.682	16.707
101.159	87.181	6.534
99.885	83.447	8.713
108.258	84.039	7.875
111.066	83.146	6.420
112.008	74.851	7.567
110.767	72.575	7.231
107.892	74.810	6.658
112.427	76.526	6.691
115.879	77.267	6.579
112.431	76.371	6.060
114.420	75.729	6.658
112.437	79.698	6.686
106.400	79.800	7.803
106.359	77.006	7.533
105.428	77.142	5.961
102.963	76.497	3.358
98.136	81.167	3.185
89.275	82.307	7.590
85.560	76.451	10.336
82.413	78.002	6.834
76.526	82.378	10.165
75.083	79.941	11.428
80.097	77.184	13.785
92.322	73.223	15.601
108.865	68.400	18.290
139.309	68.276	9.903
165.992	67.609	10.064
189.930	62.035	5.335
222.901	64.098	4.462
251.518	71.253	6.820
274.595	75.250	7.522
297.618	76.955	3.258
325.806	75.164	3.089
362.242	83.823	3.472
393.351	94.633	2.841
410.559	94.159	2.231
420.172	97.877	1.980
353.166	105.552	3.181
262.693	109.677	4.762
140.205	113.125	6.281
101.107	111.209	8.246
195.631	116.232	9.671
213.144	120.727	9.047
202.013	115.519	8.064
172.744	116.076	7.032
126.497	113.802	5.927
83.796	109.005	4.522
39.966	104.492	4.536
12.184	93.619	5.905
18.366	86.425	7.150
41.412	85.385	7.055
40.551	78.541	7.622
36.363	73.384	5.631
30.881	75.137	4.892
26.128	75.071	3.387
22.921	68.642	3.586
21.721	58.942	5.454
21.121	57.576	5.164
22.679	56.552	6.474
26.904	51.431	8.072
